N	4gram	Bakhtin_Pr_2	FransuaR
1	в то же время	3	9
2	но в то же	3	5
3	совершенно так же как	2	2
4	дело в том что	1	2
5	точку зрения на мир	1	2
6	и с точки зрения	1	2
7	в том числе и	2	2
8	которой можно было бы	1	2
9	до сих пор еще	1	2
10	так же как и	2	2
11	они в той или	1	1
12	мы уже говорили что	1	1
13	то же время и	1	1
14	начала и до конца	2	1
15	нужно сказать что и	1	1
16	произведение очень характерно для	1	1
17	своем художественном творчестве не	1	1
18	одной и той же	1	1
19	этом мы уже говорили	1	1
20	бы он ни был	1	1
21	в отличие от этого	1	1
22	с начала и до	2	1
23	в своем художественном творчестве	1	1
24	в пятой главе нашей	1	1
25	в той или иной	2	1
26	одного и того же	1	1
27	пятой главе нашей работы	1	1
28	об этом мы уже	1	1
