N	2gram	Losev_Dial_3	DiskursI
1	в качестве	1	34
2	не только	23	28
3	в том	5	23
4	а не	26	22
5	то есть	1	20
6	тогда как	1	19
7	том что	8	19
8	может быть	13	17
9	как и	7	16
10	и в	24	16
11	в этом	8	15
12	еще не	2	14
13	но и	9	14
14	при этом	2	13
15	по своей	1	11
16	но не	2	11
17	прежде всего	8	11
18	и не	27	11
19	далеко не	1	10
20	с другой	4	10
21	в нем	3	9
22	не может	19	9
23	с одной	3	9
24	одной стороны	3	9
25	в частности	2	9
26	отнюдь не	10	8
27	но в	2	8
28	о том	6	8
29	так и	5	8
30	не было	3	7
31	в себе	2	7
32	то же	6	7
33	не в	3	7
34	в основе	3	7
35	со стороны	2	7
36	в его	2	7
37	только в	5	7
38	в своем	3	6
39	и как	8	6
40	ни к	3	6
41	и на	3	5
42	во всех	1	5
43	тому же	2	5
44	в силу	3	5
45	в котором	1	5
46	в их	2	5
47	в процессе	1	5
48	в себя	1	5
49	или иной	4	5
50	можно сказать	1	5
51	в данном	2	5
52	как бы	3	5
53	к тому	4	5
54	а в	2	5
55	то что	14	5
56	и о	3	4
57	с его	2	4
58	в сторону	1	4
59	в истории	4	4
60	и к	5	4
61	уже не	5	4
62	претендует на	1	4
63	не как	1	4
64	в них	5	4
65	потому что	7	4
66	могут быть	2	4
67	для себя	2	4
68	внимание на	1	4
69	же время	3	4
70	одной из	1	4
71	что он	13	4
72	для него	4	4
73	в особенности	7	4
74	что не	5	4
75	связи с	1	4
76	что в	7	4
77	также и	2	3
78	и потому	2	3
79	в первом	2	3
80	в каждой	1	3
81	той или	2	3
82	в одной	3	3
83	с этим	3	3
84	перед нами	3	3
85	в самом	7	3
86	человеческого сознания	1	3
87	из жизни	1	3
88	это не	4	3
89	точки зрения	25	3
90	в своих	2	3
91	бы быть	2	3
92	по себе	20	3
93	в то	5	3
94	таким образом	13	3
95	должны быть	3	3
96	как не	2	3
97	в ее	1	3
98	не с	1	3
99	и даже	13	3
100	или на	1	3
101	что и	6	3
102	в сферу	3	3
103	хотя бы	4	3
104	из них	3	3
105	к ним	1	3
106	тем что	3	3
107	именно в	2	3
108	при всей	1	3
109	имеет место	1	3
110	себе не	1	3
111	мира в	1	3
112	по своему	1	3
