N	3gram	Voloshinov_1	Istorich
1	до сих пор	3	5
2	в том что	1	5
3	что иное как	1	3
4	в данном случае	1	3
5	в связи с	1	3
6	не что иное	1	3
7	через некоторое время	1	2
8	что в них	1	2
9	таким образом и	1	2
10	с одной стороны	1	2
11	мы уже знаем	1	2
12	во всяком случае	3	2
13	о том что	2	2
14	мы имеем в	1	2
15	мы знаем что	1	1
16	уже знаем что	1	1
17	мы здесь имеем	1	1
18	и столь же	1	1
19	из этих трех	1	1
20	подобно тому как	1	1
21	во многих случаях	1	1
22	во всем мире	1	1
23	этом нет ничего	1	1
24	по женской линии	1	1
25	с этой точки	1	1
26	с точки зрения	6	1
27	могут быть объяснены	1	1
28	нет ничего удивительного	1	1
29	можно было бы	1	1
30	почти во всем	1	1
31	вместе с тем	1	1
32	в том смысле	1	1
33	в этом нет	1	1
34	еще не имеет	1	1
35	в себя и	1	1
36	и пр это	1	1
37	имеем дело с	1	1
38	на всю жизнь	1	1
39	один из моментов	1	1
40	но вместе с	1	1
41	так же как	2	1
42	этой точки зрения	1	1
43	не говорит и	1	1
44	это и есть	1	1
45	и прежде всего	1	1
46	в них и	1	1
47	на самом деле	4	1
48	не может быть	3	1
49	с самого начала	4	1
50	можно сказать что	3	1
51	в большинстве случаев	3	1
52	друг с другом	1	1
53	и входит в	1	1
