N	4gram	Vygotskiy__5	Psycholo
1	заключается в том что	4	4
2	в то время как	4	2
3	того чтобы увидеть что	1	2
4	одно и то же	1	2
5	все более и более	1	2
6	для того чтобы увидеть	1	2
7	образом мы видим что	1	2
8	и вместе с тем	1	2
9	мы не можем не	1	2
10	мы могли бы сказать	2	1
11	только в том что	1	1
12	мы видим что в	1	1
13	мы видим что все	1	1
14	было бы величайшей ошибкой	1	1
15	в такой же мере	3	1
16	потому что эта фраза	1	1
17	в том смысле что	1	1
18	один и тот же	3	1
19	о чем идет речь	1	1
20	в самом деле если	1	1
21	в одном и в	1	1
22	в сущности говоря это	1	1
23	прибавим к этому что	1	1
24	с этой точки зрения	4	1
25	почти с самого начала	1	1
26	одной и той же	1	1
27	состоит в том что	3	1
28	больше чем то что	1	1
29	которая состоит в том	1	1
30	того же самого порядка	1	1
31	таким образом мы видим	1	1
32	заключается в том чтобы	1	1
33	одном и в другом	1	1
34	есть в сущности говоря	1	1
35	могли бы сказать так	1	1
36	в той же мере	1	1
