N	2gram	Ircho_Kome_1	Myslijsy
1	то есть	1	34
2	потому что	5	33
3	то что	2	29
4	может быть	9	26
5	таким образом	8	24
6	в этом	3	23
7	в том	11	23
8	и в	22	23
9	и не	8	18
10	что в	6	17
11	при этом	5	15
12	только в	3	15
13	то же	6	14
14	в себе	2	14
15	как и	9	14
16	того что	1	14
17	так как	4	14
18	том что	12	12
19	не в	6	11
20	по себе	1	11
21	но и	11	11
22	не может	2	11
23	по отношению	3	10
24	не только	10	10
25	мы можем	4	10
26	тем что	4	10
27	и потому	1	10
28	между тем	5	9
29	мы не	3	8
30	то это	1	8
31	в своем	1	8
32	но в	4	8
33	было бы	2	8
34	стало быть	1	8
35	о том	8	8
36	сказать что	1	8
37	отношению к	3	8
38	и т	9	7
39	очевидно что	1	7
40	как в	5	7
41	с этим	1	7
42	что это	1	7
43	на то	3	7
44	в нем	4	7
45	в силу	2	7
46	и что	1	7
47	что и	4	7
48	вовсе не	2	7
49	с тем	1	7
50	могут быть	3	7
51	этого слова	1	7
52	независимо от	2	6
53	и к	1	6
54	в которой	6	6
55	известно что	4	6
56	того как	3	6
57	так и	5	6
58	тех пор	1	6
59	заметить что	1	6
60	для того	1	6
61	вместе с	2	6
62	говорить о	1	5
63	хотя и	3	5
64	как бы	1	5
65	не менее	3	5
66	с ним	1	5
67	образом в	2	5
68	находится в	2	5
69	к нему	2	5
70	так что	1	5
71	уже в	5	5
72	в его	5	5
73	что же	1	5
74	слова и	1	5
75	все это	5	5
76	а в	6	5
77	во всяком	2	5
78	а между	1	4
79	сам по	1	4
80	и о	3	4
81	предположить что	1	4
82	в истории	5	4
83	что все	1	4
84	и с	3	4
85	его в	3	4
86	и тем	2	4
87	точки зрения	4	4
88	в котором	4	4
89	сих пор	2	4
90	тем не	2	4
91	т п	5	4
92	видно что	1	4
93	и более	1	4
94	в то	10	4
95	того чтобы	1	4
96	со своим	5	4
97	в сознании	3	4
98	в каком	1	4
99	же самое	2	4
100	каждый раз	1	4
101	на вопрос	1	4
102	что он	6	4
103	хотя бы	1	4
104	представления в	1	4
105	то и	2	4
106	в одном	8	4
107	от того	1	4
108	только на	1	4
109	до сих	2	4
110	на основании	3	4
111	самое слово	1	4
112	так же	3	4
113	в данном	1	4
114	в той	1	4
115	да и	3	4
116	и все	3	4
117	слово в	1	4
118	по поводу	4	4
119	в таком	1	4
120	на самом	1	3
121	что эти	1	3
122	мы уже	1	3
123	той же	1	3
124	ответить на	1	3
125	еще не	2	3
126	и на	3	3
127	или от	1	3
128	для создания	1	3
129	в действительности	2	3
130	и хотя	2	3
131	в самом	2	3
132	бы не	1	3
133	так в	4	3
134	и тот	1	3
135	на его	5	3
136	т д	4	3
137	к одному	1	3
138	нашего времени	1	3
139	и по	6	3
140	в каждом	1	3
141	в них	3	3
142	все равно	1	3
143	к которым	1	3
144	но это	2	3
145	в которых	1	3
146	ее не	1	3
147	в науке	1	3
148	на себе	1	3
149	же время	4	3
150	до того	1	3
151	а мы	2	3
152	к тому	6	3
153	слова с	1	3
154	представления и	1	3
155	что у	2	3
156	те же	1	3
157	ту же	2	3
158	там же	3	3
159	и только	1	3
160	и следовательно	1	3
161	только под	1	3
162	то в	1	3
163	и других	7	3
164	себе в	1	3
165	всяком случае	2	3
166	даже и	1	3
167	со стороны	2	3
168	и из	2	3
169	именно в	4	3
170	так называемых	1	3
171	все более	3	3
172	ко всем	1	3
173	и таким	2	3
174	между прочим	2	3
175	и другим	1	3
176	в этих	1	3
177	только что	2	3
178	такое же	1	2
179	можем судить	2	2
180	уже по	1	2
181	а как	1	2
182	как мы	4	2
183	что иное	1	2
184	мы и	1	2
185	хотя конечно	1	2
186	в ней	1	2
187	проявляется в	1	2
188	иное как	1	2
189	столь же	2	2
190	тем как	2	2
191	общих чертах	1	2
192	одном из	4	2
193	что по	2	2
194	его к	1	2
195	жизни к	1	2
196	так или	1	2
197	из этих	1	2
198	бы только	1	2
199	что она	1	2
200	не следует	2	2
201	он не	3	2
202	состоит в	1	2
203	из него	1	2
204	подобно тому	1	2
205	человека в	1	2
206	значительной степени	1	2
207	здесь мы	3	2
208	в мире	1	2
209	об этом	1	2
210	это было	1	2
211	в других	2	2
212	если и	1	2
213	представить себе	1	2
214	и без	2	2
215	выраженный в	1	2
216	вопрос о	3	2
