N	3gram	Vinokur_St_2	Problemy
1	с точки зрения	2	13
2	в этом смысле	1	10
3	то же время	1	9
4	в то же	1	9
5	по отношению к	1	8
6	в том что	16	6
7	и в этом	2	5
8	в зависимости от	1	5
9	в конце концов	1	5
10	на самом деле	1	4
11	том что он	5	4
12	и т п	3	3
13	сами по себе	2	3
14	в этом отношении	9	3
15	во всяком случае	3	3
16	с другой стороны	3	3
17	но все же	2	2
18	в самом деле	2	2
19	до сих пор	5	2
20	в той же	1	2
21	точка зрения на	1	2
22	бы то ни	2	2
23	для него самого	2	2
24	т е в	1	2
25	в данном случае	1	2
26	т е не	1	2
27	но и он	1	1
28	в другом месте	2	1
29	поэтому в романе	1	1
30	говорит об этом	2	1
31	своего времени и	3	1
32	дело в том	4	1
33	в свою очередь	1	1
34	а как материал	1	1
35	он не может	1	1
36	в этом случае	1	1
37	что же касается	1	1
38	в своей работе	1	1
39	то что в	2	1
40	но он не	1	1
41	точно так же	1	1
42	на этот вопрос	1	1
43	на первом месте	1	1
44	всяком случае не	2	1
45	так и в	2	1
46	для своего времени	1	1
47	так же как	3	1
48	к сожалению не	1	1
49	ни в одном	2	1
50	то ни было	2	1
51	в высшей степени	1	1
52	себе и в	1	1
53	не столько в	2	1
54	в известном смысле	1	1
55	не мудрено что	1	1
56	не в том	2	1
57	что он сам	1	1
58	другом месте и	1	1
59	но именно в	1	1
60	и в трагедии	1	1
61	и именно в	1	1
62	о том что	11	1
63	более или менее	2	1
64	друг к другу	1	1
65	таким образом в	1	1
66	в одном из	3	1
67	по сравнению с	1	1
68	заключается в том	1	1
69	в то время	1	1
70	с самого начала	3	1
71	не только не	2	1
72	нужно сказать что	1	1
73	как бы ни	1	1
74	в трагедии в	1	1
75	в настоящее время	1	1
76	и быть не	1	1
77	ответ на вопрос	1	1
78	к тому что	5	1
79	иначе и быть	1	1
80	для него была	1	1
81	в отношении к	1	1
82	тем что в	1	1
83	для того чтобы	5	1
84	или лучше сказать	2	1
85	он не только	1	1
86	как бы он	1	1
87	и т д	6	1
88	как мы видели	1	1
89	не только к	1	1
