N	3gram	Tiupa_Narr_1	Psycholo
1	в том что	5	17
2	для того чтобы	3	13
3	в самом деле	2	11
4	с точки зрения	1	10
5	не может быть	4	8
6	на то что	2	6
7	то же самое	2	6
8	на самом деле	1	5
9	до сих пор	2	5
10	в этом отношении	3	5
11	том случае если	1	4
12	сам по себе	1	4
13	в сущности говоря	1	4
14	в том случае	1	4
15	в данном случае	8	4
16	тем не менее	3	4
17	о том что	2	4
18	и в самом	1	4
19	сами по себе	2	3
20	точно так же	1	3
21	само по себе	1	3
22	в конечном счете	1	3
23	это то что	1	2
24	состоит в том	2	2
25	подобно тому как	3	2
26	он не может	1	2
27	и не может	1	2
28	как и в	1	2
29	и то что	1	2
30	в первый раз	1	2
31	которая не может	1	2
32	бы то ни	1	2
33	во всяком случае	2	2
34	то же время	4	2
35	случае если она	1	2
36	в свою очередь	2	2
37	с другой стороны	1	2
38	в то же	4	2
39	заключает в себе	2	2
40	к тому что	1	2
41	только потому что	1	2
42	и т д	1	2
43	и того же	1	1
44	что иное как	1	1
45	потому что в	1	1
46	всего тем что	1	1
47	в глаза что	1	1
48	и даже не	1	1
49	один и тот	1	1
50	что для него	1	1
51	же как и	1	1
52	в зависимости от	2	1
53	но и на	2	1
54	в отличие от	2	1
55	в первой главе	1	1
56	но и в	2	1
57	и та же	1	1
58	только то что	1	1
59	при этом становится	1	1
60	что не только	1	1
61	следующее место из	1	1
62	а с другой	1	1
63	прежде всего тем	1	1
64	по крайней мере	1	1
65	как если бы	2	1
66	не то что	1	1
67	в ней не	1	1
68	одно и то	2	1
69	то ни было	1	1
70	едва ли не	1	1
71	может быть не	2	1
72	оснований для такого	1	1
73	с одной стороны	1	1
74	и тот же	1	1
75	и то же	2	1
76	но при этом	1	1
77	имеем дело с	2	1
78	первая из этих	1	1
79	как и на	1	1
80	не существует вне	1	1
81	в связи с	2	1
82	одна и та	1	1
83	то есть от	1	1
84	бы не было	1	1
85	бросается в глаза	1	1
86	друг с другом	1	1
87	более или менее	1	1
88	ней не только	1	1
89	не само по	1	1
90	по себе а	1	1
91	то что мы	1	1
92	в этом и	3	1
93	дело не с	1	1
94	связи с этим	1	1
95	и тем самым	4	1
96	при этом что	1	1
97	не только на	2	1
98	можно сказать что	2	1
99	одного и того	1	1
100	друг от друга	1	1
101	если бы не	1	1
102	по себе но	1	1
103	при этом один	1	1
104	в первом случае	3	1
105	но еще не	1	1
106	для нее было	1	1
