N	2gram	Propp_Isto_2	Komedia
1	и в	15	26
2	едва ли	1	14
3	и не	11	14
4	и его	3	12
5	к тому	5	12
6	так и	5	12
7	тому же	2	11
8	может быть	17	11
9	в том	6	11
10	в этом	11	10
11	но и	14	10
12	том что	7	9
13	вместе с	7	9
14	что в	12	9
15	молодой человек	1	9
16	было бы	5	8
17	и на	4	7
18	не только	18	7
19	на себя	1	7
20	что и	6	7
21	из них	2	7
22	еще не	9	6
23	о том	3	6
24	в нем	7	6
25	в доме	3	6
26	таким образом	7	6
27	в то	1	6
28	того чтобы	2	6
29	потому что	9	6
30	и здесь	9	6
31	в двух	1	6
32	наряду с	6	6
33	во время	2	6
34	то что	12	6
35	в которой	2	5
36	с его	1	5
37	что он	24	5
38	так что	6	5
39	в истории	1	5
40	с этим	5	5
41	а затем	2	5
42	ни в	2	5
43	с тем	9	5
44	и с	4	5
45	один из	8	5
46	в качестве	3	5
47	во фракии	1	5
48	к этому	1	5
49	уже в	2	4
50	в самом	1	4
51	что это	6	4
52	в целом	1	4
53	из этих	3	4
54	это было	1	4
55	в них	1	4
56	как и	2	4
57	в этих	11	4
58	не менее	1	4
59	важно что	1	4
60	как будто	3	4
61	как мы	1	4
62	что у	2	4
63	можно было	5	4
64	за то	1	4
65	его в	10	4
66	восходит к	1	4
67	в его	6	4
68	в середине	1	4
69	только в	6	4
70	же в	1	4
71	так как	14	4
72	у него	4	4
73	прежде всего	5	4
74	в частности	1	4
75	как это	3	4
76	о его	2	4
77	все же	9	4
78	и для	2	4
79	молодых людей	3	4
80	одной из	4	4
81	например в	2	3
82	в котором	5	3
83	то же	10	3
84	в их	3	3
85	той же	2	3
86	вопрос о	4	3
87	похожи на	1	3
88	это время	1	3
89	в ней	4	3
90	что его	1	3
91	во всех	2	3
92	но не	2	3
93	по отношению	3	3
94	как в	5	3
95	но в	6	3
96	со своей	1	3
97	так или	1	3
98	в этой	4	3
99	как он	3	3
100	но все	5	3
101	человека в	2	3
102	могла бы	2	3
103	но если	3	3
104	в обоих	1	3
105	того как	4	3
106	связи с	8	3
107	что на	1	3
108	в поле	1	3
109	из дому	1	3
110	к нему	5	3
111	к их	1	3
112	для всех	1	3
113	ответ на	1	3
114	мы знаем	11	3
115	и их	2	3
116	никто не	1	3
117	друг друга	1	3
118	мы можем	8	3
119	тем что	4	3
120	возможно что	2	3
121	или иначе	1	3
122	здесь в	2	3
123	не было	2	3
124	о чем	1	3
125	в связи	5	3
126	в тех	2	3
127	отношению к	3	3
128	да и	2	3
129	с этой	1	3
130	все это	3	3
131	или в	2	3
132	для нас	4	3
133	а в	12	3
134	в своей	1	3
135	не может	5	3
136	также что	2	2
137	и т	19	2
138	и есть	5	2
139	перед лицом	1	2
140	из его	1	2
141	и за	1	2
142	мы имеем	15	2
143	мы не	3	2
144	говорить о	1	2
145	все известные	1	2
146	не вполне	1	2
147	то это	6	2
148	в виду	2	2
149	он был	3	2
150	под названием	2	2
151	чем это	1	2
152	и другие	4	2
153	отличие от	1	2
154	тут же	2	2
155	отнюдь не	1	2
156	в одной	4	2
157	что по	1	2
158	от этого	1	2
159	за собой	1	2
160	роль в	3	2
161	и если	2	2
162	что она	5	2
163	три года	4	2
164	после этого	4	2
165	он не	8	2
166	в силу	2	2
167	что ни	1	2
168	об этом	11	2
169	связанных с	1	2
170	это не	2	2
171	в это	1	2
172	отец и	2	2
173	как видно	1	2
174	не всегда	1	2
175	чем в	1	2
