N	2gram	Vygotskiy__2	PoTuStor
1	может быть	18	17
2	и в	32	16
3	в этом	13	9
4	и проч	1	9
5	таким образом	21	9
6	и только	2	9
7	мы можем	3	9
8	прежде всего	1	9
9	и с	4	8
10	точки зрения	17	8
11	в психике	1	8
12	и его	7	8
13	к матери	1	8
14	не может	17	8
15	совершенно не	4	8
16	с его	2	7
17	не только	12	7
18	в сознание	2	7
19	сказать что	7	7
20	самом деле	16	6
21	конечно не	1	6
22	при этом	13	6
23	с точки	10	6
24	и это	4	6
25	для него	1	6
26	и к	3	6
27	бессознательное и	2	5
28	еще не	2	5
29	в чем	4	5
30	отношение к	2	5
31	все эти	7	5
32	ни в	2	5
33	в бессознательном	1	5
34	в него	2	5
35	как бы	6	5
36	на самом	5	4
37	и ее	3	4
38	и на	5	4
39	отнюдь не	5	4
40	и наконец	1	4
41	но в	3	4
42	в этой	6	4
43	в нем	4	4
44	и может	1	4
45	его в	1	4
46	жизни человека	1	4
47	все это	5	4
48	самого начала	1	4
49	бессознательного и	2	4
50	как мы	1	4
51	с ее	3	4
52	с самого	1	4
53	так и	3	4
54	но мы	1	4
55	можно сказать	1	4
56	в его	2	4
57	а потому	2	4
58	с ними	1	4
59	только в	7	4
60	для всех	1	4
61	и их	3	4
62	так как	12	4
63	и даже	5	4
64	но и	10	4
65	и не	10	4
66	и все	4	4
67	хотя бы	3	4
68	все что	2	4
69	отношения к	1	3
70	едва ли	4	3
71	и значение	1	3
72	во всех	3	3
73	в общем	3	3
74	сознательное и	1	3
75	и как	7	3
76	чувств и	1	3
77	на две	1	3
78	и вот	3	3
79	их в	2	3
80	на этом	3	3
81	этом смысле	1	3
82	том что	21	3
83	сих пор	5	3
84	в одном	2	3
85	по крайней	1	3
86	в основе	11	3
87	до сих	5	3
88	и оно	1	3
89	те же	6	3
90	мира и	1	3
91	по сравнению	2	3
92	на язык	1	3
93	в конечном	3	3
94	с другими	2	3
95	крайней мере	1	3
96	и она	1	3
97	в том	37	3
98	в большинстве	1	3
99	только на	5	3
100	мы знаем	7	3
101	всяком случае	2	3
102	даже не	1	3
103	в области	1	3
104	ребенка и	1	3
105	вместе с	2	3
106	как это	4	3
107	быть это	1	3
108	сравнению с	2	3
109	могут быть	4	3
110	что в	20	3
111	в этих	2	3
112	и бессознательное	1	3
113	а в	4	3
114	то что	21	3
115	между ними	1	3
116	только как	3	3
117	жизни и	4	3
118	во всяком	2	3
119	ту же	4	2
120	же как	4	2
121	этой теории	2	2
122	в самом	12	2
123	и этот	2	2
124	мы не	3	2
125	и о	1	2
126	метода и	1	2
127	того же	2	2
128	и говорить	2	2
129	из этих	1	2
130	но как	3	2
131	бессознательное не	1	2
132	конечном счете	3	2
133	за пределы	1	2
134	меньше всего	2	2
135	с этим	4	2
136	что это	8	2
137	но ведь	1	2
138	половой акт	1	2
139	вообще не	1	2
140	в переводе	1	2
141	он не	6	2
142	нашего времени	1	2
143	и по	4	2
144	то же	13	2
145	по своему	3	2
146	нечего и	1	2
147	и мы	6	2
148	было бы	11	2
149	почти совершенно	1	2
150	в жизни	4	2
151	в них	2	2
152	всю жизнь	2	2
153	как и	10	2
154	и чувств	1	2
155	потому и	1	2
156	в своей	3	2
157	знаем что	4	2
158	в детской	2	2
159	не менее	8	2
160	не нуждается	1	2
161	никогда не	9	2
162	таким путем	4	2
163	сам фрейд	1	2
164	сводится к	2	2
165	так называемый	1	2
166	что на	4	2
167	в каком	3	2
168	все то	1	2
169	не могут	3	2
170	что оно	2	2
171	не будет	1	2
172	как не	2	2
173	только то	1	2
174	как с	1	2
175	по аналогии	1	2
176	быть может	1	2
177	для этого	3	2
178	и вообще	2	2
179	похожим на	1	2
180	о том	6	2
181	аналогии с	1	2
182	и содержание	2	2
183	для нас	2	2
184	что и	17	2
185	один из	3	2
186	мы видим	4	2
187	что он	13	2
188	и так	3	2
189	со всеми	1	2
190	для психоанализа	1	2
191	если мы	12	2
192	и других	3	2
193	эти понятия	1	2
194	к ним	2	2
195	оно не	2	2
196	себя и	1	2
197	что не	3	2
198	а на	4	2
199	не на	2	2
200	что мы	1	2
201	они-то и	1	2
202	с помощью	1	2
203	в частности	3	2
204	так же	18	2
205	в область	1	2
206	чувства и	2	2
207	с этой	4	2
208	в свое	2	2
209	но это	2	2
210	и таким	2	2
211	и для	4	2
212	не существует	2	2
213	переводе на	1	2
214	ни было	1	2
215	нет никаких	1	2
216	не есть	1	2
217	сексуальные влечения	1	2
218	к этому	1	2
219	во сне	2	2
220	они не	1	2
221	с новыми	1	1
222	переносятся на	1	1
223	влечения и	2	1
224	бессознательное по	1	1
225	говоря о	1	1
226	человека и	1	1
227	все остальное	1	1
228	и то	3	1
229	личной жизни	1	1
230	он может	1	1
231	словами и	1	1
232	или к	1	1
233	это и	1	1
234	согласии с	3	1
235	другому человеку	1	1
236	далее и	1	1
237	полагают что	3	1
238	и первую	1	1
239	и чрезвычайно	1	1
240	не имеют	2	1
241	высшей степени	1	1
242	его не	1	1
243	полагает что	2	1
244	к нашей	1	1
