N	2gram	Medvedev_S_1	Myslijsy
1	то что	2	29
2	может быть	2	26
3	таким образом	2	24
4	в этом	5	23
5	в том	5	23
6	и в	3	23
7	и не	1	18
8	что в	2	17
9	только в	2	15
10	то же	2	14
11	как и	1	14
12	для нас	3	14
13	не было	1	12
14	том что	2	12
15	не в	3	11
16	по себе	1	11
17	но и	2	11
18	не может	1	11
19	по отношению	2	10
20	не только	3	10
21	тем что	1	10
22	и потому	1	10
23	между тем	1	9
24	мы не	1	8
25	было бы	2	8
26	стало быть	1	8
27	о том	1	8
28	отношению к	2	8
29	очевидно что	2	7
30	что это	1	7
31	в силу	1	7
32	это не	1	7
33	и что	2	7
34	вовсе не	1	7
35	когда мы	1	6
36	так и	1	6
37	как бы	2	5
38	и мы	2	5
39	по крайней	1	5
40	с ним	1	5
41	образом в	1	5
42	крайней мере	1	5
43	только тогда	1	5
44	в его	3	5
45	не из	1	5
46	все это	7	5
47	тем более	2	5
48	а в	1	5
49	во всяком	1	5
50	а между	1	4
51	и о	1	4
52	что все	1	4
53	его в	1	4
54	между собою	1	4
55	в котором	1	4
56	и более	1	4
57	в то	1	4
58	же самое	1	4
59	что он	1	4
60	хотя бы	1	4
61	как же	3	4
62	на основании	1	4
63	в данном	1	4
64	между ними	1	4
65	только как	2	4
66	и есть	1	3
67	что эти	1	3
68	еще не	2	3
69	все эти	1	3
70	и по	1	3
71	в каждом	1	3
72	в них	1	3
73	не от	1	3
74	никогда не	1	3
75	же время	1	3
76	связи с	1	3
77	те же	1	3
78	связь между	1	3
79	и только	3	3
80	всяком случае	1	3
81	именно в	1	3
82	более чем	3	3
83	в смысле	2	3
84	в этих	1	3
85	как искусство	1	3
86	в процессе	1	3
87	столь же	1	2
88	что она	1	2
89	том и	1	2
90	бы они	1	2
91	в мире	1	2
92	представить себе	1	2
93	даже в	1	2
94	тому что	1	2
95	в таких	1	2
96	даже не	1	2
97	мысли в	1	2
98	в сущности	1	2
99	дело не	2	2
100	и его	1	2
101	что на	1	2
102	в области	1	2
103	из себя	1	2
104	бы в	1	2
105	один из	1	2
106	есть процесс	1	2
107	именно на	1	2
108	конечно не	1	2
109	в виде	1	2
110	с другой	1	2
111	на этот	1	2
112	только для	1	2
113	быть не	1	2
114	из тех	1	2
115	развития и	1	2
116	и как	1	2
117	мы должны	1	2
118	вряд ли	1	1
119	художественных произведений	1	1
120	науки о	1	1
121	тем же	1	1
122	должна быть	2	1
123	полагает что	1	1
124	в чем	1	1
125	и связь	1	1
126	не без	1	1
127	ними в	1	1
128	сказать и	1	1
129	но не	1	1
130	а тем	1	1
131	но как	1	1
132	друг от	1	1
133	дает нам	1	1
134	перед нами	1	1
135	в этой	1	1
136	иначе и	1	1
137	и стало	1	1
138	он ни	1	1
139	поэта и	1	1
140	понимания природы	1	1
141	и понятие	1	1
142	главным образом	2	1
143	на все	1	1
144	далеко не	2	1
145	на первый	1	1
146	в своей	1	1
147	научной мысли	1	1
148	стоит только	1	1
149	входящие в	1	1
150	сущности есть	1	1
151	к изучению	1	1
152	в систему	1	1
153	ничего не	1	1
154	какой же	1	1
155	как будто	2	1
156	факта что	1	1
157	все то	1	1
158	бы он	1	1
159	от друга	1	1
160	они ни	1	1
161	том как	1	1
162	свойств и	1	1
163	это происходит	1	1
164	настоящее время	1	1
165	на что	1	1
166	может не	1	1
167	на отдельные	1	1
168	история литературы	1	1
169	с одной	1	1
170	у него	1	1
171	и им	1	1
172	перейти к	1	1
173	же это	1	1
174	нужно было	2	1
175	и самым	1	1
176	за пределы	2	1
177	к которому	2	1
178	а с	1	1
179	и затем	1	1
180	прежде всего	1	1
181	одной стороны	1	1
182	их друг	1	1
183	в связи	1	1
184	в частности	2	1
185	и история	1	1
186	себя по	1	1
187	он говорит	1	1
188	наукой в	1	1
189	это значит	1	1
190	благодаря этому	1	1
191	все же	1	1
192	в наше	1	1
193	слова но	1	1
194	в настоящее	1	1
195	или нет	1	1
196	или не	1	1
