N	2gram	Vygotskiy__2	slovoVRo
1	и в	15	41
2	в нем	1	30
3	могут быть	2	19
4	во всех	2	17
5	не только	15	16
6	и не	7	16
7	точки зрения	26	16
8	но и	10	16
9	а не	3	15
10	то же	5	14
11	и на	1	14
12	и его	4	14
13	в пределах	1	14
14	может быть	9	14
15	и др	5	14
16	не может	9	14
17	в сущности	9	13
18	в его	2	13
19	в этом	19	12
20	до конца	1	12
21	языка и	3	12
22	как бы	7	12
23	так и	8	11
24	язык и	1	10
25	в той	1	10
26	все эти	3	9
27	таким образом	14	9
28	той или	2	9
29	или иной	2	9
30	точка зрения	3	8
31	как в	4	8
32	но в	6	8
33	с точки	18	8
34	как мы	6	8
35	в особенности	1	8
36	или в	3	8
37	может не	1	8
38	слова в	1	8
39	прежде всего	4	8
40	все же	4	7
41	в своей	4	7
42	не в	8	7
43	вовсе не	6	7
44	с ним	3	7
45	зрения на	1	7
46	языков в	2	7
47	во всяком	7	7
48	того же	3	6
49	при этом	3	6
50	это не	5	6
51	в них	4	6
52	к своему	1	6
53	в отношении	6	6
54	слова как	1	6
55	оно не	1	6
56	только в	4	6
57	и даже	5	6
58	а в	4	6
59	и к	6	5
60	в самом	11	5
61	он в	3	5
62	так сказать	1	5
63	с другими	3	5
64	всяком случае	6	5
65	все это	4	5
66	в основе	3	5
67	в языке	1	5
68	и мир	1	5
69	к нему	1	5
70	как его	1	5
71	точек зрения	1	5
72	с другой	6	5
73	еще более	1	5
74	почти вовсе	1	5
75	ту же	2	4
76	по преимуществу	1	4
77	в ней	1	4
78	с его	4	4
79	за пределы	2	4
80	данный момент	1	4
81	перед нами	2	4
82	и наконец	1	4
83	в которой	4	4
84	и с	4	4
85	лишь в	3	4
86	входит в	1	4
87	как и	6	4
88	речь на	1	4
89	автора и	1	4
90	в их	2	4
91	речи в	6	4
92	том же	2	4
93	в процессе	11	4
94	и для	2	4
95	лежит в	3	4
96	на предмет	1	4
97	с ее	2	4
98	ничего не	3	4
99	прямо и	1	4
100	один из	1	4
101	с одной	7	4
102	рядом с	1	4
103	одной стороны	7	4
104	и все	3	4
105	там где	6	4
106	и потому	1	4
107	и от	1	4
108	в смысле	1	4
109	здесь в	1	4
110	другой стороны	1	4
111	также и	2	3
112	или к	2	3
113	в зависимости	6	3
114	единство и	1	3
115	зависимости от	6	3
116	следовательно в	1	3
117	данном случае	3	3
118	в своем	9	3
119	более или	2	3
120	бы и	3	3
121	из этих	4	3
122	свой словарь	1	3
123	в себе	2	3
124	связанные с	1	3
125	внутренней речи	5	3
126	вообще не	1	3
127	и сам	3	3
128	и может	1	3
129	его в	1	3
130	было бы	10	3
131	он не	7	3
132	или менее	2	3
133	в понимании	1	3
134	и ее	3	3
135	от его	4	3
136	точку зрения	6	3
137	которые в	1	3
138	на всю	1	3
139	она не	1	3
140	не могло	2	3
141	никогда не	8	3
142	и здесь	1	3
143	не могут	2	3
144	в других	2	3
145	к тому	7	3
146	различных форм	1	3
147	смысле в	1	3
148	но здесь	1	3
149	автора к	2	3
150	о том	9	3
151	и во	1	3
152	переходит в	1	3
153	все время	3	3
154	того что	17	3
155	в том	33	3
156	словом и	1	3
157	бы ни	2	3
158	языка у	2	3
159	в качестве	4	3
160	конечно не	1	3
161	и чисто	1	3
162	и других	2	3
163	из них	3	3
164	для него	3	3
165	так как	4	3
166	друг друга	5	3
167	у него	2	3
168	речь и	5	3
169	именно в	2	3
170	более того	1	3
171	в истории	6	3
172	речь но	1	3
173	не были	1	3
174	с этим	3	3
175	в данном	3	3
176	и там	1	3
177	по существу	5	3
178	с этой	2	3
179	как только	2	3
180	при всем	1	3
181	форм и	1	3
182	в результате	3	3
183	хотя бы	4	3
184	одной из	3	3
185	из этого	1	3
186	в свое	1	3
187	направленности на	1	2
188	смысле слова	5	2
189	связана с	4	2
190	на самом	3	2
191	в котором	2	2
192	мы уже	6	2
193	той же	2	2
194	мы не	10	2
195	же как	2	2
196	из своих	1	2
197	и то	1	2
198	между собой	1	2
199	столь же	2	2
200	одним словом	1	2
201	в ее	1	2
202	но не	3	2
203	и социальное	1	2
204	и речи	13	2
205	между словом	1	2
206	что они	3	2
207	сих пор	1	2
208	речи но	3	2
209	от этой	1	2
210	от этого	2	2
211	в целом	10	2
212	или во	2	2
213	сил в	1	2
214	в известном	2	2
215	нами в	1	2
216	время и	1	2
217	как увидим	2	2
218	том и	1	2
219	ни одному	1	2
220	и по	3	2
221	на этом	1	2
222	всех своих	1	2
223	автора от	1	2
224	одно и	1	2
225	речи эти	1	2
226	самого автора	2	2
227	те же	3	2
228	на ту	1	2
229	на все	2	2
230	для них	1	2
231	на единство	1	2
232	действительно не	3	2
233	нисколько не	2	2
234	был бы	1	2
235	том что	27	2
236	в эту	4	2
237	в этих	2	2
238	может казаться	1	2
239	и той	2	2
240	друг другу	1	2
241	где нет	1	2
242	зрения и	1	2
243	даже в	4	2
244	тому что	1	2
245	на один	1	2
246	от чисто	1	2
247	непосредственно и	1	2
248	в самых	1	2
249	дело не	1	2
250	самый язык	2	2
251	на язык	2	2
252	для нас	4	2
253	в сознании	1	2
254	у нас	1	2
255	возникает из	4	2
256	на протяжении	2	2
257	мы все	1	2
258	правда не	1	2
259	и самое	1	2
260	и о	1	2
261	но по	1	2
262	с языком	1	2
263	на том	2	2
264	можно было	5	2
265	не исчерпывается	1	2
266	и вообще	2	2
267	в контекст	1	2
268	в другом	2	2
269	одного из	1	2
270	можно сказать	2	2
271	а также	2	2
272	нас в	2	2
273	предмета и	1	2
274	известном смысле	1	2
275	и одновременно	1	2
276	здесь не	1	2
277	мы видим	4	2
278	среди других	1	2
279	между тем	1	2
280	и тем	2	2
281	с которыми	1	2
282	так что	1	2
283	же и	1	2
284	связи с	9	2
285	если мы	6	2
286	только на	1	2
287	в виде	1	2
288	или даже	1	2
289	в одном	2	2
290	для того	10	2
291	в другой	2	2
292	до сих	1	2
293	не есть	1	2
294	чем он	1	2
295	с другом	2	2
296	а с	4	2
297	на которые	1	2
298	с которым	1	2
299	между этими	1	2
300	что все	4	2
301	связь с	2	2
302	в частности	6	2
303	эти слова	1	2
304	так же	4	2
305	которые являются	1	2
306	речь в	3	2
307	друг с	2	2
308	должно быть	2	2
309	того или	1	2
310	как раз	4	2
311	ибо он	2	2
312	не является	9	2
313	одна из	1	2
314	у них	2	2
315	интерес к	1	2
316	потому что	7	2
317	ни было	1	2
318	между ними	1	2
319	с ней	2	2
320	сказать что	6	2
321	и эта	2	2
322	к этому	4	2
323	себя как	1	1
324	как известно	6	1
325	что отношение	1	1
326	что видит	1	1
327	слова которые	1	1
328	в обычном	1	1
329	рассматривается как	3	1
330	тех же	1	1
331	науки о	1	1
332	и есть	2	1
333	от самого	1	1
334	бы невозможно	1	1
335	речи на	1	1
336	мировоззрения и	1	1
337	и до	3	1
338	не имеют	1	1
339	действительности и	3	1
340	с таким	6	1
341	как чистое	2	1
342	в германии	1	1
343	из всех	2	1
344	мы имеем	3	1
345	или наоборот	1	1
346	что между	2	1
347	случае за	1	1
348	что уже	1	1
349	место в	1	1
350	оба эти	2	1
351	самую сущность	1	1
352	идти с	1	1
353	почти исключительно	1	1
354	с интенциональной	1	1
355	но даже	1	1
356	и со	1	1
357	и он	1	1
358	который может	1	1
359	он был	1	1
360	принципиальной проблемы	1	1
361	бы то	1	1
362	которое он	1	1
363	без всякого	2	1
364	являются основными	1	1
365	а следовательно	1	1
366	но как	1	1
367	камнем для	2	1
368	есть своя	1	1
369	силы и	1	1
370	не входит	1	1
371	в противовес	1	1
372	в общем	3	1
373	менее всего	1	1
374	слова на	1	1
375	отличие от	3	1
376	далее идут	1	1
377	один и	1	1
378	которые не	2	1
379	плоскости с	1	1
380	зрения а	1	1
381	его на	1	1
382	в течение	2	1
383	стороны и	2	1
384	что как	3	1
385	генетическом родстве	2	1
386	в одних	1	1
387	и где	1	1
388	сознания в	1	1
389	в очень	1	1
390	могли бы	4	1
391	целый ряд	2	1
392	его к	2	1
393	один ряд	1	1
394	всего как	1	1
395	эти условия	1	1
396	и свою	1	1
397	рядом друг	1	1
398	в себя	2	1
399	еще на	1	1
400	к необходимости	2	1
401	автор в	1	1
402	этот новый	1	1
403	имеем в	1	1
404	сущности и	1	1
405	в этой	6	1
406	свет на	1	1
407	и тот	1	1
408	как основной	2	1
409	только один	1	1
410	говорит не	1	1
411	на то	6	1
412	и если	1	1
413	с чем	1	1
414	что она	3	1
415	в переводе	1	1
416	речи то	1	1
417	он должен	2	1
418	не к	1	1
419	него есть	1	1
420	есть еще	1	1
421	к прямому	1	1
422	речь с	1	1
423	по аналогии	1	1
424	эта же	1	1
425	именно это	1	1
426	в основу	1	1
427	бы они	2	1
428	подход к	2	1
429	то ни	1	1
430	а затем	1	1
431	как автор	1	1
432	ни чисто	2	1
433	не дает	2	1
434	бы быть	1	1
435	этих форм	1	1
436	ищет слов	1	1
437	заключается в	8	1
438	есть не	1	1
439	особенно в	1	1
440	здесь у	2	1
441	в жизни	1	1
442	в ином	2	1
443	ни в	2	1
444	о которых	3	1
445	всецело в	1	1
446	качественное своеобразие	1	1
447	несмотря на	4	1
448	мы видели	6	1
449	смысле с	1	1
450	значит не	1	1
451	чем в	2	1
452	на этот	6	1
453	в один	2	1
454	концепция в	1	1
455	но если	2	1
456	таким же	3	1
457	автор говорит	1	1
458	к действительному	1	1
459	над языком	1	1
460	мы говорили	1	1
461	он принимает	1	1
462	в отличие	3	1
463	в которых	3	1
464	могла бы	1	1
465	бы мы	2	1
466	о языке	2	1
467	одном из	1	1
468	из области	1	1
469	основе ее	1	1
470	мнения и	1	1
471	мир и	1	1
472	есть его	1	1
473	для данного	2	1
474	и более	2	1
475	интенциональной направленности	1	1
476	однако в	1	1
477	и общей	1	1
478	же мы	1	1
479	и вся	1	1
480	то с	1	1
481	сталкивается в	1	1
482	и развивается	1	1
483	отличную от	1	1
484	свое время	1	1
485	вне поля	1	1
486	самого начала	1	1
487	мышления и	16	1
488	одной плоскости	1	1
489	здесь на	1	1
490	к изучению	1	1
491	которого он	1	1
492	языком и	1	1
493	того чтобы	12	1
494	только не	1	1
495	речи является	3	1
496	дело в	1	1
497	только и	1	1
498	в самой	3	1
499	и речевой	1	1
500	и лишь	1	1
501	показывает как	1	1
502	находиться в	2	1
503	в другую	1	1
504	по своей	6	1
505	во всем	2	1
506	вот что	1	1
507	этот общий	1	1
508	этом отношении	3	1
509	которому мы	1	1
510	без исключения	1	1
511	не от	1	1
512	исходить из	1	1
513	во все	2	1
514	иногда даже	1	1
515	не знаем	1	1
516	отличается от	1	1
517	глубокое и	1	1
518	оторванная от	1	1
519	всего в	1	1
520	его с	2	1
521	и языком	2	1
522	он видит	1	1
523	на это	1	1
524	но сама	1	1
525	речи эта	2	1
526	должен быть	2	1
527	и это	3	1
528	в виду	6	1
529	подходе к	1	1
530	внутренняя речь	3	1
531	для всего	2	1
532	учением о	1	1
533	с самого	1	1
534	этих категорий	1	1
535	приводит к	5	1
536	говорит на	1	1
537	переход к	1	1
538	внутреннюю речь	1	1
539	же основной	1	1
540	и которые	1	1
541	того и	1	1
542	в споре	2	1
543	в плоскости	1	1
544	как два	1	1
545	извне в	1	1
546	еще дальше	1	1
547	но у	1	1
548	является в	1	1
549	если бы	8	1
550	для этого	3	1
551	со стороны	3	1
552	отношении как	1	1
553	находится в	2	1
554	сводится к	1	1
555	именно потому	1	1
556	своей книге	2	1
557	в действительной	1	1
558	эта точка	1	1
559	исследования и	1	1
560	и что	8	1
561	но основное	1	1
562	или на	1	1
563	как у	2	1
564	это было	1	1
565	это может	1	1
566	всей современной	1	1
567	возникает и	1	1
568	этих слов	1	1
569	на одном	2	1
570	что и	2	1
571	ибо и	1	1
572	существенную роль	1	1
573	и только	3	1
574	которые он	2	1
575	которой все	1	1
576	целого как	1	1
577	определяет всю	1	1
578	время в	1	1
579	в двух	1	1
580	речью по	2	1
581	тот же	7	1
582	и безусловные	1	1
583	характерна для	1	1
584	которым он	1	1
585	раскрыть в	1	1
586	в стороне	2	1
587	и так	1	1
588	в самое	1	1
589	всякого реального	1	1
590	именно на	1	1
591	какой степени	1	1
592	из которого	1	1
593	не встречается	1	1
594	вернуться к	3	1
595	в начале	4	1
596	рано или	1	1
597	новые моменты	1	1
598	то у	1	1
599	ни с	1	1
600	и их	5	1
601	в первый	2	1
602	или разве	1	1
603	раз на	1	1
604	свою точку	1	1
605	философского и	2	1
606	к ним	1	1
607	но что	2	1
608	только с	1	1
609	случае не	2	1
610	ничего что	1	1
611	тесной связи	1	1
612	это общее	1	1
613	от того	2	1
614	самом же	1	1
615	протяжении всего	2	1
616	характеризуется двумя	1	1
617	а потому	1	1
618	эти формы	1	1
619	которые как	1	1
620	нет и	2	1
621	же деле	1	1
622	или поздно	1	1
623	со всем	1	1
624	между которыми	2	1
625	поля зрения	1	1
626	что не	1	1
627	что для	3	1
628	только по	1	1
629	то и	1	1
630	поставить в	1	1
631	ничем не	3	1
632	и самый	2	1
633	однако и	2	1
634	языка не	1	1
635	долгое время	1	1
636	только свою	1	1
637	на эту	2	1
638	когда она	2	1
639	что мы	9	1
640	ближе к	1	1
641	в руках	1	1
642	с помощью	5	1
643	мышлении и	1	1
644	явления которые	1	1
645	вступает в	1	1
646	вместе с	6	1
647	и ограниченность	1	1
648	направленность на	3	1
649	эта идея	1	1
650	ко всем	1	1
651	наталкивается на	2	1
652	относятся к	2	1
653	его содержание	1	1
654	этого момента	1	1
655	и столь	1	1
656	именно для	1	1
657	пробным камнем	2	1
658	к действительности	8	1
659	в среде	1	1
660	да и	1	1
661	из языков	1	1
662	системы в	1	1
663	этого слова	3	1
664	эти два	1	1
665	в первые	3	1
666	аналогии с	1	1
667	но это	1	1
668	с элементами	1	1
669	от социального	1	1
670	о мире	3	1
671	но с	2	1
672	на одной	2	1
673	в более	2	1
674	к еще	1	1
675	которых он	3	1
676	тем более	3	1
677	сделать это	1	1
678	он по	1	1
679	о котором	1	1
680	в отдельных	2	1
681	от него	1	1
682	предмет если	1	1
683	как две	1	1
684	которые играют	1	1
685	иное чем	1	1
686	бы в	1	1
687	для его	1	1
688	этих различных	1	1
689	зрения в	1	1
690	потребность в	4	1
691	личности и	1	1
692	в системе	1	1
693	речь или	1	1
694	помощью которых	1	1
695	процессе своего	1	1
696	социально и	1	1
697	не знает	1	1
698	родстве с	1	1
699	речи и	15	1
700	и возникает	1	1
701	развитие и	1	1
702	гете в	2	1
703	овладения действительностью	1	1
704	не способны	1	1
705	та же	1	1
706	включает в	1	1
707	речи как	3	1
708	играют в	1	1
709	который не	1	1
710	значение в	3	1
711	как на	1	1
712	все что	5	1
713	этой точки	1	1
714	они не	3	1
