N	2gram	Ircho_Kome_1	Psycholo
1	в том	11	37
2	и в	22	32
3	и что	1	22
4	то есть	1	21
5	том что	12	21
6	потому что	5	21
7	таким образом	8	21
8	то что	2	21
9	что в	6	20
10	может быть	9	18
11	так же	3	18
12	точки зрения	4	17
13	что и	4	17
14	не может	2	17
15	что она	1	16
16	того чтобы	1	14
17	то же	6	13
18	в этом	3	13
19	при этом	5	13
20	для того	1	13
21	что он	6	13
22	в самом	2	12
23	не только	10	12
24	по себе	1	12
25	с и	1	12
26	так как	4	12
27	на то	3	11
28	было бы	2	11
29	с тем	1	11
30	и т	9	10
31	когда он	1	10
32	но и	11	10
33	как и	9	10
34	и не	8	10
35	как в	5	9
36	тем что	4	9
37	что все	1	9
38	в своих	2	9
39	той же	1	8
40	что это	1	8
41	не в	6	8
42	не менее	3	8
43	дело с	1	8
44	т п	5	8
45	того что	1	8
46	в сущности	2	7
47	в стихе	2	7
48	что они	4	7
49	и как	3	7
50	говорит что	1	7
51	ясно что	4	7
52	такой же	2	7
53	и его	8	7
54	как будто	2	7
55	к тому	6	7
56	можно было	1	7
57	только в	3	7
58	мы знаем	2	7
59	сказать что	1	7
60	в этой	7	6
61	целый ряд	1	6
62	он не	3	6
63	формы и	1	6
64	те же	1	6
65	о том	8	6
66	тот же	3	6
67	и из	2	6
68	как бы	1	6
69	же самое	2	6
70	на самом	1	5
71	исходит из	1	5
72	и на	3	5
73	только на	1	5
74	что у	2	5
75	на все	2	5
76	далеко не	1	5
77	все это	5	5
78	в то	10	5
79	в ней	1	5
80	утверждает что	1	5
81	и даже	5	5
82	до сих	2	5
83	вслед за	2	5
84	отнюдь не	1	5
85	сих пор	2	5
86	как раз	3	5
87	этом отношении	3	5
88	как на	1	5
89	ту же	2	4
90	же как	3	4
91	сам по	1	4
92	едва ли	7	4
93	столь же	2	4
94	в чем	3	4
95	есть по	1	4
96	с этим	1	4
97	все же	3	4
98	в действительности	2	4
99	в целом	3	4
100	и те	1	4
101	в нем	4	4
102	к одному	1	4
103	и по	6	4
104	и с	3	4
105	и тем	2	4
106	в жизни	1	4
107	несмотря на	4	4
108	в данном	1	4
109	которые в	1	4
110	и более	1	4
111	тому что	1	4
112	того как	3	4
113	ничего не	3	4
114	в сознании	3	4
115	что на	1	4
116	и для	1	4
117	могут быть	3	4
118	тем не	2	4
119	и это	1	4
120	данном случае	1	4
121	и когда	1	4
122	и сам	3	4
123	о ней	1	4
124	между тем	5	4
125	говорит он	1	4
126	из них	10	4
127	от того	1	4
128	как это	3	4
129	наряду с	2	4
130	указывает что	2	4
131	материал для	1	4
132	с этой	1	4
133	и все	3	4
134	а в	6	4
135	совершенно не	1	4
136	жизни и	1	4
137	отношении к	1	3
138	полагают что	2	3
139	мы не	3	3
140	время как	4	3
141	то это	1	3
142	и он	1	3
143	во всех	1	3
144	а только	1	3
145	если оно	1	3
146	в общем	1	3
147	относится к	2	3
148	на искусство	1	3
149	что именно	1	3
150	и к	1	3
151	но в	4	3
152	он в	1	3
153	главным образом	3	3
154	состоит в	1	3
155	не к	2	3
156	и вот	4	3
157	на этом	2	3
158	об этом	1	3
159	это было	1	3
160	к которым	1	3
161	это только	1	3
162	в их	4	3
163	представление о	1	3
164	в которых	1	3
165	но он	2	3
166	не могли	1	3
167	в отношении	6	3
168	мы можем	4	3
169	во всем	1	3
170	в каком	1	3
171	не могут	1	3
172	само собой	1	3
173	указывает на	2	3
174	отказаться от	1	3
175	на это	1	3
176	с ее	2	3
177	то время	5	3
178	так и	5	3
179	жизнь и	1	3
180	для этого	2	3
181	образом в	2	3
182	с другой	5	3
183	один из	5	3
184	действующих лиц	4	3
185	и ее	3	3
186	так что	1	3
187	каким образом	1	3
188	и других	7	3
189	представить себе	1	3
190	в конце	6	3
191	может служить	1	3
192	которых мы	2	3
193	тому как	1	3
194	до конца	2	3
195	в частности	3	3
196	по своему	3	3
197	что же	1	3
198	по существу	1	3
199	при всем	2	3
200	еще более	1	3
201	конце концов	4	3
202	хотя бы	1	3
203	в свою	2	3
204	также и	1	2
205	того же	2	2
206	не остается	1	2
207	и без	2	2
208	к людям	2	2
209	объясняется и	1	2
210	еще не	2	2
211	из всех	2	2
212	ни у	1	2
213	из того	1	2
214	бы с	1	2
215	к своему	1	2
216	художественный прием	1	2
217	бы то	2	2
218	слишком много	1	2
219	но не	2	2
220	к которой	1	2
221	если в	1	2
222	ответ на	1	2
223	очевидно что	1	2
224	отличие от	2	2
225	их характера	1	2
226	однако не	1	2
227	указывают на	1	2
228	что по	2	2
229	из самых	1	2
230	в которой	6	2
231	мы получаем	1	2
232	бы не	1	2
233	и тот	1	2
234	в себе	2	2
235	как он	1	2
236	т д	4	2
237	на его	5	2
238	подобно тому	1	2
239	в каждом	1	2
240	здесь мы	3	2
241	то ни	2	2
242	то чтобы	1	2
243	к природе	1	2
244	должен был	1	2
245	им мир	1	2
246	в них	3	2
247	всю жизнь	1	2
248	не так	1	2
249	всяком случае	2	2
250	вывод что	2	2
251	место в	3	2
252	он дает	1	2
253	и эти	1	2
254	надо сказать	1	2
255	том же	1	2
256	в этих	1	2
257	этой области	1	2
258	все более	3	2
259	вплоть до	1	2
260	лиц и	1	2
261	и другое	1	2
262	на него	4	2
263	в самых	1	2
264	он с	1	2
265	его от	1	2
266	до самой	1	2
267	казалось бы	3	2
268	же время	4	2
269	ли это	2	2
270	ни в	6	2
271	в полном	1	2
272	его с	1	2
273	на вопрос	1	2
274	в особенности	1	2
275	действия и	1	2
276	так в	4	2
277	роль в	1	2
278	на том	1	2
279	начала и	1	2
280	в таком	1	2
281	именно потому	2	2
282	и здесь	2	2
283	во всяком	2	2
284	в глаза	1	2
285	к действительности	1	2
286	после того	3	2
287	в его	5	2
288	и только	1	2
289	даже для	1	2
290	и следовательно	1	2
291	к нему	2	2
292	показывают что	1	2
293	два основных	1	2
294	образом все	1	2
295	именно на	2	2
296	с двумя	1	2
297	которому он	1	2
298	и у	3	2
299	содержания и	1	2
300	в одном	8	2
301	вовсе не	2	2
302	в состоянии	2	2
303	отношение к	3	2
304	каждый из	3	2
305	в других	2	2
306	к чувству	1	2
307	к которому	3	2
308	такое же	1	2
309	а с	1	2
310	на которых	1	2
311	вместе с	2	2
312	из которых	2	2
313	но это	2	2
314	и таким	2	2
315	а к	2	2
316	у них	1	2
317	другой стороны	5	2
318	на этот	1	2
319	ли он	1	2
320	заметить что	1	2
321	это в	1	2
322	все что	2	2
323	этой точки	1	2
324	а между	1	1
325	как известно	2	1
326	речь идет	3	1
327	у читателя	1	1
328	одним из	1	1
329	чтобы не	1	1
330	все остальное	1	1
331	он может	1	1
332	к эпохе	2	1
333	или к	1	1
334	творчества поэта	1	1
335	отношений в	1	1
336	тем же	1	1
337	это однако	2	1
338	его же	1	1
339	на две	2	1
340	почти всегда	2	1
341	в основании	1	1
342	и больше	1	1
343	высшей степени	1	1
344	в зависимости	1	1
345	и за	1	1
346	он понимал	1	1
347	а как	1	1
348	том насколько	2	1
349	что уже	1	1
350	почти все	1	1
351	эстетики и	1	1
352	что иное	1	1
353	мы и	1	1
354	похожи на	1	1
355	и заставляет	1	1
356	зависимости от	1	1
357	большей частью	2	1
358	которые он	2	1
359	не найдем	1	1
360	и формы	2	1
361	тем как	2	1
362	и подобно	1	1
363	с одной	3	1
364	он но	1	1
365	должны были	8	1
366	а и	1	1
367	и попытки	1	1
368	друг от	1	1
369	за пределы	2	1
370	к сожалению	2	1
371	чем же	2	1
372	в истории	5	1
373	толстого и	1	1
374	идет о	3	1
375	независимо от	2	1
376	для всех	2	1
377	что касается	2	1
378	всей этой	1	1
379	с понятием	1	1
380	мысль в	1	1
381	его к	1	1
382	и какой	1	1
383	к числу	2	1
384	более или	1	1
385	в противоположность	2	1
386	этой цели	2	1
387	следует рассмотреть	1	1
388	то в	1	1
389	не приходится	1	1
390	все по	1	1
391	из этих	1	1
392	одном случае	1	1
393	близости к	1	1
394	в большинстве	1	1
395	остановиться на	1	1
396	только один	2	1
397	тому же	6	1
398	сколько раз	1	1
399	не могла	1	1
400	не получили	1	1
401	оказывается на	1	1
402	не следует	2	1
403	в принципе	2	1
404	понятий и	1	1
405	в силу	2	1
406	сказал что	1	1
407	именно к	1	1
408	нашего времени	1	1
409	людей и	1	1
410	так например	1	1
