N	2gram	Losev_Prob_4	Vladivir
1	и в	20	40
2	то что	15	28
3	не только	24	25
4	и не	28	25
5	учение о	3	24
6	у него	1	24
7	то есть	27	24
8	том что	12	18
9	в том	20	18
10	но и	14	18
11	еще и	3	18
12	также и	13	17
13	что в	3	17
14	в этом	9	16
15	в его	3	14
16	так что	6	14
17	не может	5	14
18	в виде	22	13
19	точки зрения	14	13
20	вовсе не	21	13
21	только в	23	13
22	в конце	2	12
23	даже и	13	12
24	а именно	2	12
25	сказать что	7	12
26	едва ли	10	11
27	никогда не	1	11
28	потому что	15	11
29	таким образом	8	11
30	о том	5	11
31	в году	1	10
32	не просто	16	10
33	ни в	17	10
34	тем не	10	10
35	и его	10	10
36	то это	3	10
37	не есть	12	10
38	прежде всего	11	10
39	как раз	4	10
40	и потому	7	10
41	это есть	3	10
42	и то	2	9
43	уже не	5	9
44	что это	2	9
45	в себе	12	9
46	и с	7	9
47	в своей	4	9
48	не менее	10	9
49	есть только	2	9
50	что же	1	9
51	под названием	1	9
52	как мы	3	8
53	в своем	3	8
54	в этой	4	8
55	он не	2	8
56	не был	1	8
57	и что	2	8
58	а также	6	8
59	раз и	1	8
60	для него	3	8
61	может быть	9	8
62	а не	7	8
63	так же	5	8
64	а только	6	7
65	хотя и	5	7
66	и как	3	7
67	и если	5	7
68	что все	1	7
69	с тем	4	7
70	как и	6	7
71	несмотря на	4	7
72	необходимо сказать	3	7
73	в то	4	7
74	там же	2	7
75	что и	3	7
76	того что	1	7
77	так как	5	7
78	вместе с	5	7
79	к тому	3	7
80	а в	4	7
81	в своих	1	7
82	смысле слова	15	6
83	и на	3	6
84	кроме того	4	6
85	то в	2	6
86	не будет	2	6
87	с точки	11	6
88	по себе	11	6
89	иной раз	1	6
90	в смысле	5	6
91	во всем	2	6
92	и это	2	6
93	и от	6	6
94	так и	10	6
95	об этом	6	6
96	и здесь	1	6
97	значит что	8	6
98	и даже	9	6
99	если не	3	6
100	xix века	2	6
101	да и	5	6
102	это значит	10	6
103	но это	6	6
104	хотя бы	7	6
105	в ней	7	5
106	совсем не	1	5
107	тут же	3	5
108	отнюдь не	10	5
109	в истории	3	5
110	более или	2	5
111	все эти	16	5
112	тоже не	1	5
113	тому же	2	5
114	содержит в	8	5
115	можно было	4	5
116	же касается	1	5
117	должно быть	1	5
118	или менее	2	5
119	но если	6	5
120	в отношении	4	5
121	некоторого рода	2	5
122	дело в	2	5
123	тем что	3	5
124	для нас	6	5
125	ничего не	1	5
126	только и	5	5
127	у нас	14	5
128	ничего общего	5	5
129	для себя	2	5
130	с другой	7	5
131	конце концов	1	5
132	что он	8	5
133	только на	2	5
134	в одном	4	5
135	не говорит	1	5
136	не было	3	5
137	в данном	6	5
138	между прочим	3	5
139	в самом	2	4
140	то же	7	4
141	что если	1	4
142	и о	5	4
143	вопрос о	1	4
144	но даже	4	4
145	еще не	7	4
146	но не	5	4
147	то он	2	4
148	все же	2	4
149	но в	8	4
150	бы и	3	4
151	носитель признаков	1	4
152	на то	1	4
153	есть все	1	4
154	было бы	14	4
155	чем в	1	4
156	в котором	2	4
157	даже в	1	4
158	тому что	1	4
159	не имеет	4	4
160	учения о	2	4
161	или как	1	4
162	в каком	6	4
163	только при	6	4
164	то время	2	4
165	в глаза	1	4
166	мог бы	1	4
167	как идея	1	4
168	никак не	4	4
169	и можно	5	4
170	по мнению	1	4
171	если мы	5	4
172	при помощи	10	4
173	здесь в	5	4
174	говорит о	2	4
175	до конца	1	4
176	однако и	1	4
177	и все	8	4
178	как это	3	4
179	если оно	2	4
180	такого рода	7	4
181	в результате	8	4
182	мы должны	3	4
183	точно так	3	4
184	же как	1	3
185	на самом	5	3
186	мы имеем	6	3
187	на первом	1	3
188	и тут	1	3
189	которое в	2	3
190	и был	1	3
191	здесь не	7	3
192	бы то	1	3
193	в чем	2	3
194	заметим что	3	3
195	не все	1	3
196	себе отчет	2	3
197	за пределы	2	3
198	о необходимости	2	3
199	независимо от	3	3
200	перед нами	13	3
201	и у	1	3
202	уже в	4	3
203	из этих	1	3
204	поскольку в	1	3
205	с их	1	3
206	в нем	5	3
207	при этом	6	3
208	раз навсегда	1	3
209	в россии	1	3
210	является не	2	3
211	но все	3	3
212	то ни	1	3
213	в качестве	10	3
214	это было	2	3
215	это не	7	3
216	этом смысле	3	3
217	однако здесь	1	3
218	нас выше	3	3
219	не прямо	3	3
220	далеко не	2	3
221	этого не	2	3
222	первом плане	1	3
223	нисколько не	1	3
224	разного рода	1	3
225	не в	13	3
226	что этот	1	3
227	что есть	1	3
228	и против	1	3
229	весь этот	2	3
230	и слишком	1	3
231	того чтобы	2	3
232	и притом	2	3
233	всякого рода	3	3
234	отличается от	4	3
235	всегда есть	4	3
236	в виду	6	3
237	смысле но	1	3
238	то как	1	3
239	жизнь и	4	3
240	если бы	8	3
241	и вообще	6	3
242	находится в	1	3
243	настоящее время	1	3
244	к нему	3	3
245	что здесь	6	3
246	и весьма	2	3
247	и тем	7	3
248	по этому	2	3
249	с одной	1	3
250	вот что	1	3
251	ни с	4	3
252	не так	3	3
253	всяком случае	4	3
254	само по	1	3
255	церкви и	1	3
256	само собой	3	3
257	и только	4	3
258	человека и	1	3
259	именно в	7	3
260	а наоборот	2	3
261	в связи	3	3
262	как именно	2	3
263	подобного рода	11	3
264	одной стороны	1	3
265	как бы	4	3
266	же самое	6	3
267	но для	1	3
268	и для	4	3
269	нельзя сказать	1	3
270	в настоящее	1	3
271	же в	4	3
272	только о	1	3
273	как на	1	3
274	в таком	6	3
275	во всяком	8	3
276	в этот	1	2
277	сам по	6	2
278	по преимуществу	2	2
279	и этот	3	2
280	есть не	6	2
281	мы не	7	2
282	всякая вещь	2	2
283	время как	2	2
284	не вполне	2	2
285	на себя	1	2
286	мало и	1	2
287	мы и	1	2
288	признаки вещи	1	2
289	это время	1	2
290	не нужно	1	2
291	он был	3	2
292	нам представляется	2	2
293	что его	4	2
294	истории в	1	2
295	но тогда	1	2
296	данном случае	5	2
297	а тем	1	2
298	но как	3	2
299	легко может	1	2
300	ни только	2	2
301	себе и	3	2
302	есть просто	1	2
303	всю эту	2	2
304	в тонах	1	2
305	общего с	2	2
306	с этим	4	2
307	сам же	1	2
308	этом же	1	2
309	и наконец	4	2
310	это тоже	1	2
311	и к	3	2
312	появляется у	2	2
313	не очень	2	2
314	только то	1	2
315	абстрактных категорий	1	2
316	в которой	2	2
317	в целом	1	2
318	в нашем	12	2
319	остановиться на	1	2
320	но на	1	2
321	он всегда	1	2
322	что она	4	2
323	и еще	1	2
324	идеи и	1	2
325	если они	1	2
326	не к	2	2
327	не как	1	2
328	в силу	1	2
329	и по	2	2
330	одно и	1	2
331	что является	1	2
332	его произведения	1	2
333	в другом	3	2
334	об этой	1	2
335	те или	5	2
336	отчет в	4	2
337	нечего и	1	2
338	в жизни	3	2
339	в это	2	2
340	но уже	1	2
341	о которых	2	2
342	таком случае	1	2
343	на первый	1	2
344	в этих	5	2
345	имеет ничего	2	2
346	что такая	1	2
347	в их	1	2
348	оказывается что	1	2
349	и простотой	1	2
350	дается в	1	2
351	выше мы	1	2
352	не понимает	2	2
353	и более	3	2
354	есть ничто	1	2
355	можно ли	3	2
356	тем самым	4	2
357	что эта	1	2
358	и творчески	1	2
359	но что	1	2
360	иметь в	1	2
361	но только	2	2
362	на путях	2	2
363	в разных	4	2
364	по своей	1	2
365	связи с	3	2
366	человеком а	1	2
367	нет ни	4	2
368	не могут	1	2
369	мало чем	1	2
370	и вполне	5	2
371	сравнении с	2	2
372	той или	14	2
373	бы это	1	2
374	всего во	1	2
375	не существует	5	2
376	здесь нет	3	2
377	можно только	2	2
378	и всякого	2	2
379	не меньше	1	2
380	и вся	1	2
381	возможна только	1	2
382	не содержит	1	2
383	его в	2	2
384	на отдельные	1	2
385	или иные	4	2
386	нечто иное	2	2
387	когда оно	1	2
388	бы в	1	2
389	и максимально	1	2
390	в каких	1	2
391	бросается в	1	2
392	быть и	1	2
393	одной из	4	2
394	что даже	1	2
395	в какой	4	2
396	не имеющих	1	2
397	и так	1	2
398	который в	1	2
399	мы будем	1	2
400	ясной и	1	2
401	то и	5	2
402	в нашей	1	2
403	в начале	3	2
404	свидетельствует о	2	2
405	а то	2	2
406	из них	3	2
407	себе в	3	2
408	мы находим	2	2
409	не о	1	2
410	друг друга	2	2
411	только с	1	2
412	должны сказать	2	2
413	заметить что	1	2
414	и вместе	1	2
415	мы сейчас	3	2
416	для того	3	2
417	же деле	2	2
418	без всякой	2	2
419	собой разумеется	1	2
420	в предисловии	1	2
421	только к	3	2
422	самом же	2	2
423	не на	1	2
424	понятие о	2	2
425	что мы	3	2
426	категорий а	1	2
427	нет ничего	3	2
428	является у	1	2
429	и красота	1	2
430	к своему	2	2
431	в изображении	1	2
432	а если	3	2
433	самого себя	1	2
434	стороны и	2	2
435	все единичное	1	2
436	с этой	1	2
437	с бытием	1	2
438	для тех	1	2
439	является для	3	2
440	насилия и	1	2
441	при условии	2	2
442	всей этой	1	2
443	на одной	1	2
444	вообще говоря	1	2
445	в одно	6	2
446	не является	10	2
447	и ни	5	2
448	ни к	2	2
449	бы если	1	2
450	только что	2	2
451	все они	3	2
452	на более	1	2
453	бы на	1	2
454	другой стороны	6	2
455	но можно	1	2
456	совершенно не	3	2
457	того же	2	2
458	к его	3	2
459	жизни а	1	2
460	в сравнении	2	2
461	из этого	3	2
462	с его	2	2
463	же и	3	2
464	к этой	1	2
465	ни на	3	2
466	новое время	1	1
467	как известно	1	1
468	скажет что	1	1
469	можно говорить	1	1
470	также что	1	1
471	которых состоит	1	1
472	категорий мы	2	1
473	для построения	1	1
474	чтобы не	2	1
475	по адресу	1	1
476	близкими к	1	1
477	живое существо	4	1
478	мы здесь	2	1
479	следовательно если	1	1
480	только потому	1	1
481	наоборот только	1	1
482	это и	4	1
483	и буквально	1	1
484	и есть	4	1
485	не признает	1	1
486	больше ничего	2	1
487	а об	1	1
488	к учению	1	1
489	о речи	1	1
490	и больше	2	1
491	работах по	1	1
492	и строить	1	1
493	общее не	1	1
494	настолько силен	1	1
495	отличается и	1	1
496	в защиту	1	1
497	упражняться в	1	1
498	здесь уже	2	1
499	отражает на	1	1
500	ясности и	1	1
501	с картины	1	1
502	науки и	1	1
503	такие произведения	1	1
504	но ясно	1	1
505	он как	3	1
506	есть нечто	9	1
507	но она	3	1
508	что иное	2	1
509	только известного	1	1
510	и самой	1	1
511	о наличии	1	1
512	себе что	1	1
513	жизни это	1	1
514	в каждой	3	1
515	ничего в	1	1
516	и говорить	1	1
517	чем отличается	2	1
518	и совсем	1	1
519	и самого	1	1
520	является такой	2	1
521	иное как	2	1
522	вечной жизни	1	1
523	во всех	4	1
524	живых существ	1	1
525	то мы	2	1
526	а следовательно	1	1
527	сказать и	1	1
528	подходить к	1	1
529	силы и	1	1
530	рациональных и	1	1
531	если в	1	1
532	мы тоже	1	1
533	от такого	1	1
534	нет и	2	1
535	отличаются от	1	1
536	мифологии а	1	1
537	что они	2	1
538	проявлений этого	1	1
539	сама по	2	1
540	относится к	2	1
541	нашего сознания	1	1
542	под руководством	2	1
543	признаков вещи	1	1
544	как ничего	1	1
545	как в	5	1
546	интереснее всего	1	1
547	начала до	1	1
548	за этим	1	1
549	для конструирования	1	1
550	что действительно	1	1
551	а иной	1	1
552	что сказали	1	1
553	и где	2	1
554	кто не	1	1
555	даже трудно	1	1
556	понять и	1	1
557	когда он	1	1
558	что всякая	1	1
559	он их	1	1
560	это просто	1	1
561	духа и	1	1
562	каждый такой	1	1
563	как таковое	1	1
564	ясно и	2	1
565	как результат	1	1
566	для ее	2	1
567	что весь	1	1
568	как некий	1	1
569	он в	1	1
570	бы не	1	1
571	и мутное	1	1
572	которые в	1	1
573	а может	2	1
574	думать что	1	1
575	в известном	2	1
576	в последнее	1	1
577	часто даже	1	1
578	просто о	1	1
579	им в	1	1
580	и оказалась	1	1
581	как он	1	1
582	с элементарной	1	1
583	больше всего	1	1
584	который у	1	1
585	мы пользуемся	1	1
586	перестает быть	2	1
587	в первую	1	1
588	прочим и	1	1
589	в корне	2	1
590	и вот	1	1
591	только ради	1	1
592	это дело	1	1
593	тоже являются	5	1
594	нами здесь	3	1
595	что каждая	2	1
596	на земле	2	1
597	что тут	1	1
598	взятое само	1	1
599	его от	1	1
600	смысле как	2	1
601	вообще без	1	1
602	поскольку она	1	1
603	а вместе	2	1
604	на все	2	1
605	на этой	2	1
606	каждая категория	1	1
607	что перед	2	1
608	заключается в	2	1
609	говорит что	2	1
610	особенное значение	1	1
611	случае является	1	1
612	с начала	1	1
613	является вполне	1	1
614	в новое	3	1
615	же именно	1	1
616	делать это	1	1
617	в них	5	1
618	рядом с	1	1
619	все равно	3	1
620	этой чисто	1	1
621	эту тему	1	1
622	не всегда	1	1
623	во внимание	1	1
624	если иметь	1	1
625	жизни но	1	1
626	однако тут	1	1
627	смысл и	1	1
628	тут нет	1	1
629	во время	1	1
630	действительно если	1	1
631	и при	1	1
632	категорий или	1	1
633	при изучении	1	1
634	этого необходимо	1	1
635	религии но	1	1
636	как все	1	1
637	в такой	1	1
638	и без	6	1
639	представить себе	2	1
640	здравого смысла	1	1
641	просто в	1	1
642	то для	3	1
643	она в	2	1
644	что вся	1	1
645	тоже будет	1	1
646	никакому сомнению	1	1
647	ничто то	1	1
648	мы говорили	1	1
649	и понятия	2	1
650	себе а	1	1
651	бы мы	1	1
652	оно стало	1	1
653	необходимо будет	1	1
654	признать что	1	1
655	должны были	1	1
656	мы теперь	1	1
657	является только	2	1
658	не раз	2	1
659	но эта	2	1
660	не будем	2	1
661	самое время	2	1
662	указать хотя	1	1
663	в понятии	2	1
664	есть именно	2	1
665	войти в	1	1
666	ни было	2	1
667	не тем	2	1
668	говорит не	1	1
669	общего и	7	1
670	том же	1	1
671	которые тоже	2	1
672	на всю	1	1
673	необходимо чтобы	1	1
674	таблицы категорий	1	1
675	сам он	1	1
676	этой области	1	1
677	захватывает и	1	1
678	в атмосфере	1	1
679	он тоже	2	1
680	и какие	1	1
681	себе конечно	1	1
682	особенно ярко	2	1
683	с теми	1	1
684	и другое	3	1
685	самого начала	1	1
686	себе также	1	1
687	был настолько	1	1
688	категорий то	1	1
689	как таковых	2	1
690	на себе	3	1
691	к этим	1	1
692	в основе	1	1
693	то менее	1	1
694	себе полный	1	1
695	как здесь	1	1
696	нельзя ли	2	1
697	понимает того	1	1
698	это мы	1	1
699	следовательно и	1	1
700	того и	1	1
701	под этим	1	1
702	это то	1	1
703	может существовать	2	1
704	и весь	3	1
705	поскольку однако	1	1
706	и является	3	1
707	ему и	1	1
708	буквальном смысле	2	1
709	это слово	1	1
710	свидетельствуют о	2	1
711	чем оно	2	1
712	то этот	1	1
713	достаточно указать	1	1
714	переживаний но	1	1
715	историческом процессе	1	1
716	до того	2	1
717	самой этой	1	1
718	категорий конечно	1	1
719	как будто	11	1
720	ему это	1	1
721	в будущем	1	1
722	конечно здесь	1	1
723	то более	3	1
724	является то	1	1
725	здесь тоже	3	1
726	нам нужно	1	1
727	когда мы	5	1
728	разобраться в	2	1
729	и всех	2	1
730	только еще	1	1
731	всего в	1	1
732	полный отчет	1	1
733	за что	1	1
734	в абсолютно	1	1
735	бы он	1	1
736	для его	2	1
737	указывает на	4	1
738	здесь под	1	1
739	так просто	1	1
740	наконец что	1	1
741	что при	1	1
742	которые мы	1	1
743	и он	2	1
744	этот путь	2	1
745	на нечто	2	1
746	мифологии и	1	1
747	можно и	1	1
748	раз даже	1	1
749	общность которая	2	1
750	и убедительно	1	1
751	с ее	2	1
752	нужно однако	1	1
753	говоря уже	2	1
754	всего этого	1	1
755	без всякого	4	1
756	в ее	5	1
757	здесь также	2	1
758	всякого их	1	1
759	в буквальном	3	1
760	последнее время	1	1
761	в обобщенном	1	1
762	только не	4	1
763	нет никакой	4	1
764	только более	1	1
765	с самого	1	1
766	единственно только	1	1
767	свободу и	1	1
768	рода конструкции	1	1
769	о тех	1	1
