N	2gram	Vygotskiy__6	Formalny
1	и в	28	24
2	в его	3	23
3	прежде всего	2	22
4	и не	11	20
5	так и	6	18
6	точки зрения	13	16
7	не может	19	16
8	в этом	27	15
9	в нем	7	14
10	может быть	13	14
11	таким образом	18	13
12	с точки	10	13
13	в своем	7	11
14	как и	6	11
15	в своей	2	11
16	в их	3	11
17	не менее	2	11
18	то же	7	10
19	вовсе не	1	10
20	настоящее время	1	10
21	и ее	1	10
22	и его	3	10
23	и их	1	10
24	а не	3	10
25	в настоящее	1	10
26	в то	6	9
27	в процессе	9	9
28	все это	2	9
29	и на	5	8
30	как в	3	8
31	и с	1	8
32	не в	4	8
33	в ее	1	8
34	именно в	4	8
35	то что	28	8
36	в свою	1	8
37	на самом	1	7
38	не только	16	7
39	до конца	3	7
40	и от	2	7
41	но и	10	7
42	отношения к	3	6
43	еще не	8	6
44	самом деле	2	6
45	отнюдь не	1	6
46	в целом	3	6
47	все эти	2	6
48	в этой	5	6
49	как бы	11	6
50	входит в	1	6
51	она не	2	6
52	свою очередь	1	6
53	на основе	4	6
54	в пределах	5	6
55	и здесь	3	6
56	до сих	3	6
57	в том	28	6
58	было бы	9	6
59	как это	3	6
60	сих пор	3	6
61	форм и	2	6
62	и все	5	6
63	а в	2	6
64	во всех	4	5
65	но в	5	5
66	в самом	8	5
67	при этом	3	5
68	в понимании	1	5
69	по себе	3	5
70	не могло	2	5
71	и до	1	5
72	у нас	2	5
73	должны быть	1	5
74	должен быть	1	5
75	как мы	10	5
76	того что	24	5
77	только на	2	5
78	с другой	2	5
79	и др	2	5
80	с его	3	4
81	по отношению	10	4
82	в истории	1	4
83	независимо от	3	4
84	и к	6	4
85	в которой	7	4
86	учение о	1	4
87	главным образом	1	4
88	не как	1	4
89	не из	2	4
90	с другими	2	4
91	и может	1	4
92	друг друга	4	4
93	только и	1	4
94	как на	3	4
95	оно не	4	4
96	при таком	1	4
97	никогда не	8	4
98	если бы	7	4
99	для этого	2	4
100	мы увидим	1	4
101	с одной	1	4
102	конечно не	1	4
103	ближайшим образом	1	4
104	одной стороны	1	4
105	в связи	2	4
106	в частности	4	4
107	этой последней	1	4
108	отношению к	10	4
109	стороны и	1	4
110	с этой	2	4
111	что в	17	4
112	так же	15	4
113	это и	3	3
114	в конкретном	1	3
115	мы не	6	3
116	по аналогии	1	3
117	зависимости от	5	3
118	связи со	1	3
119	но не	10	3
120	отношение к	7	3
121	как к	1	3
122	все же	2	3
123	когда он	2	3
124	целый ряд	4	3
125	и как	6	3
126	и наконец	2	3
127	в себе	4	3
128	если он	2	3
129	он не	7	3
130	роли в	1	3
131	всех этих	1	3
132	он должен	4	3
133	оно должно	1	3
134	в каждом	3	3
135	значение в	1	3
136	на все	1	3
137	его в	6	3
138	в них	3	3
139	лучшем случае	1	3
140	они не	4	3
141	нового направления	1	3
142	в отношении	10	3
143	тем самым	8	3
144	в основе	3	3
145	в систему	1	3
146	связи с	3	3
147	не по	3	3
148	отличается от	3	3
149	к тому	10	3
150	ясно что	4	3
151	жизнь и	1	3
152	в широком	1	3
153	влияние на	1	3
154	аналогии с	1	3
155	бы в	3	3
156	наконец в	1	3
157	в лучшем	1	3
158	как она	1	3
159	один из	3	3
160	и других	7	3
161	для него	6	3
162	не для	1	3
163	и даже	1	3
164	в области	6	3
165	и непосредственно	2	3
166	эти определения	1	3
167	на фоне	3	3
168	ни на	1	3
169	смысле этого	1	3
170	этого слова	2	3
171	в основном	1	3
172	но это	2	3
173	каждой из	2	3
174	более того	2	3
175	у них	2	3
176	с помощью	13	3
177	между ними	7	3
178	что он	18	3
179	и развитие	4	2
180	же как	6	2
181	этом пункте	1	2
182	и это	1	2
183	тех же	1	2
184	самый предмет	1	2
185	в зависимости	5	2
186	и должен	1	2
187	как таковым	1	2
188	вопрос о	5	2
189	но напротив	1	2
190	всем этим	2	2
191	а только	2	2
192	уже как	1	2
193	друг от	1	2
194	нет и	1	2
195	за пределы	1	2
196	с этим	4	2
197	однако не	1	2
198	в действительности	1	2
199	от этого	3	2
200	не приходится	1	2
201	он в	1	2
202	в нашем	4	2
203	остановиться на	3	2
204	на его	3	2
205	и более	2	2
206	но все	1	2
207	это не	5	2
208	действительности в	1	2
209	всю свою	2	2
210	ни в	1	2
211	единство в	1	2
212	с тем	5	2
213	мы видели	8	2
214	таким же	1	2
215	значение для	3	2
216	на всю	1	2
217	этой работы	1	2
218	раз и	2	2
219	мысли в	4	2
220	и слишком	1	2
221	к другим	11	2
222	только не	3	2
223	одна из	1	2
224	в структуру	4	2
225	на языке	1	2
226	и является	2	2
227	во всем	1	2
228	нам важно	1	2
229	может и	1	2
230	от того	10	2
231	и заключается	1	2
232	от друга	1	2
233	приводит к	6	2
234	как с	2	2
235	не с	2	2
236	еще в	2	2
237	с ним	2	2
238	на их	1	2
239	исследования и	3	2
240	и что	6	2
241	в различных	1	2
242	между тем	1	2
243	что и	4	2
244	во всей	1	2
245	в другой	3	2
246	только в	18	2
247	уже не	1	2
248	не можем	1	2
249	если мы	2	2
250	ни одного	1	2
251	его и	1	2
252	как их	1	2
253	точка зрения	1	2
254	в одном	2	2
255	иначе как	5	2
256	сами по	1	2
257	и должна	1	2
258	конкретных проблем	1	2
259	как раз	6	2
260	перейти к	2	2
261	из важнейших	1	2
262	вопрос об	1	2
263	здесь в	1	2
264	не прав	1	2
265	не на	2	2
266	самое понятие	2	2
267	все время	3	2
268	была бы	2	2
269	под влиянием	1	2
270	все более	2	2
271	бы оно	2	2
272	вместе с	7	2
273	ко всем	4	2
274	она есть	1	2
275	по существу	2	2
276	в ряду	2	2
277	и развития	6	2
278	к которому	2	2
279	совершается в	3	2
280	прежде чем	1	2
281	в результате	1	2
282	места в	1	2
283	в своих	3	2
284	отношении к	3	2
285	предполагает уже	2	2
286	только как	1	2
287	в системе	3	2
288	что такое	3	2
289	вещах и	1	2
290	влияния на	1	2
291	как таковое	2	2
292	смысле слова	1	1
293	ту же	3	1
294	чисто духовным	1	1
295	например в	4	1
296	начинается с	3	1
297	и через	1	1
298	между логикой	1	1
299	связи между	6	1
300	задачи в	1	1
301	смысла от	1	1
302	он может	2	1
303	между двумя	2	1
304	чего не	3	1
305	в первом	4	1
306	из его	1	1
307	едва ли	1	1
308	они имели	1	1
309	мы уже	2	1
310	той же	4	1
311	в и	1	1
312	единства конкретного	1	1
313	и образования	1	1
314	и само	1	1
315	где проявляется	1	1
316	смысле можно	1	1
317	развитие в	1	1
318	и новых	1	1
319	мы попытались	1	1
320	а для	1	1
321	это отношение	1	1
322	вместо того	2	1
323	ему в	1	1
324	свое отношение	1	1
325	образом оказывается	1	1
326	в каждой	4	1
327	с предшествующими	1	1
328	имеет первостепенное	1	1
329	в чем	6	1
330	является таким	1	1
331	совершается с	1	1
332	господствует в	1	1
333	в данном	2	1
334	к которой	2	1
335	самом конце	1	1
336	только путем	1	1
337	связи и	3	1
338	к третьему	1	1
339	и предметами	1	1
340	опирается на	2	1
341	общего с	1	1
342	не через	1	1
343	не хватает	2	1
344	первостепенное значение	2	1
345	и различные	1	1
346	перед нами	1	1
347	процессе развития	1	1
348	хотя и	3	1
349	и понимания	1	1
350	слишком легко	1	1
351	основное в	1	1
352	в этот	1	1
353	психологии и	1	1
354	то в	5	1
355	мы получаем	1	1
356	проблем в	1	1
357	должна ориентироваться	1	1
358	эти вопросы	1	1
359	из этих	3	1
360	сущности и	1	1
361	в последнее	2	1
362	с их	1	1
363	с чисто	1	1
364	нами в	2	1
365	как он	1	1
366	на то	4	1
367	широком смысле	1	1
368	теории и	1	1
369	как оно	3	1
370	его исследования	1	1
371	тем не	1	1
372	эту задачу	1	1
373	выражения и	1	1
374	не значит	1	1
375	нее и	1	1
376	этого нельзя	1	1
377	не являлось	1	1
378	состоит в	2	1
379	пределах одного	1	1
380	к одному	2	1
381	понятий и	10	1
382	самое основное	1	1
383	вообще не	6	1
384	том и	1	1
385	свою силу	4	1
386	и по	3	1
387	на этом	4	1
388	двигаться в	1	1
389	или иных	1	1
390	в нее	1	1
391	конца и	1	1
392	последнее слово	1	1
393	самостоятельная и	1	1
394	определить и	1	1
395	что является	1	1
396	может остаться	1	1
397	непосредственно а	2	1
398	для всей	3	1
399	они должны	1	1
400	но впрочем	1	1
401	связанных с	1	1
402	на этой	5	1
403	заключается в	7	1
404	не умеет	4	1
405	может стать	1	1
406	этом смысле	2	1
407	должен был	3	1
408	и тем	5	1
409	что раньше	1	1
410	между отдельными	3	1
411	ведь в	1	1
412	как самостоятельная	1	1
413	конкретности и	1	1
414	но уже	1	1
415	это положение	1	1
416	в высшей	2	1
417	далеко не	1	1
418	он действительно	1	1
419	он и	1	1
420	в научном	1	1
421	к значению	1	1
422	задач в	1	1
423	это совершенно	1	1
424	и тогда	1	1
425	не мог	1	1
426	в восприятии	1	1
427	распространяются и	1	1
428	в этих	2	1
429	мы попытаемся	1	1
430	и другие	2	1
431	структуры и	2	1
432	что если	2	1
433	и научные	3	1
434	в такой	2	1
435	в котором	2	1
436	к предмету	6	1
437	устанавливает связь	1	1
438	чем более	2	1
439	не столько	1	1
440	в первый	1	1
441	большей степени	1	1
442	в отличие	1	1
443	знаем что	4	1
444	них есть	1	1
445	до последнего	1	1
446	от его	1	1
447	своем собственном	1	1
448	как одна	1	1
449	нашему примеру	1	1
450	в силу	17	1
451	новых форм	1	1
452	совершенно иначе	1	1
453	но он	2	1
454	друг другу	2	1
455	самих по	1	1
456	зрения этой	1	1
457	которые одновременно	1	1
458	возможно только	3	1
459	не должно	1	1
460	двух принципов	1	1
461	не знает	3	1
462	тому что	11	1
463	и очень	1	1
464	различные отношения	1	1
465	и функции	2	1
466	второго рода	1	1
467	на один	1	1
468	случае в	1	1
469	вещей как	3	1
470	основные функции	1	1
471	самого начала	7	1
472	для каждого	2	1
473	мышления и	7	1
474	не имеет	6	1
475	на котором	2	1
476	и конкретности	1	1
477	и притом	1	1
478	но самые	1	1
479	к этим	1	1
480	к изучению	1	1
481	которого он	1	1
482	но вместе	1	1
483	но только	2	1
484	того чтобы	10	1
485	в структуре	1	1
486	для всего	1	1
487	и без	1	1
488	и существенное	1	1
489	что самое	1	1
490	для мысли	1	1
491	своей природе	4	1
492	по своей	3	1
493	потому что	22	1
494	же он	1	1
495	в сознании	4	1
496	не принадлежит	1	1
497	на которой	1	1
498	только с	1	1
499	этом отношении	3	1
500	мы и	4	1
501	что на	4	1
502	и из	1	1
503	не могут	5	1
504	есть только	1	1
505	могут быть	5	1
506	быть уже	1	1
507	лежит в	3	1
508	зрения своей	1	1
509	числе и	1	1
510	и непосредственном	1	1
511	к овладению	1	1
512	процессе их	1	1
513	что при	4	1
514	только это	1	1
515	в работах	1	1
516	ничего общего	1	1
517	опираясь на	1	1
518	развития уже	1	1
519	и самое	1	1
520	то естественно	1	1
521	и входит	1	1
522	и о	1	1
523	начало нового	1	1
524	участвующие в	1	1
525	и сами	1	1
526	данном случае	1	1
527	языка и	5	1
528	последнее время	2	1
529	то чтобы	1	1
530	и важно	1	1
531	с самого	7	1
532	мы наблюдаем	1	1
533	что у	2	1
534	поэтому мы	2	1
535	только через	1	1
536	здесь он	1	1
537	этом первом	1	1
538	структуры ее	1	1
539	ориентироваться на	2	1
540	мог бы	3	1
541	подойти к	1	1
542	остается только	1	1
543	по сравнению	15	1
544	целом все	1	1
545	специфические особенности	1	1
546	эта действительность	1	1
547	развития а	1	1
548	мы всегда	2	1
549	структур в	1	1
550	быть выражено	3	1
551	эта точка	1	1
552	в другом	2	1
553	на всех	1	1
554	можно сказать	6	1
555	может не	1	1
556	понятие и	1	1
557	языке как	1	1
558	как они	2	1
559	поэтому проблема	1	1
560	связь между	4	1
561	на отдельные	1	1
562	и всю	1	1
563	вся эта	1	1
564	и во	1	1
565	и гг	1	1
566	эти два	1	1
567	на одном	2	1
568	образом является	1	1
569	окажется в	1	1
570	положение вещей	1	1
571	в свете	5	1
572	содержание но	1	1
573	и самые	1	1
574	стороны как	1	1
575	видим что	1	1
576	в современной	1	1
577	предмета и	2	1
578	к решению	2	1
579	интереса к	1	1
580	которых она	1	1
581	мысли не	1	1
582	не непосредственно	1	1
583	этого ряда	1	1
584	к нему	1	1
585	в двух	1	1
586	связанных и	1	1
587	мы видим	7	1
588	два основных	1	1
589	к нашему	1	1
590	же должен	1	1
591	который в	1	1
592	между этими	4	1
593	именно на	1	1
594	с которыми	1	1
595	своего собственного	2	1
596	так что	6	1
597	которые мы	1	1
598	из которого	2	1
599	для всех	2	1
600	и овладению	1	1
601	ибо она	1	1
602	слова в	1	1
603	в виде	1	1
604	а это	3	1
605	внутри самого	1	1
606	оно всегда	1	1
607	или даже	1	1
608	в данной	1	1
609	и обратно	4	1
610	из них	2	1
611	мы знаем	4	1
612	представить себе	3	1
613	и навсегда	1	1
614	с этими	1	1
615	так как	10	1
616	гораздо большей	1	1
617	но что	4	1
618	у него	2	1
619	и развитии	1	1
620	отличие от	1	1
621	а те	1	1
622	образом не	1	1
623	в руки	1	1
624	определяющим моментом	1	1
625	к общим	1	1
626	со специфической	1	1
627	нашем примере	2	1
628	о развитии	1	1
629	или иной	1	1
630	имеет и	1	1
631	как у	1	1
632	она способна	1	1
633	что они	2	1
634	значения в	1	1
635	и научного	1	1
636	в ряде	1	1
637	во второй	2	1
638	способ и	1	1
639	а с	1	1
640	относящихся к	3	1
641	первого рода	1	1
642	один и	1	1
643	его развития	3	1
644	когда его	1	1
645	на развитие	5	1
646	связано с	3	1
647	а на	1	1
648	остается еще	2	1
649	думается нам	1	1
650	зависит от	3	1
651	к своему	1	1
652	к таким	2	1
653	при определении	1	1
654	возвращаясь к	1	1
655	одну из	1	1
656	о предмете	2	1
657	для человека	1	1
658	там где	7	1
659	в море	1	1
660	несмотря на	2	1
661	как материал	1	1
662	законов и	2	1
663	развитии и	3	1
664	представления о	2	1
665	разрыв между	2	1
666	к его	2	1
667	если взять	1	1
668	путь от	1	1
669	его на	1	1
670	требует от	3	1
671	из которых	1	1
672	по своему	2	1
673	если оно	1	1
674	сравнению с	14	1
675	предмету и	1	1
676	нам думается	5	1
677	в той	4	1
678	что же	1	1
679	эти последние	2	1
680	различные типы	1	1
681	отдельности и	1	1
682	знания а	1	1
683	впервые в	1	1
684	что как	1	1
685	значит что	1	1
686	структур но	1	1
687	в это	1	1
688	и всех	1	1
689	единство конкретного	1	1
690	определить их	1	1
691	в гораздо	1	1
692	но даже	1	1
693	здесь очень	1	1
694	весь ход	1	1
695	поэтому что	1	1
696	между собой	9	1
697	кроме того	1	1
698	всякой вообще	1	1
699	часть нашей	1	1
700	тех или	1	1
701	в более	1	1
702	анализа и	1	1
703	независимых друг	1	1
704	что оно	7	1
705	по принципу	3	1
706	том что	19	1
707	но отнюдь	1	1
708	последнего времени	1	1
709	для нас	2	1
710	есть система	1	1
711	особого рода	1	1
712	к ряду	2	1
713	тем более	1	1
714	эти особенности	1	1
715	не должен	1	1
716	с понятием	2	1
717	его жизнь	1	1
718	только что	2	1
719	обстоит дело	1	1
720	всю полноту	1	1
721	они и	1	1
722	сравнительного изучения	1	1
723	нам в	1	1
724	всех тех	2	1
725	гораздо больше	1	1
726	а о	1	1
727	в какие	1	1
728	с ней	3	1
729	сказать что	13	1
730	другой стороны	2	1
731	обычно не	1	1
732	совершенно не	1	1
733	одновременно и	1	1
734	упрекали в	1	1
735	в отдельности	1	1
