N	3gram	Medvedev_F_3	Hudozhes
1	в том что	3	11
2	по отношению к	3	7
3	о том что	1	7
4	так и не	1	4
5	подобно тому как	4	4
6	то же время	7	4
7	в то же	7	4
8	к тому что	2	4
9	в самом деле	4	3
10	но при этом	1	3
11	не может быть	14	3
12	как и в	1	3
13	с одной стороны	1	3
14	для того чтобы	4	3
15	тем не менее	2	3
16	а не в	3	2
17	о том как	2	2
18	с точки зрения	14	2
19	до сих пор	1	2
20	и в то	2	2
21	хотя бы и	1	2
22	и т п	5	2
23	можно было бы	1	2
24	только тем что	1	2
25	так же как	1	2
26	в данном случае	4	2
27	то же самое	3	2
28	того или иного	1	2
29	не только не	2	2
30	не только в	1	2
31	и т д	6	2
32	где та или	1	1
33	одних и тех	1	1
34	нет и не	2	1
35	сводится к тому	1	1
36	той или иной	1	1
37	иное место в	1	1
38	не следует что	2	1
39	дело в том	2	1
40	да и не	2	1
41	в настоящее время	1	1
42	и все же	1	1
43	тот или иной	1	1
44	и в других	1	1
45	бы то ни	4	1
46	между тем как	1	1
47	в этом отношении	3	1
48	в этом произведении	1	1
49	и составляет содержание	1	1
50	и не будет	1	1
51	том числе и	1	1
52	и тех же	1	1
53	отношения между ними	1	1
54	а иногда и	1	1
55	то или иное	2	1
56	в таком случае	1	1
57	внешнее и внутреннее	1	1
58	в это время	1	1
59	того чтобы не	1	1
60	в значительной степени	1	1
61	так а не	1	1
62	ее роль в	1	1
63	и который в	1	1
64	из виду что	1	1
65	же обстоит дело	1	1
66	и не было	1	1
67	а не как	1	1
68	в жизни в	1	1
69	он тем самым	1	1
70	так или иначе	1	1
71	все более и	1	1
72	дело здесь не	1	1
73	и эта пара	1	1
74	и в жизни	1	1
75	с другой стороны	5	1
76	и в том	1	1
77	что же такое	1	1
78	без того чтобы	1	1
79	в этом случае	1	1
80	и в самом	1	1
81	с самого начала	1	1
82	более и более	1	1
83	именно потому что	2	1
84	но все же	1	1
85	можно сказать что	1	1
86	жизни в то	1	1
87	лежит в основе	1	1
88	как мы знаем	4	1
89	в жизни и	1	1
90	именно так а	1	1
91	в том числе	1	1
92	внешнего и внутреннего	2	1
93	здесь не в	1	1
94	не нуждается в	1	1
95	в пределах одного	2	1
96	или иное место	1	1
