N	2gram	Bakhtin_Pr_3	Myslijsy
1	потому что	5	49
2	то есть	48	30
3	и в	53	24
4	в душе	1	23
5	может быть	12	23
6	в сознании	2	23
7	то что	9	20
8	и не	15	19
9	в том	14	18
10	а не	11	18
11	что в	2	16
12	не только	4	15
13	того же	2	14
14	при этом	3	13
15	в слове	1	13
16	не в	2	13
17	было бы	5	13
18	то же	6	12
19	но не	5	12
20	мы можем	5	12
21	не может	2	12
22	мы не	4	11
23	таким образом	6	11
24	вместе с	2	11
25	что и	3	11
26	только в	4	11
27	как в	7	10
28	в себе	5	10
29	так что	1	10
30	так как	7	10
31	независимо от	1	9
32	в нем	10	9
33	вовсе не	3	9
34	но и	7	9
35	как бы	14	9
36	и на	18	8
37	а только	1	8
38	в этом	8	8
39	более или	3	8
40	том что	5	8
41	или менее	3	8
42	могут быть	4	8
43	под влиянием	1	8
44	а в	2	8
45	во всех	12	7
46	с этим	2	7
47	как и	11	7
48	всяком случае	1	7
49	зрения и	1	7
50	того как	1	7
51	прежде всего	15	7
52	тем что	2	7
53	во всяком	1	7
54	между двумя	1	6
55	что если	1	6
56	тем не	2	6
57	в то	5	6
58	связи с	1	6
59	между тем	2	6
60	не можем	1	6
61	заметить что	1	6
62	с другой	2	6
63	не было	4	6
64	этого слова	1	6
65	если б	7	5
66	столь же	1	5
67	что они	1	5
68	все остальные	1	5
69	уже в	2	5
70	есть не	1	5
71	и уже	2	5
72	не менее	3	5
73	по крайней	1	5
74	с ним	2	5
75	так и	6	5
76	по мере	1	5
77	о том	2	5
78	с другими	3	5
79	а потому	1	5
80	крайней мере	1	5
81	тот же	2	5
82	из них	4	5
83	в них	2	5
84	для того	1	5
85	что не	1	5
86	и их	2	5
87	в которой	2	5
88	а между	2	4
89	в самом	2	4
90	время как	1	4
91	еще не	5	4
92	но в	5	4
93	уже не	1	4
94	из этих	1	4
95	только один	1	4
96	как он	2	4
97	так сказать	5	4
98	главным образом	3	4
99	и если	3	4
100	в нее	1	4
101	а вместе	1	4
102	в котором	1	4
103	место в	2	4
104	сих пор	5	4
105	они не	3	4
106	тем самым	1	4
107	образом в	2	4
108	одна из	7	4
109	должны быть	1	4
110	в некоторых	4	4
111	никогда не	2	4
112	и что	1	4
113	сами собою	1	4
114	что он	4	4
115	в других	1	4
116	до сих	5	4
117	влияние на	12	4
118	души и	1	4
119	там где	1	4
120	это последнее	1	4
121	от него	3	4
122	во время	1	4
123	мысли о	2	4
124	себе не	1	4
125	в таком	2	4
126	вряд ли	1	3
127	например в	5	3
128	человека и	7	3
129	и то	1	3
130	но тем	1	3
131	той же	5	3
132	есть нечто	1	3
133	но она	1	3
134	то это	1	3
135	относится к	1	3
136	которые не	2	3
137	хотя и	4	3
138	что это	2	3
139	в целом	1	3
140	во многих	1	3
141	что она	1	3
142	о которой	1	3
143	не как	1	3
144	отношений между	1	3
145	так например	2	3
146	человека в	3	3
147	и может	1	3
148	на все	2	3
149	его в	2	3
150	это не	6	3
151	и тем	2	3
152	о которых	1	3
153	рядом с	1	3
154	далеко не	2	3
155	и тогда	1	3
156	в эту	3	3
157	в этих	5	3
158	но во	1	3
159	бы быть	1	3
160	в ней	7	3
161	и притом	1	3
162	на него	1	3
163	самое это	1	3
164	мог бы	1	3
165	мы в	1	3
166	и вообще	3	3
167	но мы	1	3
168	от них	1	3
169	которые мы	2	3
170	и во	4	3
171	и у	7	3
172	что на	1	3
173	что для	1	3
174	в самой	1	3
175	мы говорим	1	3
176	смысле этого	2	3
177	слова и	3	3
178	но это	3	3
179	к другим	2	3
180	и для	4	3
181	и от	3	3
182	и человек	1	3
183	и все	10	3
184	или нет	1	3
185	с ними	1	3
186	как на	1	3
187	ли мы	1	2
188	на самом	1	2
189	человеческой природы	1	2
190	бы что	1	2
191	собою и	1	2
192	с его	2	2
193	не то	3	2
194	значение и	2	2
195	не все	1	2
196	с которыми	1	2
197	по отношению	2	2
198	в общем	1	2
199	за пределы	1	2
200	его на	1	2
201	в слово	1	2
202	могли бы	1	2
203	все эти	9	2
204	и тот	3	2
205	было связано	1	2
206	все слова	1	2
207	но на	1	2
208	кажется не	1	2
209	время и	1	2
210	перестает быть	1	2
211	всех этих	1	2
212	состоит в	1	2
213	одной и	1	2
214	и по	3	2
215	на этом	1	2
216	ни был	1	2
217	в каждом	4	2
218	связанные с	3	2
219	например с	1	2
220	нам по	2	2
221	в жизни	8	2
222	этого не	1	2
223	к мысли	1	2
224	это что	1	2
225	от себя	1	2
226	и той	2	2
227	мы находим	2	2
228	но он	2	2
229	их в	2	2
230	или если	1	2
231	остановимся на	1	2
232	вбирает в	1	2
233	если и	1	2
234	и его	10	2
235	сказать что	10	2
236	самого начала	4	2
237	определенности и	1	2
238	были и	1	2
239	но только	1	2
240	же время	5	2
241	к ней	1	2
242	во всем	2	2
243	превращается в	1	2
244	пространство и	1	2
245	во все	5	2
246	как для	1	2
247	и это	3	2
248	что все	1	2
249	и образ	1	2
250	на другой	1	2
251	в собственном	2	2
252	в себя	6	2
253	с самого	3	2
254	после того	1	2
255	и здесь	1	2
256	внимание на	1	2
257	близки к	2	2
258	это было	3	2
259	которой мы	2	2
260	этом смысле	1	2
261	один из	6	2
262	собою уже	1	2
263	мы видим	2	2
264	во времени	1	2
265	есть в	3	2
266	и они	2	2
267	других в	2	2
268	не дает	1	2
269	и других	9	2
270	в пространстве	1	2
271	друг друга	1	2
272	у него	1	2
273	связано с	1	2
274	себе представить	1	2
275	себя и	2	2
276	между ними	2	2
277	и мертвых	1	2
278	ничем не	1	2
279	в связи	2	2
280	ко всем	2	2
281	и потому	5	2
282	как это	2	2
283	или по	3	2
284	не сразу	1	2
285	некоторое время	1	2
286	быть только	2	2
287	все это	8	2
288	сознании и	1	2
289	в его	8	2
290	или в	1	2
291	между различными	1	2
292	души в	1	2
293	мы должны	4	2
294	касается до	1	2
295	хотя бы	2	2
296	над собою	2	2
297	но если	1	2
298	другой стороны	1	2
299	даже и	2	2
300	к этому	4	2
301	можно назвать	2	2
302	я и	1	1
303	ту же	1	1
304	одним из	3	1
305	отношение к	6	1
306	и действительно	1	1
307	внешней форме	2	1
308	и так	3	1
309	и до	5	1
310	собственном смысле	2	1
311	видеть в	1	1
312	в самое	3	1
313	мы уже	5	1
314	единство и	1	1
315	этом не	1	1
316	не была	1	1
317	перейти к	2	1
318	от друга	1	1
319	они были	1	1
320	существенное значение	3	1
