N	3gram	Tiupa_Lite_2	Myshleni
1	с точки зрения	3	21
2	для того чтобы	1	18
3	в этом случае	2	14
4	в том что	5	13
5	не только не	1	9
6	к тому что	1	6
7	по отношению к	3	5
8	то же самое	1	5
9	в данном случае	3	5
10	с одной стороны	6	5
11	этой точки зрения	1	4
12	с этой точки	1	4
13	вместе с тем	1	4
14	не может быть	7	4
15	о том что	2	4
16	от слова к	1	4
17	такой же мере	1	3
18	состоит в том	4	3
19	одной стороны и	1	3
20	в этом отношении	3	3
21	одно и то	2	3
22	и то что	1	3
23	мы не можем	1	3
24	в самом начале	1	3
25	и то же	2	3
26	тем не менее	2	3
27	в такой же	1	3
28	но и не	1	3
29	как мы видели	1	3
30	том что в	1	2
31	нет и не	1	2
32	прежде всего в	1	2
33	но то что	1	2
34	на самом деле	1	2
35	в отличие от	1	2
36	из того что	1	2
37	в сущности говоря	1	2
38	едва ли не	4	2
39	приводит к тому	1	2
40	в свою очередь	1	2
41	в конечном счете	5	2
42	речь в этом	1	2
43	что было сказано	1	1
44	тех пор пока	1	1
45	подобно тому как	2	1
46	в том числе	2	1
47	в соответствии с	1	1
48	и не может	1	1
49	во всей своей	1	1
50	что он не	1	1
51	по отношению ко	1	1
52	том числе и	1	1
53	можно было бы	1	1
54	отношению ко всему	1	1
55	от слова и	1	1
56	до тех пор	1	1
57	то что было	1	1
58	в равной мере	1	1
59	как на первом	1	1
60	во всех этих	1	1
61	с другой стороны	4	1
62	один из тех	1	1
63	внутренней и внешней	1	1
64	не могут быть	1	1
65	как и для	1	1
66	по тем же	1	1
67	речь а не	1	1
68	как одной из	1	1
69	той или иной	1	1
70	но и он	1	1
71	и в соответствии	1	1
72	после того как	1	1
73	по нашему мнению	1	1
74	в то же	9	1
75	мы имеем дело	1	1
76	всей своей полноте	1	1
77	было сказано в	1	1
78	в конце концов	1	1
