N	4gram	Bakhtin_Pr_1	StatiiOP
1	дело в том что	1	4
2	в то же время	3	4
3	на то что в	1	2
4	но в то же	1	2
5	мы имеем дело с	1	1
6	не может быть признана	1	1
7	что бы то ни	1	1
8	с одной стороны в	1	1
9	и в то же	2	1
10	и в области изучения	1	1
11	в то время как	1	1
12	именно в том что	1	1
13	если бы все эти	1	1
14	как бы они ни	1	1
15	которой можно было бы	1	1
16	во что бы то	1	1
17	бы они ни были	1	1
18	с другой же стороны	2	1
19	она не могла бы	1	1
20	и в том и	1	1
21	в том смысле что	1	1
22	не выходя за пределы	2	1
23	бы то ни стало	1	1
24	не говоря уже о	1	1
25	и в этом отношении	1	1
