1	все это	4	7
2	в том	12	5
3	в этом	17	5
4	и в	35	3
5	в его	7	3
6	не в	2	3
7	но ведь	3	3
8	не только	24	3
9	для нас	9	3
10	как же	4	3
11	и только	4	3
12	должна быть	1	2
13	том что	19	2
14	как бы	4	2
15	в литературоведении	1	2
16	далеко не	4	2
17	только в	14	2
18	как только	3	2
19	то же	5	2
20	может быть	18	2
21	и что	13	2
22	это и	3	2
23	как будто	6	2
24	только как	3	2
25	что в	11	2
26	в конце	7	2
27	в частности	5	2
28	то что	38	2
29	было бы	8	2
30	литературы и	1	2
31	еще не	10	2
32	в результате	4	2
33	ведь это	2	2
34	конце концов	7	2
35	нужно было	1	2
36	но и	16	2
37	в смысле	1	2
38	или даже	3	2
39	тем более	10	2
40	и мы	2	2
41	таким образом	4	2
42	представляется нам	1	1
43	столь же	1	1
44	понимать что	1	1
45	но не	4	1
46	бы он	1	1
47	настоящее время	16	1
48	а в	4	1
49	в данном	10	1
50	что без	2	1
51	еще и	5	1
52	и не	37	1
53	сама по	4	1
54	быть для	1	1
55	его в	3	1
56	в него	2	1
57	он говорит	1	1
58	в настоящее	16	1
59	даже не	3	1
60	пришлось бы	1	1
61	более не	2	1
62	бы в	3	1
63	без этого	1	1
64	одной стороны	5	1
65	один из	3	1
66	только тогда	3	1
67	тем что	4	1
68	они не	1	1
69	прежде всего	11	1
70	крайней мере	6	1
71	но именно	4	1
72	а тем	3	1
73	области знания	1	1
74	и как	4	1
75	это значит	4	1
76	но только	4	1
77	науки о	1	1
78	том как	1	1
79	с другой	6	1
80	и будет	1	1
81	наука о	1	1
82	что он	4	1
83	о том	18	1
84	не один	1	1
85	на тех	1	1
86	эти два	1	1
87	с одной	5	1
88	так и	7	1
89	что это	1	1
90	образом в	1	1
91	связи с	5	1
92	какой же	1	1
93	в целом	3	1
94	значении слова	2	1
95	и его	1	1
96	и самым	1	1
97	и понятие	2	1
98	в то	6	1
99	что все	6	1
100	хотя бы	12	1
101	в области	6	1
102	и по	3	1
103	по крайней	6	1
104	этой области	3	1
105	даже больше	1	1
106	тем же	1	1
107	использование ее	1	1
108	место в	1	1
109	это же	1	1
110	только то	3	1
111	именно в	1	1
112	друг от	2	1
113	на что	1	1
114	хотелось бы	2	1
115	далеки от	1	1
116	это вовсе	2	1
117	по самому	3	1
118	все же	8	1
119	мы еще	3	1
120	случае только	1	1
121	именно такого	1	1
122	же это	5	1
123	перед нами	2	1
124	и о	4	1
125	метафизический дуализм	1	1
126	не мешает	1	1
127	можно будет	1	1
128	и более	5	1
129	между собою	4	1
130	не может	13	1
131	же самое	6	1
132	на первый	4	1
133	по себе	8	1
134	представить себе	4	1
135	ни одно	1	1
136	дает нам	1	1
137	или не	2	1
138	вопроса это	1	1
139	в этой	9	1
140	как и	5	1
141	и есть	4	1
142	но как	6	1
143	отвечает требованиям	1	1
144	отнюдь не	5	1
145	в силу	1	1
146	первый план	3	1
147	ничего не	10	1
148	в каждом	1	1
149	и должны	3	1
150	в этих	4	1
151	конечно не	2	1
152	в таких	3	1
153	что эти	1	1
154	в связи	5	1
155	никак не	11	1
156	еще недостаточно	1	1
157	иначе и	1	1
158	во всяком	13	1
159	никогда не	1	1
160	от друга	2	1
161	тотчас же	2	1
162	тому что	3	1
163	что она	4	1
164	ни на	1	1
165	нам право	1	1
166	мы не	7	1
167	а с	1	1
168	в заключение	2	1
169	между тем	1	1
170	всяком случае	10	1
171	даже в	2	1
172	она должна	2	1
173	из тех	1	1
174	все эти	7	1
175	опираясь на	1	1
176	вовсе не	37	1
177	это не	1	1
178	мы должны	3	1
179	что на	4	1
180	между собой	5	1
181	может не	1	1
182	же не	1	1
183	мы понимаем	1	1
184	в них	2	1
185	теоретической мысли	1	1
186	и наконец	3	1
187	и потому	1	1
188	с ним	1	1
189	время в	1	1
190	в область	4	1
191	не было	3	1
192	где же	1	1
193	существу дела	1	1
194	в виде	6	1
195	когда мы	6	1
196	для этого	3	1
197	свойств и	1	1
