N	3gram	Voloshinov_1	Formalny
1	с точки зрения	10	14
2	не может быть	3	14
3	на самом деле	2	12
4	в то же	5	7
5	то же время	5	7
6	во всяком случае	3	6
7	и т д	1	6
8	в зависимости от	2	5
9	в самом деле	5	4
10	и не может	1	4
11	в данном случае	3	4
12	бы то ни	1	4
13	в большинстве случаев	4	4
14	для того чтобы	1	4
15	может войти в	1	3
16	по отношению к	9	3
17	в этом отношении	2	3
18	в одной плоскости	1	3
19	в том что	4	3
20	раз и навсегда	1	3
21	вовсе не является	1	3
22	нуждается ни в	1	2
23	нет и не	1	2
24	ни в каких	1	2
25	как и всякое	1	2
26	равно как и	1	2
27	и в данном	1	2
28	нам кажется что	1	2
29	в нем и	1	2
30	не нуждается ни	1	2
31	мы увидим что	4	2
32	то или иное	2	2
33	до известной степени	1	2
34	и со стороны	1	2
35	в отличие от	1	2
36	и не нуждается	2	2
37	как со стороны	1	2
38	во всех областях	1	2
39	данной социальной группы	1	2
40	в высшей степени	2	2
41	только то что	2	2
42	и пр все	1	2
43	дело в том	1	2
44	в следующей главе	3	2
45	мы видели что	1	2
46	так и со	1	2
47	мы не можем	1	2
48	всяком случае в	1	2
49	так и в	2	2
50	тем не менее	2	2
51	мы уже знаем	2	2
52	внешнего и внутреннего	1	2
53	в последнем счете	1	2
54	как мы видели	4	2
55	форму и содержание	1	1
56	сводится к следующему	1	1
57	в нем происходит	1	1
58	хотя и не	1	1
59	сводится к тому	1	1
60	что же такое	2	1
61	в эпоху разложения	1	1
62	жизни данной социальной	1	1
63	говорит об этом	1	1
64	организма и психики	1	1
65	иметь в виду	1	1
66	что в данном	1	1
67	в настоящее время	1	1
68	а иногда и	1	1
69	и до конца	3	1
70	один и тот	2	1
71	жизни и творчества	2	1
72	в этом случае	1	1
73	так и его	1	1
74	что же касается	1	1
75	том что это	1	1
76	это совсем не	1	1
77	в одной из	1	1
78	а следовательно и	2	1
79	он не был	1	1
80	тот или иной	1	1
81	они не могут	1	1
82	самом деле что	1	1
83	хотя бы и	2	1
84	сам по себе	2	1
85	социальных групп и	1	1
86	друг на друга	1	1
87	из того что	1	1
88	в собственном смысле	1	1
89	к тому чтобы	3	1
90	и с помощью	2	1
91	со всех сторон	1	1
92	одной из своих	1	1
93	говорит о том	1	1
94	в предыдущей главе	1	1
95	до сих пор	3	1
96	быть положен в	1	1
97	и тем не	1	1
98	жизни и в	1	1
99	в процессе общения	1	1
100	жизни таким образом	1	1
101	начала и до	1	1
102	и тогда когда	1	1
103	мы полагаем что	1	1
104	в двух направлениях	1	1
105	что он был	1	1
106	с их помощью	1	1
107	с помощью каких	1	1
108	как по отношению	1	1
109	с одной стороны	1	1
110	и тот же	2	1
111	но при этом	1	1
112	так именно и	1	1
113	чем-то абсолютно новым	1	1
114	и по отношению	2	1
115	настоящее время в	1	1
116	следующей главе глава	2	1
117	так и по	1	1
118	так и с	1	1
119	что это не	1	1
120	в первый период	4	1
121	положен в основу	1	1
122	в основе их	1	1
123	т д таким	1	1
124	процессе общения между	1	1
125	в таком случае	2	1
126	было бы наивно	2	1
127	он и не	1	1
128	мы все время	1	1
129	и той же	1	1
130	все то что	2	1
131	ее целом и	2	1
132	о том что	1	1
133	ни в каком	1	1
134	совершенно независимо от	1	1
135	форма и содержание	1	1
136	мы можем сказать	2	1
137	впитывает в себя	2	1
138	с ее объектом	1	1
139	и притом в	1	1
140	же типа как	1	1
141	вместе с этим	1	1
142	что в его	2	1
143	в ее целом	3	1
144	распадается на ряд	1	1
145	с самого начала	5	1
146	можно сделать вывод	1	1
147	зависимости от того	1	1
148	выходит за пределы	1	1
149	пределы индивидуального организма	1	1
150	и пр далее	1	1
151	но все же	1	1
152	можно сказать что	3	1
153	у нас в	2	1
154	общем можно сказать	1	1
155	увидим что в	1	1
156	и быть не	1	1
157	первый период развития	2	1
158	одной и той	1	1
159	мы уже указывали	3	1
160	ведь мы уже	1	1
161	самом деле ведь	1	1
162	индивидуального организма и	1	1
163	сделать вывод что	1	1
164	что между ними	1	1
165	можем сказать что	2	1
166	не нуждается в	1	1
167	и его формы	1	1
168	в жизни и	1	1
169	д таким образом	1	1
170	она не может	1	1
171	нам важно лишь	2	1
172	и только в	1	1
173	оно проявляется в	1	1
