N	2gram	Vinokur_Ku_3	formyVre
1	и в	23	50
2	в этом	16	25
3	и его	1	16
4	прежде всего	9	15
5	как мы	5	14
6	и не	10	14
7	в его	11	13
8	вовсе не	5	13
9	как раз	4	13
10	по существу	3	12
11	так и	6	12
12	то же	6	11
13	таким образом	9	11
14	может быть	14	11
15	и как	2	10
16	но в	2	10
17	все эти	7	9
18	не только	17	9
19	в то	3	9
20	ничего не	6	9
21	же время	1	9
22	в том	22	9
23	в особенности	2	9
24	и др	1	9
25	и т	54	8
26	того же	4	8
27	и на	1	8
28	в самом	13	8
29	ни в	3	8
30	т п	41	8
31	но и	3	8
32	и их	1	8
33	как и	5	8
34	так сказать	2	7
35	характер и	1	7
36	не было	4	7
37	в условиях	2	7
38	например в	1	6
39	между двумя	1	6
40	время в	3	6
41	как в	4	6
42	с этим	1	6
43	все же	5	6
44	лишь в	8	6
45	это не	3	6
46	и того	2	6
47	в их	6	6
48	так как	9	6
49	в ее	4	6
50	в дальнейшем	2	6
51	связи с	6	6
52	то что	4	6
53	в частности	2	6
54	не может	6	6
55	так же	2	6
56	в результате	3	6
57	отношению к	2	5
58	время как	1	5
59	еще не	9	5
60	но не	3	5
61	отнюдь не	3	5
62	не в	5	5
63	этот процесс	1	5
64	он не	3	5
65	всех этих	1	5
66	значение в	2	5
67	одного и	2	5
68	в основе	1	5
69	того чтобы	11	5
70	точки зрения	23	5
71	не могло	1	5
72	могут быть	6	5
73	но все	2	5
74	в пределах	2	5
75	если бы	8	5
76	до нас	1	5
77	для того	12	5
78	в связи	5	5
79	наряду с	1	5
80	что в	13	5
81	и другие	1	5
82	и то	1	4
83	мы и	1	4
84	конечно и	1	4
85	в ней	3	4
86	в своем	4	4
87	конечно не	2	4
88	то время	1	4
89	раз в	1	4
90	но на	3	4
91	и с	3	4
92	том что	11	4
93	в котором	2	4
94	в процессе	3	4
95	не имеет	3	4
96	потому что	12	4
97	здесь не	2	4
98	понятно что	1	4
99	только в	6	4
100	характерно что	1	4
101	именно как	1	4
102	на этой	1	4
103	в той	4	4
104	все это	2	4
105	между собой	1	4
106	кроме того	2	4
107	и для	1	4
108	том числе	2	4
109	отношения к	1	3
110	в движение	1	3
111	по преимуществу	3	3
112	не имеют	1	3
113	есть не	3	3
114	мы не	3	3
115	в сущности	4	3
116	в виду	8	3
117	значение и	1	3
118	по отношению	3	3
119	хотя и	5	3
120	со своей	1	3
121	в себе	1	3
122	и те	1	3
123	при этом	6	3
124	в основу	1	3
125	его в	2	3
126	входит в	1	3
127	с другими	2	3
128	и уже	1	3
129	между ними	1	3
130	в этих	2	3
131	в отношении	3	3
132	чем не	1	3
133	не могут	5	3
134	к тому	3	3
135	формы и	3	3
136	нас в	3	3
137	что и	6	3
138	с нашей	1	3
139	один из	4	3
140	мы видим	1	3
141	одной из	1	3
142	поэтому и	1	3
