N	3gram	Medvedev_V_1	KulturaY
1	и т п	9	24
2	и т д	14	14
3	в том что	5	10
4	можно было бы	2	9
5	для того чтобы	3	8
6	в самом деле	1	7
7	с другой стороны	8	7
8	по крайней мере	2	6
9	в этом смысле	1	5
10	во всяком случае	1	5
11	в зависимости от	5	4
12	в этой области	3	4
13	не только в	2	4
14	не может быть	8	4
15	большей или меньшей	3	3
16	в этом отношении	13	3
17	в большей или	2	3
18	в конце концов	2	3
19	или меньшей степени	2	3
20	в связи с	3	3
21	то же время	5	3
22	в то же	5	3
23	что все эти	1	3
24	не говоря уже	1	2
25	но даже и	1	2
26	в соответствии с	1	2
27	только в том	2	2
28	говоря уже о	1	2
29	том случае если	1	2
30	хотя бы и	5	2
31	на этот вопрос	1	2
32	с этой точки	1	2
33	то или иное	1	2
34	вместе с тем	3	2
35	в том случае	1	2
36	дело не в	1	2
37	так же как	1	2
38	в результате этого	1	2
39	этой точки зрения	2	2
40	в свою очередь	1	2
41	того или иного	1	2
42	в конечном счете	5	2
43	мы знаем что	2	2
44	можно сказать что	4	2
45	мы говорим о	1	2
46	так или иначе	1	2
47	и в другом	2	2
48	по существу же	1	1
49	к этому же	1	1
50	в том смысле	1	1
51	хотя и не	1	1
52	как это видно	2	1
53	в виду не	1	1
54	примером может служить	1	1
55	иметь в виду	2	1
56	чуть ли не	2	1
57	которое не было	1	1
58	чтобы покончить с	1	1
59	по его мнению	1	1
60	т е не	1	1
61	можно утверждать что	3	1
62	если так то	1	1
63	до сих пор	1	1
64	но и у	1	1
65	тот или иной	1	1
66	что мы имеем	1	1
67	что он не	1	1
68	основанием для того	1	1
69	право говорить о	1	1
70	перейдем теперь к	1	1
71	нет никаких оснований	2	1
72	не было бы	4	1
73	только то что	2	1
74	общеизвестно например что	1	1
75	с того момента	1	1
76	это вовсе не	1	1
77	том или ином	1	1
78	к этому сводится	2	1
79	бы сами по	1	1
80	одном и том	2	1
81	т п все	1	1
82	главным образом в	1	1
83	может быть и	1	1
84	бы и в	1	1
85	подумать только что	1	1
86	в силу самой	1	1
87	то время как	1	1
88	в том или	1	1
89	уже о том	1	1
90	т е в	2	1
91	том что мы	1	1
92	в данном случае	1	1
93	того чтобы понять	1	1
94	сами по себе	1	1
95	с одной стороны	2	1
96	не значит что	1	1
97	и том же	2	1
98	по сравнению с	1	1
99	том что и	1	1
100	не могут быть	1	1
101	не только для	1	1
102	приводит к тому	1	1
103	в противном случае	2	1
104	не в том	2	1
105	примеров можно было	1	1
106	в виду что	1	1
107	ответ на этот	1	1
108	те или иные	1	1
109	в пределах своей	4	1
110	за это время	1	1
111	не только у	1	1
112	в одном и	1	1
113	но с другой	1	1
114	в то время	1	1
115	в том чтобы	2	1
116	о том что	3	1
117	ничего общего с	1	1
118	но и для	1	1
119	и никогда не	1	1
120	как бы сами	1	1
121	т е тех	1	1
122	после того как	1	1
123	в своем дневнике	1	1
124	к тому что	3	1
125	сама по себе	1	1
126	таким образом в	2	1
127	все это только	2	1
128	к тому же	1	1
129	эта не только	1	1
130	только тогда когда	1	1
131	как мы знаем	1	1
132	также и в	2	1
