N	3gram	Medvedev_F_3	Problema
1	о том что	1	9
2	с точки зрения	14	8
3	в том что	3	8
4	в связи с	4	7
5	в конце концов	2	6
6	тем не менее	2	5
7	с другой стороны	5	5
8	в настоящее время	1	3
9	в этом смысле	2	3
10	может быть только	2	3
11	вместе с тем	3	3
12	с одной стороны	1	3
13	можно сказать что	1	3
14	потому что он	3	2
15	дело в том	2	2
16	по отношению к	3	2
17	равно как и	2	2
18	в том числе	1	2
19	до сих пор	1	2
20	в таком случае	1	2
21	бы то ни	4	2
22	в это время	1	2
23	в данном случае	4	2
24	не может быть	14	2
25	потому что они	1	2
26	во всяком случае	6	2
27	и никогда не	1	2
28	но все же	1	2
29	на то что	1	2
30	никак не могут	1	2
31	тех или иных	1	2
32	для того чтобы	4	2
33	бы ни были	1	1
34	хотя и не	1	1
35	одним и тем	2	1
36	на самом деле	12	1
37	художественного творчества и	1	1
38	в самом деле	4	1
39	о том как	2	1
40	так и его	1	1
41	в своей работе	1	1
42	в нем и	2	1
43	одной из своих	1	1
44	в одной из	1	1
45	но для нас	1	1
46	здесь вовсе не	1	1
47	мы можем это	1	1
48	сам по себе	1	1
49	он говорит о	1	1
50	таким образом как	1	1
51	между тем как	1	1
52	в этом отношении	3	1
53	том числе и	1	1
54	можно было бы	1	1
55	здесь не в	1	1
56	только тем что	1	1
57	это сделать с	1	1
58	с этой точки	1	1
59	ту или иную	1	1
60	вовсе не в	2	1
61	эпохи не только	1	1
62	не потому что	1	1
63	и тем же	2	1
64	не только в	1	1
65	то ни было	4	1
66	тот факт что	1	1
67	те или другие	1	1
68	друг на друга	1	1
69	с тем же	3	1
70	это не так	1	1
71	так или иначе	1	1
72	в такой же	1	1
73	а вовсе не	4	1
74	во-вторых с точки	1	1
75	мере в какой	1	1
76	и в том	1	1
77	этой точки зрения	1	1
78	только в связи	1	1
79	в этом произведении	1	1
80	то же время	7	1
81	и притом в	1	1
82	от того что	1	1
83	так и в	2	1
84	и вместе с	1	1
85	то или иное	2	1
86	с самого начала	1	1
87	отнюдь не входит	1	1
88	в других областях	1	1
89	той или иной	1	1
90	в большинстве случаев	4	1
91	в то же	7	1
92	сама по себе	1	1
93	ведь то что	1	1
94	и все же	1	1
95	и для всякого	1	1
96	не больше чем	1	1
97	и т д	6	1
