N	2gram	Tiupa_Anal_1	Hudozhes
1	том что	12	16
2	и в	18	14
3	так и	4	13
4	не только	15	12
5	при этом	12	12
6	о том	5	12
7	в том	27	12
8	а не	17	12
9	и т	3	11
10	в себе	11	11
11	в этом	13	11
12	прежде всего	6	11
13	в рассказе	1	11
14	в своей	6	10
15	для него	2	10
16	то же	9	9
17	как и	13	9
18	чеховского рассказа	1	9
19	что он	3	9
20	в качестве	31	9
21	у него	1	9
22	по отношению	6	8
23	в этой	5	8
24	как в	1	8
25	то что	6	8
26	т п	3	8
27	же время	6	8
28	ничего не	1	8
29	в его	13	8
30	между тем	5	8
31	отношению к	5	8
32	в то	9	8
33	еще не	3	7
34	тогда как	14	7
35	это не	6	7
36	своего рода	3	7
37	не в	14	7
38	личности в	3	7
39	к тому	7	7
40	быть может	2	7
41	уже не	4	7
42	не случайно	3	7
43	именно в	4	7
44	не может	22	7
45	как бы	5	7
46	а в	9	7
47	как правило	4	6
48	было бы	2	6
49	читателя в	2	6
50	никогда не	2	6
51	жизни в	1	6
52	что в	5	6
53	самом деле	2	5
54	с его	3	5
55	перед нами	1	5
56	но в	8	5
57	ни в	4	5
58	точки зрения	6	5
59	не менее	1	5
60	и его	5	5
61	потому что	2	5
62	к себе	1	5
63	только в	6	5
64	друг друга	1	5
65	может быть	29	5
66	но и	17	5
67	в частности	19	5
68	в аспекте	1	5
69	в этих	1	5
70	жизни и	1	5
71	художественного целого	10	4
72	мы уже	1	4
73	он уже	1	4
74	и о	2	4
75	в ней	1	4
76	столь же	4	4
77	а только	1	4
78	и к	3	4
79	в действительности	1	4
80	то в	2	4
81	в самом	6	4
82	всего лишь	4	4
83	та же	1	4
84	он не	3	4
85	и читателя	2	4
86	картины мира	1	4
87	и с	2	4
88	несмотря на	2	4
89	этой связи	1	4
90	тому что	1	4
91	с ним	4	4
92	человеческого я	2	4
93	по своей	6	4
94	связи с	1	4
95	как будто	3	4
96	можно сказать	2	4
97	и н	1	4
98	того что	4	4
99	один из	2	4
100	и быть	1	4
101	себя в	6	4
102	из них	2	4
103	как раз	1	4
104	не было	1	4
105	и все	3	4
106	человеческой жизни	1	4
107	бытия и	2	4
108	и от	1	4
109	речь идет	1	3
110	по преимуществу	1	3
111	с точки	4	3
112	не имеют	1	3
113	едва ли	2	3
114	на тех	1	3
