N	4gram	Voloshinov_1	Psycholo
1	с этой точки зрения	1	4
2	одной и той же	2	3
3	с другой стороны и	1	2
4	в своем чистом виде	1	1
5	одного и того же	5	1
6	в том числе и	2	1
7	до тех пор пока	2	1
8	и более или менее	1	1
9	одни и те же	5	1
10	один и тот же	3	1
11	если мы скажем что	1	1
12	не могут быть сведены	1	1
13	и тот и другой	1	1
14	и не было бы	1	1
15	в какой степени не	1	1
16	мы на самом деле	1	1
17	одну и ту же	1	1
18	так же как и	2	1
19	и там и здесь	1	1
20	ни в какой степени	1	1
21	точном смысле этого слова	1	1
22	вызывают к жизни и	1	1
23	одним и тем же	1	1
24	могут быть сведены к	1	1
