N	3gram	Potebnia_M_3	Psycholo
1	для того чтобы	3	19
2	в том что	16	12
3	все то что	1	11
4	о том что	1	10
5	в самом деле	1	7
6	то же самое	1	6
7	на то что	1	6
8	к тому что	2	5
9	на самом деле	1	5
10	и может быть	2	4
11	что он не	3	4
12	друг с другом	1	4
13	том что он	2	3
14	сами по себе	1	3
15	и что в	1	3
16	в том чтобы	2	3
17	в первый раз	1	3
18	смысле этого слова	7	3
19	а b с	4	3
20	заключается в том	1	3
21	то что мы	2	3
22	и т п	2	3
23	до сих пор	3	3
24	за то что	1	3
25	с одной стороны	3	3
26	сама по себе	2	3
27	таким образом что	1	2
28	потому что он	3	2
29	сводится к тому	1	2
30	с другом и	1	2
31	сам по себе	5	2
32	по себе и	1	2
33	вместе с тем	4	2
34	то время как	1	2
35	если бы мы	1	2
36	одна и та	1	2
37	с другой стороны	4	2
38	и той же	2	2
39	именно в том	2	2
40	в этом рассказе	1	2
41	но столь же	1	2
42	таким образом в	1	2
43	с таким образом	1	2
44	в то время	4	2
45	что в ней	2	2
46	этого слова и	2	2
47	не только не	2	2
48	и в самом	2	2
49	до тех пор	1	2
50	одной и той	2	2
51	и та же	1	2
52	к тому же	1	2
53	те же самые	1	2
54	и т д	3	2
55	том что она	1	1
56	и что ни	1	1
57	самом деле в	1	1
58	этой жизни в	1	1
59	что нельзя же	1	1
60	что ни одно	1	1
61	а не в	1	1
62	том что это	1	1
63	потому что нельзя	1	1
64	по отношению к	5	1
65	внешние причины не	1	1
66	равно как и	1	1
67	подобно тому как	2	1
68	был у него	1	1
69	потому что не	3	1
70	мы не можем	2	1
71	b а с	1	1
72	в таком случае	2	1
73	именно то что	2	1
74	тогда и в	1	1
75	по самой своей	1	1
76	если скажем что	1	1
77	так как все	1	1
78	что все эти	1	1
79	его душевной жизни	1	1
80	только то что	1	1
81	из того что	1	1
82	и таким образом	1	1
83	та и другая	1	1
84	то же время	5	1
85	слова в этом	1	1
86	со всех сторон	1	1
87	для нас это	1	1
88	все это в	1	1
89	форму то есть	2	1
90	будем говорить о	1	1
91	много такого что	1	1
92	то что оно	1	1
93	к этому что	1	1
94	и в такой	1	1
95	в художественном произведении	1	1
96	на первый взгляд	1	1
97	в том как	3	1
98	тот способ каким	1	1
99	идеи с одной	1	1
100	в свою очередь	3	1
101	прибавим к этому	1	1
102	из них не	1	1
103	эти два понятия	1	1
104	что это и	1	1
105	тем что в	1	1
106	потому что они	1	1
107	что мы видим	1	1
108	а может быть	1	1
109	что должно было	1	1
110	так относится к	1	1
111	у него в	1	1
112	вместе с ним	1	1
113	бы в том	1	1
114	как все это	1	1
115	не может быть	3	1
116	вовсе не в	1	1
117	смотреть как на	3	1
118	потому что и	2	1
119	ничего общего с	1	1
120	тем и другим	1	1
121	и если бы	1	1
122	но никак не	2	1
123	между тем и	1	1
124	самостоятельное существование и	1	1
125	не только в	4	1
126	могло бы быть	1	1
127	верно потому что	1	1
128	с этой стороны	2	1
129	можно сказать что	2	1
130	с тем и	2	1
131	так же мало	1	1
132	так же и	1	1
133	в то же	5	1
134	как мы уже	1	1
135	самой своей природе	1	1
136	тем самым мы	1	1
137	что этот образ	1	1
138	быть не может	1	1
139	мы тем самым	1	1
140	и в ее	1	1
141	что и в	3	1
142	так или иначе	1	1
143	говорит нам о	1	1
144	формы и содержания	1	1
145	нам кажется что	1	1
