N	2gram	Tiupa_Lite_2	Psycholo
1	то что	7	37
2	и в	19	30
3	в том	10	27
4	что в	4	24
5	и что	2	23
6	потому что	2	23
7	том что	7	21
8	того чтобы	1	20
9	таким образом	1	20
10	все время	1	20
11	для того	2	20
12	как бы	2	19
13	на то	1	17
14	что он	3	17
15	не только	8	16
16	и мы	1	16
17	в этом	9	14
18	в самом	1	14
19	то есть	5	13
20	как раз	2	13
21	так же	1	13
22	в сущности	3	12
23	с одной	7	12
24	одной стороны	6	12
25	вместе с	5	12
26	может быть	17	11
27	что мы	1	11
28	как на	3	11
29	о том	2	10
30	и то	3	9
31	никогда не	3	9
32	и когда	1	9
33	так как	3	9
34	с другой	8	9
35	для этого	2	9
36	не может	9	9
37	самом деле	1	8
38	мы имеем	1	8
39	на деле	1	8
40	что это	1	8
41	он должен	1	8
42	при этом	6	8
43	с тем	2	8
44	не в	4	8
45	сущности говоря	1	8
46	к тому	1	8
47	тому что	1	8
48	того что	5	8
49	а не	20	8
50	могут быть	2	8
51	и т	2	7
52	то же	12	7
53	но не	5	7
54	все же	2	7
55	и как	3	7
56	в нем	3	7
57	точки зрения	4	7
58	в основе	2	7
59	этих двух	1	7
60	героя и	1	7
61	как это	2	7
62	в своем	1	6
63	на этом	2	6
64	как и	10	6
65	никак не	1	6
66	и его	3	6
67	произведение искусства	1	6
68	уже в	2	6
69	тем что	4	6
70	но и	10	6
71	именно в	1	6
72	и не	11	6
73	и для	3	6
74	жизни и	4	6
75	в искусстве	4	6
76	еще не	2	5
77	ответ на	1	5
78	когда он	1	5
79	в себе	6	5
80	в целом	2	5
81	в этой	3	5
82	было бы	2	5
83	рядом с	1	5
84	был бы	2	5
85	только не	1	5
86	же самое	1	5
87	как мы	1	5
88	но в	2	5
89	сводится к	1	5
90	искусства и	1	5
91	один из	4	5
92	дело с	1	5
93	а с	1	5
94	и потому	1	5
95	бы в	1	5
96	другой стороны	4	5
97	в своих	2	5
98	исходит из	1	4
99	в виду	2	4
100	в ней	4	4
101	стороны и	1	4
102	и к	2	4
103	есть не	1	4
104	в них	2	4
105	в своей	1	4
106	из которых	2	4
107	казалось бы	1	4
108	у нас	5	4
109	мысль о	1	4
110	в его	4	4
111	в него	2	4
112	не можем	1	4
113	только на	1	4
114	в конце	2	4
115	должен был	1	4
116	говорит о	1	4
117	прежде всего	4	4
118	в частности	4	4
119	в результате	2	4
120	от него	1	4
121	и все	1	4
122	а в	3	4
123	совершенно справедливо	1	3
124	тем же	3	3
125	в их	3	3
126	той же	2	3
127	мы не	4	3
128	и о	1	3
129	из того	2	3
130	в каждой	2	3
131	и на	6	3
132	в ее	2	3
133	он говорит	1	3
134	как в	1	3
135	и наконец	2	3
136	он не	5	3
137	состоит в	9	3
138	что ни	1	3
139	одно и	2	3
140	можно было	1	3
141	человека в	4	3
142	в другом	3	3
143	это не	1	3
144	мы с	3	3
145	в этих	1	3
146	где мы	1	3
147	но он	1	3
148	и вся	1	3
149	вовсе не	2	3
150	одна из	5	3
151	но только	2	3
152	этом отношении	3	3
153	не могут	1	3
154	данном случае	3	3
155	и говорит	1	3
156	так в	5	3
157	так и	7	3
158	что и	2	3
159	и только	2	3
160	тот же	2	3
