N	2gram	Propp_Russ_2	Problema
1	то что	5	38
2	и не	1	37
3	и в	29	35
4	не только	10	24
5	сказать что	1	24
6	том что	22	19
7	у нас	4	18
8	о том	9	18
9	может быть	13	18
10	в этом	11	17
11	и вообще	1	16
12	настоящее время	1	16
13	но и	8	16
14	в настоящее	1	16
15	только в	1	14
16	не менее	2	13
17	потому что	5	13
18	не может	5	13
19	и что	5	13
20	во всяком	1	13
21	тем не	2	12
22	того что	3	12
23	в том	22	12
24	не просто	1	11
25	не будет	1	11
26	и даже	1	11
27	так что	4	11
28	прежде всего	2	11
29	что в	22	11
30	в таком	4	11
31	и то	2	10
32	говорить о	1	10
33	еще не	6	10
34	всяком случае	1	10
35	ничего не	1	10
36	и с	10	10
37	а не	4	10
38	в данном	6	10
39	тем более	1	10
40	в этой	3	9
41	пока еще	2	9
42	только на	1	9
43	для нас	6	9
44	значение и	1	8
45	все же	2	8
46	в виду	2	8
47	было бы	3	8
48	уже не	4	8
49	при помощи	1	8
50	как раз	1	8
51	совсем не	2	7
52	все эти	3	7
53	того или	1	7
54	те или	1	7
55	и значения	1	7
56	мы не	6	7
57	не имеет	3	7
58	не является	1	7
59	в конце	1	7
60	так и	1	7
61	в его	1	7
62	так как	13	7
63	этом случае	6	7
64	и т	5	6
65	мы и	1	6
66	с другой	2	6
67	к сожалению	1	6
68	относится к	1	6
69	но в	5	6
70	на то	1	6
71	т д	5	6
72	что все	1	6
73	был бы	1	6
74	а а	8	6
75	как будто	1	6
76	когда мы	2	6
77	можно сказать	1	6
78	в виде	4	6
79	а именно	3	6
80	о чем	4	6
81	но это	1	6
82	и для	2	6
83	в то	2	6
84	то же	4	5
85	между собой	2	5
86	по своему	1	5
87	отнюдь не	1	5
88	с этим	2	5
89	в самом	1	5
90	с другими	3	5
91	как и	11	5
92	представление о	5	5
93	и более	1	5
94	связи с	2	5
95	будто бы	5	5
96	и это	1	5
97	как мы	3	5
98	данном случае	7	5
99	можно было	2	5
100	и на	6	5
101	без всякой	1	5
102	с одной	2	5
103	одной стороны	2	5
104	другой стороны	1	5
105	так же	4	5
106	кроме того	2	5
107	и все	4	5
108	на самом	2	4
109	и есть	1	4
110	этой теории	1	4
111	что если	1	4
112	не был	2	4
113	но не	5	4
114	не все	4	4
115	в своем	1	4
116	и как	2	4
117	более или	1	4
