N	2gram	Nazirov_Tv_1	Problema
1	и в	21	44
2	вовсе не	5	37
3	и не	7	35
4	не есть	1	35
5	то есть	12	34
6	может быть	5	28
7	по себе	1	25
8	потому что	5	25
9	то что	8	23
10	в том	7	21
11	только в	5	19
12	а не	5	18
13	в этом	6	17
14	также и	1	16
15	если мы	1	16
16	даже и	1	16
17	сказать что	2	16
18	не только	7	14
19	и даже	3	14
20	и т	3	13
21	то же	13	13
22	т д	1	13
23	не в	2	13
24	но в	7	12
25	том что	11	12
26	так что	2	12
27	то это	1	10
28	отнюдь не	5	10
29	так и	2	10
30	как и	12	10
31	тем не	2	10
32	не менее	6	10
33	у нас	1	10
34	в виду	2	10
35	но и	3	10
36	не имеет	1	9
37	в нем	3	9
38	и с	3	9
39	это не	4	9
40	и тем	2	9
41	в то	15	9
42	и это	1	9
43	никак не	1	9
44	в его	13	9
45	что и	2	9
46	что он	6	9
47	так как	3	9
48	в данном	2	9
49	как бы	17	9
50	же самое	1	9
51	таким образом	5	9
52	и от	4	9
53	перед нами	2	8
54	в себе	2	8
55	он не	8	8
56	было бы	1	8
57	ни в	1	8
58	но это	5	8
59	как раз	1	8
60	связи с	1	8
61	того что	3	8
62	при помощи	2	8
63	что же	1	8
64	художественное произведение	1	8
65	что в	12	8
66	это и	3	7
67	в связи	1	7
68	на самом	3	7
69	все эти	1	7
70	мы должны	1	7
71	указывает на	1	7
72	данном случае	2	7
73	с ним	3	7
74	и что	1	7
75	с другой	3	7
76	значит что	2	7
77	уже не	3	7
78	мы находим	2	7
79	не может	4	7
80	в целом	4	6
81	все же	5	6
82	и к	1	6
83	о том	6	6
84	и если	1	6
85	у пушкина	2	6
86	то ни	1	6
87	но если	3	6
88	но только	2	6
89	никогда не	3	6
90	для этого	1	6
91	можно сказать	2	6
92	сами по	1	6
93	в виде	3	6
94	жизни и	3	6
95	и есть	1	5
96	есть не	2	5
97	еще не	1	5
98	в своем	4	5
99	хотя и	3	5
100	с тем	1	5
101	и сам	1	5
102	в своей	4	5
103	тем самым	7	5
104	и его	6	5
105	и о	1	5
106	в ней	2	5
107	и здесь	1	5
108	крайней мере	2	5
109	с той	1	5
110	только на	2	5
111	то и	1	5
112	гораздо более	2	5
113	в конце	1	5
114	не было	1	5
115	по крайней	2	5
116	так же	3	5
117	как в	8	5
118	да и	1	5
119	все это	10	5
120	а в	6	5
121	другой стороны	1	5
122	в таком	1	5
123	не что	1	4
124	не имеют	4	4
125	мы уже	1	4
126	время как	1	4
127	что иное	1	4
128	но даже	1	4
129	он сам	6	4
130	иное как	1	4
131	бы то	1	4
132	в чем	2	4
133	при этом	7	4
134	же касается	1	4
135	заключается в	1	4
136	тоже есть	1	4
137	на первый	1	4
138	самое время	2	4
139	тому что	1	4
140	дело в	3	4
141	и притом	2	4
142	только с	1	4
143	есть только	1	4
144	отличается от	1	4
145	в ее	1	4
146	это вовсе	1	4
147	ней же	1	4
148	же и	2	4
149	тем что	1	4
150	же деле	1	4
151	нас в	1	4
152	на этот	1	4
153	это значит	1	4
154	самом же	1	4
155	или в	2	4
156	в искусстве	1	4
157	же как	1	3
158	то в	2	3
159	выражается в	1	3
160	говорить о	1	3
161	и ее	1	3
162	но не	3	3
163	в настоящем	2	3
164	в художественном	1	3
165	кроме того	1	3
166	и как	4	3
167	в самом	3	3
168	что это	1	3
169	в этой	5	3
170	говорят о	1	3
171	пушкина и	1	3
172	конце концов	1	3
173	свою собственную	1	3
174	идеи и	1	3
175	что у	1	3
176	но все	1	3
177	значение в	1	3
178	об этом	2	3
179	его в	1	3
180	первую очередь	1	3
181	о которых	1	3
182	все равно	1	3
183	и тогда	1	3
184	не значит	1	3
185	что такое	1	3
186	себе а	1	3
187	но эта	1	3
188	это является	1	3
189	в таких	1	3
190	человека но	3	3
191	находятся в	1	3
192	как будто	5	3
193	если же	1	3
194	она не	1	3
195	с самим	1	3
196	каждый раз	1	3
197	том или	1	3
198	во всей	2	3
199	не так	3	3
200	этот вопрос	1	3
201	вся эта	1	3
202	в качестве	2	3
203	самом деле	2	3
204	уже в	3	3
205	а это	1	3
206	для него	6	3
207	могло бы	1	3
208	отличие от	2	3
209	жизни а	1	3
210	очень много	1	3
211	что для	2	3
212	прежде всего	4	3
213	его как	2	3
214	в первую	1	3
215	жизнь в	1	3
216	ни на	3	3
217	это есть	1	3
218	самого себя	1	3
219	с этой	1	3
220	слова и	1	3
221	это уже	5	3
222	и все	6	3
223	из себя	2	3
224	тем более	1	3
225	хотя бы	5	3
226	ни было	1	3
227	же в	1	3
228	точно так	2	3
229	и другие	3	3
230	к тому	2	3
231	к их	1	2
232	того же	2	2
233	говорилось выше	1	2
234	и до	1	2
235	его не	1	2
236	именно здесь	1	2
237	мы имеем	1	2
238	с большим	1	2
239	и самим	1	2
240	не был	3	2
241	нам представляется	1	2
242	во всех	1	2
243	совсем не	1	2
244	не то	2	2
245	отвлеченной мысли	1	2
246	него с	1	2
247	и будет	2	2
248	в известном	1	2
249	первый взгляд	1	2
250	с этим	1	2
251	когда он	2	2
252	это тоже	1	2
253	себе не	2	2
254	для ее	1	2
255	в которой	3	2
256	он в	1	2
257	а может	1	2
258	предмет а	1	2
259	всех этих	1	2
260	что все	3	2
261	же не	1	2
262	а как	2	2
263	л толстой	1	2
264	для них	1	2
265	он и	1	2
266	жизни но	1	2
267	в этих	2	2
268	ли можно	1	2
269	в котором	6	2
270	в их	3	2
271	не столько	2	2
272	в отличие	2	2
273	от себя	1	2
274	образом и	1	2
275	и более	1	2
276	однако в	2	2
277	если нет	1	2
278	единственный способ	1	2
279	в отношении	1	2
280	дело не	3	2
281	в процессе	1	2
282	в основе	2	2
283	но что	1	2
284	действительности но	1	2
285	в самой	1	2
286	что их	1	2
287	и по	3	2
288	как она	1	2
289	со своим	1	2
290	и искусства	1	2
291	однако это	1	2
292	могут быть	2	2
293	что оно	1	2
294	с ее	3	2
295	настоящее время	2	2
296	только то	1	2
297	жизнь и	1	2
298	в настоящее	1	2
299	трактуется как	1	2
300	и многих	1	2
301	это было	1	2
302	переходит в	2	2
303	но с	1	2
304	только он	1	2
305	даже если	1	2
306	который в	3	2
307	по мнению	3	2
308	произведения то	1	2
309	с одной	1	2
310	себя в	1	2
311	и у	2	2
312	в нашей	2	2
313	нас и	1	2
314	из них	2	2
315	гоголя и	2	2
316	между прочим	1	2
317	от типа	1	2
318	само собой	1	2
319	нет нужды	1	2
320	правды и	1	2
321	до сих	1	2
322	именно в	2	2
323	чем он	1	2
324	а с	1	2
325	он только	1	2
326	в поисках	1	2
327	о чем	1	2
328	когда она	1	2
329	с людьми	1	2
330	в частности	2	2
331	эти слова	2	2
332	вместе с	2	2
333	как это	1	2
334	по своему	1	2
335	и всей	1	2
336	сих пор	1	2
337	о его	1	2
338	пока еще	1	2
339	при таком	1	2
340	ее и	2	2
341	но когда	1	2
342	от него	1	2
343	вот это	1	2
344	своих героев	3	2
345	только что	2	2
346	все они	1	2
347	героя в	1	2
348	это в	3	2
349	значения этого	1	1
350	от этой	1	1
351	одним из	4	1
352	дальше некуда	1	1
353	в русских	1	1
354	рассматривается как	1	1
355	основан на	1	1
356	чего не	1	1
357	в первом	2	1
358	оно было	1	1
359	от которых	1	1
360	действительности и	2	1
361	и этот	1	1
362	уже по	1	1
363	той же	3	1
364	из всех	4	1
365	отличается и	1	1
366	не изображал	1	1
367	на первом	2	1
368	что если	1	1
369	прямом смысле	1	1
370	из главнейших	1	1
371	для раскрытия	1	1
372	человеческие чувства	1	1
373	не вполне	1	1
374	он вовсе	1	1
375	ночи в	1	1
376	в медном	1	1
377	и он	2	1
378	большей частью	1	1
379	который может	1	1
380	не нужно	2	1
381	и на	7	1
382	между собой	1	1
383	мысли и	4	1
384	принцип художественного	1	1
385	одну свою	1	1
386	своего рода	4	1
387	есть о	1	1
388	нужно рассматривать	1	1
389	он говорит	3	1
390	и всякий	1	1
391	не все	1	1
392	вообще как	1	1
393	а если	1	1
394	а и	1	1
395	с какой-нибудь	1	1
396	котором говорилось	1	1
397	в истории	1	1
398	до его	1	1
399	в этот	1	1
400	или иную	1	1
401	человеком в	1	1
402	сливается с	3	1
403	из жизни	1	1
404	к необходимости	1	1
405	поскольку в	1	1
406	учение о	1	1
407	собой в	2	1
408	но его	2	1
409	чем его	1	1
410	сливаются в	1	1
411	тому же	1	1
412	как он	1	1
413	но на	1	1
414	и специальной	1	1
415	у а	1	1
416	на его	3	1
417	т ii	2	1
418	связанные с	1	1
419	образность и	1	1
420	а просто	1	1
421	о которой	1	1
422	перестает быть	1	1
423	и когда	2	1
424	добродетель и	2	1
425	и читателя	1	1
426	этого вопроса	1	1
427	не к	1	1
428	собой не	1	1
429	в образе	1	1
430	находим у	1	1
431	что она	2	1
432	здесь мы	2	1
433	отнюдь нет	1	1
434	и чтобы	1	1
435	первой главе	1	1
436	в него	2	1
437	бы нам	1	1
438	то все	1	1
439	время у	3	1
440	более широком	1	1
441	делает его	1	1
442	за ней	1	1
443	в жизни	2	1
444	в них	1	1
445	далеко не	3	1
446	в своих	5	1
447	духовной жизни	1	1
448	едва только	1	1
449	в один	2	1
450	и того	2	1
451	во время	1	1
452	в войне	1	1
453	отрыве от	1	1
454	более близкий	1	1
455	по-разному в	1	1
456	на месте	1	1
457	представление о	3	1
458	дается в	1	1
459	войне и	1	1
460	представлений о	2	1
461	и останется	1	1
462	но он	2	1
463	в прямом	1	1
464	ведь этот	1	1
465	почему-то не	1	1
466	даже в	3	1
467	имел в	1	1
468	изоляции от	1	1
469	в одно	2	1
470	что с	1	1
471	вплоть до	1	1
472	дня и	1	1
473	деле это	1	1
474	и другое	1	1
475	которого он	2	1
476	мы все	1	1
477	и имеет	1	1
478	только не	1	1
479	казалось бы	1	1
480	к вопросу	1	1
481	природы в	1	1
482	и метафоры	1	1
483	к ней	2	1
484	в другую	1	1
485	он хочет	1	1
486	на него	1	1
487	и гоголя	2	1
488	однако этого	1	1
489	до того	1	1
490	исторического процесса	1	1
491	в нее	1	1
492	вот в	2	1
493	такие же	1	1
494	не могут	1	1
495	и часто	1	1
496	мало чем	1	1
497	героев и	3	1
498	бы он	1	1
499	анализа в	1	1
500	и свое	1	1
501	оно не	1	1
502	того самого	1	1
503	времени но	1	1
504	ни даже	1	1
505	более не	2	1
506	быть может	2	1
507	не принимать	1	1
508	внимание на	1	1
509	но при	1	1
510	это само	1	1
511	глава iii	1	1
