N	2gram	Potebnia_M_2	Tvorches
1	и в	24	21
2	как бы	9	17
3	в то	6	15
4	то же	12	13
5	времени в	1	13
6	в его	2	13
7	то есть	30	12
8	как и	7	12
9	же время	2	12
10	что в	16	12
11	с его	2	11
12	том что	8	11
13	все это	2	10
14	как в	10	8
15	он не	1	8
16	то что	20	8
17	и на	8	7
18	но в	4	7
19	не только	15	7
20	при этом	13	7
21	тем самым	4	7
22	во многом	1	7
23	у него	2	7
24	и не	19	7
25	в том	18	7
26	в свою	6	7
27	в этом	8	6
28	человека в	3	6
29	в котором	4	6
30	не менее	5	6
31	и его	2	6
32	о том	5	6
33	и все	3	6
34	что он	4	6
35	для него	10	6
36	а в	8	6
37	все же	5	5
38	таким образом	11	5
39	вовсе не	9	5
40	в своих	1	5
41	потому что	49	5
42	только в	11	5
43	может быть	23	5
44	а не	18	5
45	но это	3	5
46	это уже	1	5
47	хотя бы	2	5
48	человека и	3	4
49	не имеют	2	4
50	из всех	1	4
51	и как	6	4
52	в целом	3	4
53	в человеке	4	4
54	это не	3	4
55	мысли и	1	4
56	времени и	1	4
57	человек по	1	4
58	прежде всего	7	4
59	не может	12	4
60	и от	3	4
61	один из	2	4
62	одним из	1	4
63	я и	1	3
64	ту же	1	3
65	и т	6	3
66	на самом	2	3
67	той же	3	3
68	что я	1	3
69	со всеми	1	3
70	хотя и	3	3
71	в самом	4	3
72	сливается с	1	3
73	в нем	9	3
74	первой части	1	3
75	на земле	1	3
76	и по	2	3
77	в каждом	2	3
78	что все	2	3
79	и с	1	3
80	и других	2	3
81	далеко не	3	3
82	в их	1	3
83	место в	4	3
84	самого начала	2	3
85	дело в	1	3
86	никогда не	4	3
87	стремится к	1	3
88	он видит	1	3
89	с самого	2	3
90	с ним	5	3
91	в ту	1	3
92	того что	7	3
93	который в	1	3
94	по мнению	1	3
95	во времени	2	3
96	уже не	4	3
97	уже в	5	3
98	не так	3	3
99	так как	10	3
100	в которой	5	3
101	с другой	6	3
102	но и	9	3
103	что человек	1	3
104	к человеку	1	3
105	ни на	1	3
106	но не	12	3
107	для человека	1	3
108	просто не	1	3
109	это как	1	3
110	но если	2	3
111	жизни и	1	3
112	ее в	1	3
113	так же	2	3
114	вряд ли	3	2
115	в нашей	2	2
116	того же	14	2
117	самом деле	2	2
118	некоторые из	1	2
119	на деле	3	2
120	а как	1	2
121	есть не	5	2
122	но она	3	2
123	в ней	3	2
124	в отличие	1	2
125	в чем	7	2
126	не то	2	2
127	если в	3	2
128	отличие от	1	2
129	человек может	1	2
130	в одной	1	2
131	же с	1	2
132	как к	1	2
133	что как	1	2
134	и наконец	1	2
135	то в	1	2
136	в себе	10	2
137	что она	3	2
138	тем не	6	2
139	так сказать	4	2
140	отношений между	3	2
141	страдания и	1	2
142	не будет	1	2
143	о котором	2	2
144	известно что	1	2
145	и тем	3	2
146	такой же	4	2
147	и того	6	2
148	в этих	3	2
149	не во	2	2
150	не столько	2	2
151	каждом человеке	1	2
152	не в	13	2
153	самое время	1	2
154	в пространстве	2	2
155	но он	2	2
156	по крайней	5	2
157	т п	3	2
158	между людьми	1	2
159	и время	1	2
160	одна из	4	2
161	и притом	3	2
162	но только	2	2
163	к ней	2	2
164	могут быть	8	2
165	к тому	1	2
166	в с	1	2
167	где он	1	2
168	в жизни	2	2
169	с каким	2	2
170	мысль о	7	2
171	в себя	2	2
172	на том	1	2
173	так и	5	2
174	об этом	1	2
175	во второй	1	2
176	быть может	7	2
177	стремление к	2	2
178	можно сказать	1	2
179	слова из	1	2
180	и та	1	2
181	одного из	1	2
182	что его	3	2
183	переходит в	1	2
184	что и	11	2
185	крайней мере	5	2
186	вслед за	3	2
187	значит что	1	2
188	тот же	5	2
189	наше время	1	2
190	человека с	1	2
191	так что	10	2
192	же и	1	2
193	и у	3	2
194	при помощи	1	2
195	из них	5	2
196	мы находим	2	2
197	только на	1	2
198	именно в	1	2
199	что не	5	2
200	влияние на	4	2
201	от мысли	1	2
202	что для	3	2
203	зависит от	2	2
204	его как	1	2
205	было в	2	2
206	вместе с	11	2
207	эти слова	1	2
208	в первой	1	2
209	время не	1	2
210	я от	1	2
211	перед нами	1	2
212	в наше	1	2
213	в одно	8	2
214	или в	2	2
215	из себя	2	2
216	только что	3	2
217	сказать что	2	2
218	себе не	4	2
219	и человек	3	2
220	к этому	2	2
221	точно так	9	2
222	ли можно	1	1
223	к их	1	1
224	в движение	2	1
225	чтобы не	1	1
226	он произносит	1	1
227	с требованиями	2	1
228	переход от	1	1
229	но тем	3	1
230	и есть	2	1
231	нам кажется	4	1
232	чего не	2	1
233	и впечатления	2	1
234	первом акте	1	1
235	и до	1	1
236	выражается в	2	1
237	которое может	2	1
238	уже по	1	1
239	мы уже	1	1
240	человеческой природы	2	1
241	что если	6	1
242	в зародыше	1	1
243	единство и	1	1
244	движение в	1	1
245	время как	4	1
246	принадлежит к	1	1
247	но даже	3	1
248	то это	3	1
249	не совсем	3	1
250	вкусами и	1	1
251	род человеческий	1	1
252	и самого	1	1
253	одно из	3	1
254	еще не	4	1
255	между собой	1	1
256	но за	1	1
257	столь же	5	1
258	бы то	1	1
259	во всех	7	1
260	сознания а	1	1
261	тем как	2	1
262	в создании	3	1
263	совсем не	2	1
264	видит в	1	1
265	друг на	1	1
266	по отношению	2	1
267	а и	5	1
268	тогда как	10	1
269	что так	1	1
270	и каждому	1	1
271	в истории	1	1
272	мы лучше	1	1
273	не согласиться	1	1
274	с этим	7	1
275	для создания	1	1
276	найти в	1	1
277	светом в	1	1
278	у своих	1	1
279	в мысли	5	1
280	что по	1	1
281	его к	1	1
282	один ряд	1	1
283	в действительности	2	1
284	значит сделать	1	1
285	нет никакой	1	1
286	этой цели	1	1
287	в этот	1	1
288	представлял себе	1	1
289	при таком	1	1
290	к чему	1	1
291	бы и	1	1
292	что это	3	1
293	цели а	1	1
294	он в	1	1
295	все эти	2	1
296	так в	4	1
297	в известном	1	1
298	становится понятно	1	1
299	нас на	2	1
300	человеке и	1	1
301	этого образа	1	1
302	имеем в	1	1
303	тому же	1	1
304	человек не	1	1
305	и если	4	1
306	очень важную	1	1
307	связанные с	2	1
308	т д	3	1
309	а просто	1	1
310	чем для	1	1
311	перестает быть	2	1
312	но само	1	1
313	всех этих	2	1
314	как средство	1	1
315	не повторяет	1	1
316	к одному	1	1
317	не к	1	1
318	за один	1	1
319	важную роль	1	1
320	своего пути	1	1
321	с чувством	1	1
322	между человеком	1	1
323	на этом	2	1
324	заключает в	4	1
325	в нее	4	1
326	а вместе	4	1
327	повторяет в	1	1
328	то ни	1	1
329	он обладал	1	1
330	же не	1	1
331	им как	1	1
332	же касается	1	1
333	его не	3	1
334	на все	3	1
335	его в	3	1
336	это было	2	1
337	заключается в	1	1
338	в глазах	1	1
339	было бы	13	1
340	то все	4	1
341	следует рассматривать	1	1
342	жизни именно	1	1
343	приходит в	1	1
344	нам по	2	1
345	в огонь	1	1
346	самого образования	1	1
347	ни в	1	1
348	но мы	3	1
349	в них	5	1
350	о которых	3	1
351	с этой	1	1
352	с тем	4	1
353	на друга	1	1
354	и уже	5	1
355	до степени	1	1
356	и чего	1	1
357	жизни но	1	1
358	чем в	1	1
359	можно считать	1	1
360	и прямо	1	1
361	о которой	3	1
362	одного и	6	1
363	остаться на	2	1
364	свою собственную	1	1
365	что такое	2	1
366	же это	1	1
367	можно выразиться	1	1
368	быть названы	1	1
369	человеком и	1	1
370	склонности к	1	1
371	не от	5	1
372	бы что	2	1
373	от себя	2	1
374	всякий раз	1	1
375	но эта	1	1
376	впечатления от	2	1
377	в прямом	1	1
378	такое решение	1	1
379	и более	1	1
380	том же	1	1
381	по себе	15	1
382	тому что	2	1
383	с развитием	1	1
384	а от	3	1
385	этого движения	1	1
386	в таких	1	1
387	что с	2	1
388	вместе и	5	1
389	и другое	4	1
390	что ему	2	1
391	не имеет	6	1
392	к этим	1	1
393	на него	3	1
394	в процессе	1	1
395	и имеет	1	1
396	в нас	3	1
397	в игру	1	1
398	взглядом на	1	1
399	до своего	1	1
400	нельзя не	1	1
401	все свои	2	1
402	в самой	3	1
403	всего на	1	1
404	глядя на	1	1
405	это описание	1	1
406	как она	1	1
407	и чувства	2	1
408	его собственное	2	1
409	для осуществления	1	1
410	до того	1	1
411	до первого	1	1
412	входят в	3	1
413	только с	1	1
414	одним словом	4	1
415	что связывает	1	1
416	человек должен	1	1
417	у нас	2	1
418	начиная с	1	1
419	к себе	1	1
420	не могут	7	1
421	но все	2	1
422	в других	4	1
423	принимается за	1	1
424	смысл итак	1	1
425	содержание в	1	1
426	что оно	4	1
427	бы он	1	1
428	что на	3	1
429	указывает на	2	1
430	мысли о	4	1
431	не есть	6	1
432	имеет место	2	1
433	оно не	3	1
434	и это	2	1
435	того самого	2	1
436	эта мысль	1	1
437	и о	1	1
438	он вовсе	1	1
439	ним при	1	1
440	свою очередь	6	1
441	внимание на	2	1
442	но при	1	1
443	в ее	1	1
444	к нам	2	1
445	другой стороны	2	1
446	в собственном	2	1
447	прийти на	1	1
448	только не	1	1
449	только то	1	1
450	мы наблюдаем	1	1
451	если они	1	1
452	что у	2	1
453	что может	2	1
454	утверждает что	1	1
455	бы самое	1	1
456	по мере	5	1
457	к языку	4	1
458	в таком	4	1
459	связанное с	1	1
460	движения и	2	1
461	каждый раз	1	1
462	и здесь	2	1
463	от самосознания	1	1
464	никак не	1	1
465	и что	4	1
466	что каждый	1	1
467	и просто	1	1
468	все его	1	1
469	но когда	1	1
470	самому себе	1	1
471	кажется что	3	1
472	нас в	2	1
473	мы понимаем	1	1
474	существования в	2	1
475	связь между	2	1
476	испуг и	1	1
477	к нему	1	1
478	между тем	6	1
479	от них	3	1
480	была бы	1	1
481	при исследовании	1	1
482	вообще и	2	1
483	движения в	2	1
484	и самые	1	1
485	действительности не	1	1
486	т с	18	1
487	бесконечное разнообразие	1	1
488	как он	4	1
489	с гораздо	1	1
490	с ними	3	1
491	и действительно	1	1
492	по закону	1	1
493	по времени	3	1
494	их не	1	1
495	делает его	1	1
496	с одной	4	1
497	по всей	1	1
498	человека к	1	1
499	знал что	1	1
500	от одной	1	1
501	для всех	1	1
502	если мы	3	1
503	то и	9	1
504	человек говорит	1	1
505	по законам	1	1
506	не все	2	1
507	но с	1	1
508	а это	2	1
509	в душе	23	1
510	его и	1	1
511	мы знаем	2	1
512	к мысли	2	1
513	могло бы	1	1
514	в одном	6	1
515	сами по	7	1
516	оно так	1	1
517	к ним	1	1
