N	3gram	Tiupa_Disk_1	Formalny
1	с точки зрения	1	13
2	то же время	4	8
3	в то же	3	8
4	более или менее	2	6
5	на самом деле	1	6
6	до сих пор	1	6
7	в свою очередь	3	6
8	не может быть	3	5
9	по отношению к	9	4
10	одной стороны и	2	4
11	с одной стороны	9	4
12	во всяком случае	1	4
13	так и в	1	4
14	прежде всего в	1	3
15	по аналогии с	1	3
16	нет и не	1	2
17	и не может	1	2
18	как и все	1	2
19	сами по себе	2	2
20	в строгом смысле	1	2
21	в большинстве случаев	1	2
22	в том чтобы	2	2
23	в связи с	1	2
24	в целом ряде	1	2
25	того или иного	1	2
26	в этом пункте	1	2
27	из виду что	1	2
28	не сводится к	2	2
29	в истории литературы	1	2
30	до настоящего времени	1	2
31	произведение в его	1	2
32	как мы видели	1	2
33	во внутреннем мире	1	1
34	в целом его	1	1
35	в произведении как	1	1
36	состоит в том	2	1
37	не говоря уже	2	1
38	и может быть	1	1
39	самой литературы в	1	1
40	же время и	1	1
41	в этом смысле	1	1
42	в том и	1	1
43	как раз и	1	1
44	смысле можно говорить	1	1
45	тот или иной	2	1
46	и заключается в	1	1
47	говоря уже о	2	1
48	хотя бы и	1	1
49	в том что	13	1
50	в этом отношении	1	1
51	том числе и	2	1
52	в противном случае	1	1
53	вместе с тем	1	1
54	не могло быть	1	1
55	в целом и	1	1
56	в данном случае	2	1
57	дистанцию по отношению	1	1
58	и в то	1	1
59	еще не было	1	1
60	тем более не	1	1
61	в отличие от	4	1
62	в процессе становления	2	1
63	может и должен	1	1
64	и как бы	3	1
65	можно указать на	1	1
66	а не как	1	1
67	так и от	1	1
68	их отношении к	1	1
69	в новое время	1	1
70	с другой стороны	3	1
71	и в том	1	1
72	именно в том	1	1
73	как и всякий	1	1
74	по себе не	2	1
75	может и не	1	1
76	науке о литературе	2	1
77	своего исторического существования	1	1
78	и не должно	1	1
79	в своей основе	1	1
80	с самого начала	1	1
81	но отнюдь не	2	1
82	но все же	1	1
83	прежде всего это	1	1
84	один из важнейших	1	1
85	заключается в том	1	1
86	в том числе	2	1
87	тех или иных	1	1
88	тем не менее	1	1
89	в их отношении	1	1
90	сводится к одной	1	1
91	по своей природе	2	1
