N	2gram	Bakhtin_Fr_1	Hudozhes
1	том что	6	16
2	и в	65	14
3	так и	10	13
4	не только	10	12
5	при этом	6	12
6	о том	2	12
7	в том	16	12
8	а не	1	12
9	в себе	3	11
10	в этом	15	11
11	прежде всего	11	11
12	в своей	5	10
13	для него	5	10
14	то же	1	9
15	как и	5	9
16	что он	3	9
17	у него	1	9
18	по отношению	1	8
19	в этой	4	8
20	как в	5	8
21	то что	3	8
22	же время	1	8
23	ничего не	3	8
24	в его	9	8
25	между тем	5	8
26	отношению к	1	8
27	в то	1	8
28	еще не	6	7
29	это не	3	7
30	своего рода	1	7
31	не в	4	7
32	к тому	2	7
33	уже не	3	7
34	именно в	1	7
35	не может	3	7
36	как бы	22	7
37	человека в	1	6
38	было бы	1	6
39	никогда не	6	6
40	жизни в	5	6
41	что в	3	6
42	самом деле	3	5
43	с его	5	5
44	человеческих отношений	2	5
45	но в	14	5
46	об этом	1	5
47	точки зрения	7	5
48	не менее	1	5
49	и его	10	5
50	потому что	5	5
51	к себе	2	5
52	и он	2	5
53	можно было	1	5
54	во второй	2	5
55	только в	7	5
56	друг друга	3	5
57	может быть	6	5
58	но и	10	5
59	в частности	5	5
60	к жизни	2	5
61	интерес к	2	5
62	в этих	2	5
63	одновременно и	2	5
64	жизни и	7	5
65	мы уже	12	4
66	в ней	6	4
67	в своем	8	4
68	и к	4	4
69	в самом	4	4
70	на то	1	4
71	он не	2	4
72	и с	3	4
73	несмотря на	2	4
74	с ним	3	4
75	она не	1	4
76	по своей	3	4
77	связи с	4	4
78	в духе	8	4
79	и это	2	4
80	можно сказать	2	4
81	того что	2	4
82	один из	1	4
83	из них	4	4
84	в конце	1	4
85	как раз	3	4
86	не было	1	4
87	и все	5	4
88	человеческой жизни	1	4
89	и от	2	4
90	речь идет	1	3
91	по преимуществу	1	3
92	с точки	3	3
93	на тех	2	3
94	видит в	1	3
95	говорить о	1	3
96	и на	11	3
97	в ее	3	3
98	как к	1	3
99	все же	6	3
100	но он	1	3
101	в нем	13	3
102	и по	2	3
103	на этом	1	3
104	лишь в	1	3
105	его в	7	3
106	с этим	1	3
107	даже в	3	3
108	и смерти	1	3
109	в своих	5	3
110	такой же	1	3
111	возвращается к	1	3
112	все эти	10	3
113	себе самому	2	3
114	тем что	1	3
115	этом отношении	3	3
116	что при	1	3
117	как мы	6	3
118	того чтобы	1	3
119	в пределах	1	3
120	приводит к	2	3
121	еще в	1	3
122	о нем	3	3
123	это в	4	3
124	рассказы и	1	3
125	же в	2	3
126	в литературе	6	3
127	но не	2	3
128	во введении	3	3
129	и даже	8	3
130	со стороны	1	3
131	превращается в	5	3
132	то и	1	3
133	однако и	1	3
134	в связи	1	3
135	по своему	8	3
136	и для	2	3
137	но одновременно	3	3
138	от него	2	3
139	в таком	2	3
140	говоря о	1	2
141	например в	2	2
142	на самом	6	2
143	оно было	1	2
