N	2gram	Losev_Prob_2	EvropaiE
1	и в	35	37
2	в отношении	4	32
3	в пределах	1	25
4	точки зрения	2	23
5	что в	11	21
6	не только	24	18
7	в то	6	16
8	то же	5	15
9	хотя бы	12	15
10	в своем	4	14
11	но в	6	14
12	в качестве	2	14
13	но и	16	14
14	и не	37	14
15	в этом	17	12
16	в их	3	11
17	в области	6	11
18	в том	12	11
19	с и	2	10
20	так и	7	10
21	отнюдь не	5	9
22	в себе	5	9
23	только в	14	9
24	прежде всего	11	9
25	все более	1	9
26	не может	13	9
27	так же	5	9
28	т е	1	9
29	в смысле	1	9
30	думать что	1	8
31	было бы	8	8
32	к тому	3	8
33	между тем	1	8
34	с одной	5	8
35	одной стороны	5	8
36	также и	12	7
37	нам кажется	2	7
38	а также	2	7
39	того что	12	7
40	так как	7	7
41	с другой	6	7
42	как и	5	7
43	по своему	5	7
44	между прочим	1	7
45	может быть	18	6
46	и на	5	6
47	во всех	2	6
48	стороны и	4	6
49	на то	6	6
50	то есть	39	6
51	том что	19	6
52	того чтобы	2	6
53	вовсе не	37	6
54	для того	3	6
55	в последние	2	6
56	и даже	11	6
57	как бы	4	6
58	то что	38	6
59	же как	1	5
60	которую мы	1	5
61	столь же	1	5
62	но не	4	5
63	не в	2	5
64	и по	3	5
65	но если	4	5
66	тем самым	7	5
67	как мы	5	5
68	одной из	1	5
69	в виде	6	5
70	со стороны	1	5
71	от этого	1	5
72	в частности	5	5
73	и потому	1	5
74	в той	2	5
75	как нам	2	5
76	то в	1	4
77	мы не	7	4
78	вопрос о	3	4
79	но даже	3	4
80	в некотором	1	4
81	в ней	2	4
82	независимо от	2	4
83	в самом	5	4
84	во многих	2	4
85	то ни	3	4
86	того или	7	4
87	несмотря на	3	4
88	чем в	1	4
89	лежат в	1	4
90	в предыдущем	1	4
91	даже в	2	4
92	не имеет	7	4
93	и притом	3	4
94	той или	5	4
95	бы то	2	4
96	по себе	8	4
97	можно сказать	6	4
98	тем более	10	4
99	именно в	1	4
100	ни было	1	4
101	само по	2	4
102	или иной	5	4
103	не на	1	4
104	мира в	1	4
105	как это	1	4
106	для нас	9	4
107	сказать что	24	4
108	или иного	5	4
109	в каком	4	4
110	в сфере	1	3
111	бы и	7	3
112	на себя	1	3
113	и со	1	3
114	время в	1	3
115	в общем	4	3
116	как в	1	3
117	и к	3	3
118	или иную	1	3
119	представляет собой	2	3
120	в известном	1	3
121	вообще не	4	3
122	значительная часть	1	3
123	мы можем	6	3
124	не будет	11	3
125	и мы	2	3
126	этом смысле	5	3
127	и тем	4	3
128	в них	2	3
129	с тем	3	3
130	в которых	1	3
131	можно ли	6	3
132	никогда не	1	3
133	потому что	13	3
134	уже и	3	3
135	ли это	2	3
136	по нашему	1	3
137	во все	2	3
138	можно было	5	3
139	о том	18	3
140	место в	1	3
141	что и	2	3
142	и только	4	3
143	известном смысле	1	3
144	всяком случае	10	3
145	различия в	1	3
146	в данной	1	3
147	ту или	1	3
148	себе в	2	3
149	в известной	1	3
150	к ним	1	3
151	тем что	4	3
152	этом отношении	1	3
153	и прежде	2	3
154	говорит о	1	3
155	ни на	1	3
156	в данном	10	3
157	не является	7	3
158	и для	6	3
159	и от	3	3
160	в результате	4	3
161	мира и	1	3
162	обстоит дело	1	3
163	ее в	1	3
164	как на	2	3
165	в таком	11	3
166	во всяком	13	3
167	и то	10	2
168	по преимуществу	2	2
169	что эти	1	2
170	ведь и	2	2
171	должна быть	1	2
172	и этот	3	2
173	есть не	6	2
174	что если	4	2
175	именно к	1	2
176	и другая	1	2
177	не нужно	3	2
178	на них	1	2
179	между собой	5	2
180	он сам	3	2
181	а тем	3	2
182	но как	6	2
183	друг от	2	2
184	которые они	1	2
185	и чем	1	2
186	можно производить	1	2
187	в истории	3	2
188	его на	1	2
189	поскольку они	1	2
190	с этим	5	2
191	хотя и	3	2
192	и как	4	2
193	есть ли	1	2
194	что это	1	2
195	в этой	9	2
196	в случае	3	2
197	и если	3	2
198	но именно	4	2
199	он не	2	2
200	на одну	1	2
201	и еще	1	2
202	отношений между	1	2
203	в силу	1	2
204	какой бы	1	2
205	таким образом	4	2
206	это значит	4	2
207	и с	10	2
208	заключается в	4	2
209	с другими	5	2
210	все другие	2	2
211	для них	3	2
212	далеко не	4	2
213	нас к	1	2
214	в своих	3	2
215	такой же	1	2
216	и того	3	2
217	в этих	4	2
218	или точнее	3	2
219	представление о	5	2
220	и более	5	2
221	тому чтобы	1	2
222	при условии	6	2
223	она не	3	2
224	тогда когда	3	2
225	на язык	1	2
226	могут стать	1	2
227	по своей	1	2
228	как будто	6	2
229	что на	4	2
230	в порядке	1	2
231	не могут	4	2
232	утверждать что	2	2
233	но по	1	2
234	которого мы	1	2
235	от друга	2	2
236	как не	1	2
237	говоря уже	4	2
238	данном случае	5	2
239	во многом	1	2
240	наше внимание	1	2
241	если бы	4	2
242	и поэтому	2	2
243	и та	1	2
244	и что	13	2
245	есть область	1	2
246	кажется что	1	2
247	в значительной	3	2
248	и во	1	2
249	к нему	2	2
250	в его	7	2
251	во всей	1	2
252	и можно	3	2
253	мы должны	3	2
254	но с	1	2
255	же к	1	2
256	этот вопрос	1	2
257	в какой	1	2
258	и теперь	1	2
259	есть в	4	2
260	не можем	4	2
261	если в	1	2
262	при помощи	8	2
263	в одном	1	2
264	значение только	2	2
265	а именно	6	2
266	будет ли	1	2
267	каких бы	1	2
268	как же	4	2
269	только к	1	2
270	нашему мнению	1	2
271	а не	10	2
272	не означает	1	2
273	и тут	4	2
274	что все	6	2
275	вместе с	2	2
276	относятся к	3	2
277	или по	4	2
278	что же	9	2
279	для понимания	1	2
280	или хотя	2	2
281	и таким	1	2
282	или в	2	2
283	то не	3	2
284	и все	5	2
285	бы в	3	2
286	еще более	2	2
287	и наконец	3	2
288	же в	1	2
289	а в	4	2
290	даже при	1	2
291	не есть	33	2
292	не говоря	4	2
293	другой стороны	5	2
294	частности в	2	2
295	и эта	1	2
296	существует только	2	1
297	ту же	1	1
298	и т	6	1
299	мы здесь	3	1
300	в тех	2	1
301	некоторые из	1	1
302	и это	5	1
303	многих отношениях	1	1
304	но тем	1	1
305	в чисто	1	1
