N	2gram	Voloshinov_1	Tvorches
1	и в	12	20
2	не только	4	13
3	никогда не	5	11
4	как бы	13	11
5	таким образом	12	10
6	в то	2	10
7	в его	2	10
8	и его	13	9
9	там же	1	9
10	и не	10	9
11	при этом	6	8
12	и с	3	8
13	в том	6	8
14	может быть	14	8
15	в этом	4	8
16	прежде всего	8	8
17	но и	3	8
18	то же	5	7
19	это не	2	7
20	же время	1	7
21	наряду с	1	7
22	не может	16	7
23	что в	2	7
24	из подполья	1	6
25	в целом	1	6
26	как и	5	6
27	в своей	3	6
28	так и	4	6
29	у него	1	6
30	именно в	1	6
31	а не	5	6
32	в основном	2	6
33	все это	3	6
34	например в	1	5
35	еще не	3	5
36	и на	4	5
37	но не	2	5
38	все же	4	5
39	то есть	1	5
40	о том	3	5
41	в творчестве	3	5
42	но это	2	5
43	так же	3	5
44	мы не	3	4
45	все эти	3	4
46	что они	1	4
47	отнюдь не	5	4
48	как в	5	4
49	хотя и	1	4
50	когда он	3	4
51	но в	5	4
52	не в	4	4
53	что она	1	4
54	если бы	9	4
55	ничего не	2	4
56	в чем	2	4
57	в лице	1	4
58	в душе	2	4
59	творчестве достоевского	1	4
60	и потому	2	4
61	героя в	1	4
62	том что	5	4
63	же как	1	3
64	по мнению	1	3
65	самой своей	1	3
66	с большим	1	3
67	а с	1	3
68	по отношению	11	3
69	в одной	1	3
70	отношению к	11	3
71	в себе	3	3
72	в нем	6	3
73	он не	2	3
74	его в	4	3
75	и мы	1	3
76	но уже	1	3
77	в самом	4	3
78	в котором	3	3
79	место в	2	3
80	и это	1	3
81	с ним	3	3
82	до сих	3	3
83	между тем	3	3
84	уже не	4	3
85	для него	3	3
86	у нее	1	3
87	так как	9	3
88	то что	5	3
89	и др	5	3
90	что не	4	3
91	вместе с	2	3
92	с этой	2	3
93	сих пор	3	3
94	нет ничего	2	3
95	не является	1	3
96	но зато	2	3
97	жизни в	1	3
98	к этому	2	3
99	в таком	1	3
100	самом деле	3	2
101	от этой	2	2
102	по преимуществу	1	2
103	проникает в	1	2
104	и он	1	2
105	в ее	1	2
106	в истории	1	2
107	нас за	1	2
108	и наконец	3	2
109	имеет в	3	2
110	но эта	1	2
111	отказывается от	1	2
112	бы не	2	2
113	очень важным	1	2
114	тому же	2	2
115	во многих	1	2
116	едва ли	2	2
117	лице ее	1	2
118	и по	3	2
119	том же	1	2
120	при помощи	1	2
121	или наконец	1	2
122	которой он	1	2
123	такой же	2	2
124	в такой	3	2
125	что я	1	2
126	точку зрения	2	2
127	для определения	1	2
128	между людьми	1	2
129	не менее	3	2
130	как о	1	2
131	на него	2	2
132	в процессе	6	2
133	в русской	1	2
134	он еще	1	2
135	другой стороны	2	2
136	у нас	1	2
137	могут быть	2	2
138	опираясь на	2	2
139	включает и	1	2
140	же не	1	2
141	действия и	2	2
142	сводится к	1	2
143	и что	2	2
144	и только	1	2
145	крайней мере	1	2
146	всяком случае	1	2
147	все время	6	2
148	в литературе	4	2
149	к которому	1	2
150	только в	6	2
151	и ее	3	2
152	точка зрения	3	2
153	себя в	1	2
154	уже в	2	2
155	героя с	1	2
156	для анализа	1	2
157	в виде	1	2
158	или даже	1	2
159	его и	1	2
160	не так	2	2
161	в одном	1	2
162	вовсе не	1	2
163	друг друга	1	2
164	этой задачи	1	2
165	рядом с	1	2
166	с другой	4	2
167	не было	1	2
168	это прежде	1	2
169	зависит от	2	2
170	по крайней	1	2
171	и вообще	3	2
172	в частности	1	2
173	так мы	1	2
174	несравненно более	2	2
175	из этой	1	2
176	на ранних	1	2
177	но прежде	1	2
178	только для	1	2
179	и тогда	1	2
180	более того	2	2
181	это уже	1	2
182	в окончательном	1	2
183	себя на	1	2
184	в основе	1	2
185	с другими	2	2
186	связь с	2	2
187	но если	1	2
188	героя и	5	2
189	и без	1	2
190	из этого	3	2
191	включает в	1	2
192	но эти	1	2
193	в искусстве	1	2
194	во всяком	1	2
195	ту же	1	1
196	художественного произведения	7	1
197	как его	1	1
198	не остается	2	1
199	а между	1	1
200	есть форма	1	1
201	это и	1	1
202	из его	1	1
203	мы уже	1	1
204	со всех	2	1
205	и значение	2	1
206	что уже	1	1
207	метафорическое выражение	1	1
208	до минимума	1	1
209	и стиль	1	1
210	не вполне	1	1
211	на себя	1	1
212	всех сторон	1	1
213	свою очередь	1	1
214	литературы и	4	1
215	между собой	2	1
216	к целому	1	1
217	с его	2	1
218	во всех	1	1
219	к которой	1	1
220	сознания не	1	1
221	менее всего	1	1
222	в жизни	5	1
223	отношение к	4	1
224	стал бы	1	1
225	общего с	2	1
226	этой стороны	2	1
227	перед нами	1	1
228	как уже	2	1
229	его к	2	1
230	и к	4	1
231	более глубокую	1	1
232	можно в	1	1
233	сливается с	2	1
234	что это	1	1
235	позиции автора	1	1
236	думать что	1	1
237	бы подобна	1	1
238	высшей степени	1	1
239	эта последняя	2	1
240	к одному	1	1
241	не к	3	1
242	и вот	1	1
243	извне как	2	1
244	и независимо	1	1
245	можно было	1	1
246	слова не	1	1
247	совпадают с	1	1
248	что все	1	1
249	ценности и	1	1
250	входит в	1	1
251	было бы	1	1
252	по себе	3	1
253	ни в	3	1
254	для них	1	1
255	из нее	1	1
256	в них	3	1
257	за пределами	1	1
258	несмотря на	1	1
259	мы видели	1	1
260	им не	2	1
261	должно быть	1	1
262	остается в	1	1
263	в этих	2	1
264	о ком	2	1
265	всего нужно	1	1
266	это делает	1	1
267	признать что	1	1
268	и о	1	1
269	является только	1	1
270	и более	3	1
271	и относительно	1	1
272	произведения в	1	1
273	с так	1	1
274	зрения и	1	1
275	автора и	2	1
276	по мере	1	1
277	суждения о	1	1
278	она не	2	1
279	в обоих	1	1
280	дело в	4	1
281	осталось в	1	1
282	героев и	2	1
283	чем не	1	1
284	к поэзии	1	1
285	она должна	1	1
286	поэт и	1	1
287	и является	4	1
288	же он	1	1
289	как будто	1	1
290	в области	1	1
291	виде какой-нибудь	1	1
292	записок из	1	1
293	эта же	1	1
294	в момент	2	1
295	стороны и	2	1
296	не могут	1	1
297	и вполне	2	1
298	как только	2	1
299	к тому	1	1
300	что оно	1	1
301	на это	2	1
302	если же	2	1
303	ничего общего	1	1
304	с собственной	1	1
305	именно эту	1	1
306	как мы	1	1
307	и художественное	1	1
308	но при	1	1
309	на основе	1	1
310	характер и	1	1
311	восприятие художественного	1	1
312	только то	1	1
313	в себя	2	1
314	с самого	1	1
315	то время	1	1
316	в пределах	3	1
317	человека для	1	1
318	умирает в	1	1
