N	2gram	Bakhtin_Pr_1	Tvorches
1	и в	38	21
2	как бы	22	17
3	в то	4	15
4	то же	5	13
5	из подполья	1	13
6	в его	43	13
7	то есть	46	12
8	как и	7	12
9	же время	3	12
10	что в	7	12
11	с его	2	11
12	том что	3	11
13	все это	3	10
14	в романе	4	10
15	как в	4	8
16	он не	3	8
17	то что	8	8
18	и на	3	7
19	но в	4	7
20	не только	9	7
21	при этом	5	7
22	тем самым	4	7
23	и не	42	7
24	в том	8	7
25	в свою	2	7
26	в этом	15	6
27	в творчестве	1	6
28	человека в	2	6
29	в котором	2	6
30	не менее	4	6
31	и его	16	6
32	о том	4	6
33	и все	3	6
34	что он	2	6
35	для него	1	6
36	а в	6	6
37	жизни в	1	6
38	преступление и	1	5
39	отнюдь не	19	5
40	все же	6	5
41	в этой	1	5
42	таким образом	10	5
43	вовсе не	2	5
44	в своих	2	5
45	только в	13	5
46	творчестве достоевского	1	5
47	может быть	26	5
48	а не	5	5
49	но это	3	5
50	это уже	1	5
51	хотя бы	4	5
52	человека и	1	4
53	не имеют	2	4
54	из всех	1	4
55	конечном счете	4	4
56	в своем	5	4
57	и как	8	4
58	в целом	3	4
59	это не	5	4
60	в своей	7	4
61	мысли и	1	4
62	в мире	3	4
63	в конечном	4	4
64	одной из	3	4
65	прежде всего	13	4
66	на эту	1	4
67	в момент	1	4
68	не может	27	4
69	и от	3	4
70	и т	14	3
71	на самом	4	3
72	это и	1	3
73	я не	2	3
74	время в	1	3
75	со всеми	3	3
76	хотя и	3	3
77	в самом	7	3
78	в нем	15	3
79	в россии	2	3
80	в каждом	2	3
81	что все	2	3
82	и с	17	3
83	и других	2	3
84	на протяжении	1	3
85	далеко не	5	3
86	в их	10	3
87	место в	8	3
88	человека но	1	3
89	дело в	2	3
90	никогда не	5	3
91	приходит к	1	3
92	с ее	1	3
93	и другие	2	3
94	в дальнейшем	3	3
95	с ним	5	3
96	того что	2	3
97	который в	1	3
98	уже не	1	3
99	в виде	2	3
100	в которой	1	3
101	связан с	1	3
102	и даже	3	3
103	с другой	7	3
104	но и	9	3
105	подхода к	2	3
106	но не	12	3
107	не существует	1	3
108	это как	1	3
109	но если	1	3
110	жизни и	1	3
111	это в	1	3
112	так же	1	3
113	себя как	5	2
114	в нашей	2	2
115	самом деле	6	2
116	в первом	1	2
117	действительности и	3	2
118	а как	3	2
119	есть не	2	2
120	но она	2	2
121	и он	2	2
122	в ней	4	2
123	в отличие	5	2
124	не нужно	5	2
125	в чем	2	2
126	если в	1	2
127	отличие от	5	2
128	человек может	1	2
129	как к	2	2
130	и наконец	6	2
131	в материал	1	2
132	то в	1	2
133	и внутреннего	1	2
134	можно не	1	2
135	в себе	4	2
136	тем не	3	2
137	в принципе	1	2
138	здесь мы	2	2
139	о котором	2	2
140	действительности в	2	2
141	и тем	3	2
142	в данном	4	2
143	в один	1	2
144	в этих	2	2
145	не во	2	2
146	в философском	1	2
147	не в	7	2
148	но он	1	2
149	т п	13	2
150	однако в	1	2
151	одна из	2	2
152	в основе	5	2
153	личности в	1	2
154	могут быть	5	2
155	к тому	1	2
156	протяжении всего	1	2
157	в виду	4	2
158	данном случае	4	2
159	в в	1	2
160	в себя	2	2
161	город как	1	2
162	приводит к	3	2
163	на том	1	2
164	так и	5	2
165	здесь нет	2	2
166	этой концепции	1	2
167	можно сказать	2	2
168	из других	1	2
169	настоящее время	1	2
170	что и	2	2
171	во всей	1	2
172	и мир	2	2
173	в двух	2	2
174	человека с	1	2
175	и у	2	2
176	из них	1	2
177	был бы	1	2
178	только на	1	2
179	этой проблемы	1	2
180	именно в	1	2
181	что не	4	2
182	до конца	1	2
183	с которым	1	2
184	его как	3	2
185	человека как	2	2
186	было в	1	2
187	в частности	2	2
188	вместе с	1	2
189	до этого	1	2
190	согласии с	1	2
191	в него	2	2
192	еще более	1	2
193	отношениями между	1	2
194	или в	2	2
195	ее и	1	2
196	ибо в	2	2
197	только что	1	2
198	не знает	3	2
199	сказать что	4	2
200	себе не	2	2
201	к этому	2	2
202	достоевского имеет	1	1
203	и завершается	2	1
204	в сфере	1	1
205	к их	1	1
206	живет на	1	1
207	и есть	2	1
208	чего не	1	1
209	лежащая в	1	1
210	оно было	2	1
211	места в	1	1
212	от которых	1	1
213	сделать художественное	1	1
214	которое может	1	1
215	также и	3	1
216	мы уже	1	1
217	их и	2	1
218	мы имеем	2	1
219	лежит на	1	1
220	как единство	1	1
221	единство и	2	1
222	искусстве мы	3	1
223	время как	1	1
224	говорить о	3	1
225	что иное	1	1
226	не совсем	1	1
227	что можно	1	1
228	и самого	1	1
229	себе а	1	1
230	еще не	7	1
231	иное как	1	1
232	столь же	2	1
233	бы то	3	1
234	во всех	11	1
235	тем как	5	1
236	это имеет	1	1
237	создается не	1	1
238	видит в	1	1
239	действия и	1	1
240	к слову	1	1
241	по отношению	21	1
242	что так	1	1
243	эстетическое значение	1	1
244	в истории	2	1
245	превращает его	1	1
246	для создания	1	1
247	своем творчестве	1	1
248	найти в	1	1
249	в художественном	20	1
250	более и	1	1
251	кроме того	3	1
252	и где	1	1
253	целый ряд	1	1
254	как уже	1	1
255	что по	1	1
256	к этой	1	1
257	завершение в	2	1
258	и к	3	1
259	в действительности	1	1
260	отнесены к	2	1
261	от своей	1	1
262	к чему	2	1
263	бы и	1	1
264	что это	2	1
265	всего романа	1	1
266	формы в	1	1
267	все эти	5	1
268	им в	1	1
269	и те	2	1
270	если он	1	1
271	вследствие этого	3	1
272	и если	1	1
273	видит и	1	1
274	чем обычно	1	1
275	из общего	1	1
276	да и	3	1
277	т д	1	1
278	города но	1	1
279	для еще	1	1
280	перестает быть	4	1
281	всех этих	1	1
282	к одному	1	1
283	этого вопроса	1	1
284	не к	6	1
285	душу и	1	1
286	и вот	1	1
287	на этом	2	1
288	его можно	1	1
289	есть единство	2	1
290	в нее	1	1
291	подход к	1	1
292	то ни	3	1
293	человек а	1	1
294	значение в	1	1
295	его не	2	1
296	его в	9	1
297	это было	1	1
298	в глазах	1	1
299	было бы	8	1
300	форму и	2	1
301	война и	1	1
302	ни в	11	1
303	для них	1	1
304	в них	5	1
305	о которых	2	1
306	выражают его	1	1
307	все равно	1	1
308	их взаимоотношения	1	1
309	с тем	1	1
310	и уже	1	1
311	нигде не	1	1
312	до степени	2	1
313	иногда в	1	1
314	чем в	2	1
315	и прямо	1	1
316	остаться на	1	1
317	на первый	2	1
318	можно только	6	1
319	и ее	2	1
320	центр тяжести	2	1
321	но которые	2	1
322	к предмету	1	1
323	лишь со	1	1
324	бы что	1	1
325	как одна	1	1
326	на первой	1	1
327	сам же	1	1
328	но эта	1	1
329	быть определен	1	1
330	образом и	1	1
331	в философии	1	1
332	и правильное	1	1
333	и более	2	1
334	том же	2	1
335	по себе	1	1
336	тому что	1	1
337	этой области	2	1
338	какие бы	1	1
339	несколько часов	1	1
340	этого движения	1	1
341	вплоть до	1	1
342	в таких	2	1
343	что эта	2	1
344	что с	1	1
345	в смысле	1	1
346	героям в	1	1
347	здесь лишь	1	1
348	не имеет	9	1
349	что их	1	1
350	на него	3	1
351	в процессе	1	1
352	в плане	7	1
353	мы все	1	1
354	ибо эта	1	1
355	движется не	1	1
356	и снова	1	1
357	все свои	1	1
358	слово и	2	1
359	как формы	1	1
360	не вполне	2	1
361	действительности но	2	1
362	в самой	2	1
363	эта действительность	1	1
364	на себя	1	1
365	что называют	1	1
366	того в	1	1
367	со своим	1	1
368	на некоторые	1	1
369	до того	1	1
370	исторического процесса	1	1
371	и искусства	2	1
372	входят в	3	1
373	только с	1	1
374	душе его	1	1
375	эстетика в	1	1
376	в области	11	1
377	ли это	1	1
378	и сохраняет	1	1
379	содержания как	2	1
380	у нас	2	1
381	уже о	1	1
382	к себе	2	1
383	конкретное и	1	1
384	не могут	2	1
385	в других	4	1
386	переход в	1	1
387	содержание в	7	1
388	по возможности	1	1
389	что оно	2	1
390	не есть	6	1
391	анализа в	1	1
392	имеет место	5	1
393	оно не	3	1
394	она не	2	1
395	его художественной	1	1
396	и это	3	1
397	и о	5	1
398	свою очередь	1	1
399	отношения и	2	1
400	всего этого	1	1
401	в ее	4	1
402	другой стороны	4	1
403	культуры и	3	1
404	мы наблюдаем	1	1
405	однако эта	1	1
406	что у	1	1
407	особенно в	2	1
408	полном согласии	1	1
409	момента и	1	1
410	которая в	1	1
411	к языку	1	1
412	в таком	3	1
413	автора к	1	1
414	чистоте и	1	1
415	о войне	1	1
416	движения и	2	1
417	каждый раз	1	1
418	и здесь	2	1
419	и должно	3	1
420	мы имеет	1	1
421	он живет	1	1
422	и что	2	1
423	них совершенно	1	1
424	нас в	1	1
425	мы понимаем	1	1
426	вопросу о	1	1
427	в эстетической	1	1
428	в которую	1	1
429	к нему	10	1
430	между тем	7	1
431	от них	2	1
432	она прекрасно	1	1
433	уже чисто	1	1
434	была бы	2	1
435	не чувствует	1	1
436	эти два	1	1
437	автор как	2	1
438	нуждается в	2	1
439	как эстетически	1	1
440	человека из	1	1
441	язык в	2	1
442	вообще и	1	1
443	движения в	1	1
444	резко отличается	1	1
445	нем и	2	1
446	все время	1	1
447	один момент	1	1
448	в современной	2	1
449	есть является	1	1
450	как он	1	1
451	с ними	4	1
452	к чисто	1	1
453	и действительно	1	1
454	почти всего	1	1
455	всех его	4	1
456	широте и	1	1
457	с одной	3	1
458	всегда с	1	1
459	вся эта	1	1
460	и тела	2	1
461	себя в	2	1
462	характерной для	1	1
463	для всех	1	1
464	не все	2	1
465	но с	3	1
466	это характерно	1	1
467	слова не	3	1
468	в душе	1	1
469	мышления и	1	1
470	его и	1	1
471	разума и	1	1
472	глаза и	1	1
473	свою свободу	1	1
474	себя все	2	1
475	в одном	1	1
476	сами по	1	1
477	и со	1	1
478	ее не	1	1
479	к ним	1	1
480	но что	1	1
481	отметить что	7	1
482	и понимающий	1	1
483	тем что	2	1
484	даже и	1	1
485	не было	2	1
486	понимая под	1	1
487	же деле	1	1
488	и стремление	1	1
489	без всякой	2	1
490	с другим	1	1
491	до сих	1	1
492	город и	1	1
493	однако это	1	1
494	к которому	4	1
495	души и	2	1
496	себя и	3	1
497	исходит из	1	1
498	что бы	1	1
499	самом же	1	1
500	одной стороны	3	1
501	связи с	2	1
502	а на	1	1
503	на этот	1	1
504	а наоборот	1	1
505	не на	5	1
506	есть лишь	3	1
507	так называемой	1	1
508	о чем	1	1
509	и я	1	1
510	идет в	1	1
511	только я	1	1
512	с помощью	7	1
513	именно поэтому	2	1
514	тенденцией к	1	1
515	связь с	3	1
516	единый мир	1	1
517	как это	2	1
518	свои права	1	1
519	становится просто	2	1
520	ибо это	1	1
521	если так	1	1
522	по своему	1	1
523	в область	3	1
524	нашу задачу	1	1
525	есть только	2	1
526	находятся в	1	1
527	и всей	1	1
528	сравнительно с	1	1
529	критики и	1	1
530	слова и	3	1
531	художественное произведение	8	1
532	его преодоление	2	1
533	сих пор	1	1
534	отличается от	2	1
535	же самое	2	1
536	является как	2	1
537	в полном	1	1
538	к вопросу	1	1
539	определяет выбор	1	1
540	в более	4	1
541	форм и	2	1
542	и часто	1	1
543	живет и	1	1
544	искусства как	2	1
545	в связи	2	1
546	в настоящее	1	1
547	от него	3	1
548	понята как	1	1
549	чтобы его	2	1
550	мы должны	2	1
551	все они	5	1
552	я в	1	1
553	ни было	3	1
554	хотя в	1	1
555	в искусстве	12	1
556	отношении к	1	1
557	быть понята	2	1
558	всеми его	1	1
559	с людьми	1	1
560	его ибо	1	1
561	и содержание	3	1
562	может и	4	1
563	этот вопрос	1	1
564	только как	6	1
565	от всех	4	1
566	равно как	1	1
567	к его	2	1
568	но этот	1	1
569	жизни а	1	1
570	не что	1	1
571	отношению к	19	1
572	этот момент	2	1
573	в какой	2	1
