N	2gram	Medvedev_F_3	Myshleni
1	и речи	2	38
2	точки зрения	16	26
3	таким образом	18	26
4	в том	7	24
5	и в	27	23
6	том что	4	21
7	в целом	4	20
8	с точки	14	18
9	в этом	18	17
10	того чтобы	5	17
11	то что	8	17
12	не только	9	16
13	так же	9	16
14	говорит он	5	15
15	того что	3	15
16	для того	4	15
17	как и	14	14
18	может быть	25	14
19	но и	10	14
20	в его	7	14
21	что в	8	14
22	с помощью	8	13
23	в развитии	1	12
24	не может	24	12
25	сказать что	3	11
26	как бы	8	11
27	в отношении	2	10
28	с другой	6	10
29	прежде всего	4	10
30	внутренней речи	2	9
31	и с	3	9
32	между тем	7	9
33	в качестве	1	9
34	одной стороны	1	9
35	другой стороны	5	9
36	вместе с	6	9
37	и не	30	9
38	не является	5	9
39	то же	15	8
40	самого начала	1	8
41	в процессе	15	8
42	в основе	3	8
43	с самого	1	8
44	и на	3	8
45	с одной	1	8
46	мы не	4	7
47	по отношению	3	7
48	в самом	11	7
49	в этой	2	7
50	с тем	7	7
51	в то	7	7
52	и ее	6	7
53	так как	9	7
54	что он	6	7
55	отношению к	3	7
56	же как	3	6
57	в сущности	2	6
58	все это	7	6
59	столь же	3	6
60	к слову	1	6
61	независимо от	5	6
62	с этим	1	6
63	в себе	3	6
64	лишь в	9	6
65	и тем	3	6
66	с этой	1	6
67	и его	19	6
68	о том	4	6
69	учения о	1	6
70	связь между	4	6
71	все время	6	6
72	только в	8	6
73	мы можем	4	6
74	тем что	5	6
75	от того	2	6
76	именно в	1	6
77	потому что	7	6
78	собственном смысле	1	5
79	из того	1	5
80	между собой	4	5
81	бы в	6	5
82	в собственном	1	5
83	и как	4	5
84	но в	6	5
85	на то	1	5
86	он не	1	5
87	и более	3	5
88	если бы	12	5
89	тем самым	1	5
90	для этого	2	5
91	по себе	4	5
92	тому что	3	5
93	всех тех	1	5
94	целом и	1	5
95	как мы	8	5
96	к действительности	1	5
97	и что	3	5
98	можно сказать	3	5
99	так и	21	5
100	что для	1	5
101	слова и	4	5
102	что мы	1	5
103	и все	8	5
104	мы должны	2	5
105	из этого	4	5
