N	2gram	Losev_Prob_1	Narrotol
1	не только	17	31
2	но и	9	27
3	и не	31	23
4	при этом	6	19
5	может быть	14	15
6	в качестве	2	14
7	как и	3	13
8	а не	15	13
9	а в	4	13
10	в этом	19	12
11	только в	7	12
12	и в	32	11
13	в данном	9	11
14	и его	3	10
15	такого рода	7	10
16	то есть	33	9
17	то что	42	9
18	то же	10	8
19	не может	8	8
20	данном случае	8	8
21	в том	9	8
22	уже не	3	8
23	со стороны	1	8
24	но в	14	7
25	том что	12	7
26	если бы	4	7
27	на протяжении	1	7
28	в самом	6	6
29	не в	4	6
30	в этой	10	6
31	в себе	15	6
32	тому же	1	6
33	об этом	10	6
34	к тому	3	6
35	у чехова	2	6
36	одного из	1	6
37	во втором	1	6
38	в его	6	6
39	как бы	14	6
40	один из	4	6
41	как раз	13	6
42	или в	4	6
43	а также	4	6
44	жизни и	1	6
45	и на	8	5
46	той или	5	5
47	перед нами	5	5
48	так и	12	5
49	точки зрения	3	5
50	в своей	8	5
51	тем самым	4	5
52	потому что	16	5
53	на другой	1	5
54	можно сказать	5	5
55	действующих лиц	2	5
56	то в	5	4
57	в первом	2	4
58	на себя	2	4
59	еще не	9	4
60	с его	2	4
61	но не	9	4
62	как в	4	4
63	все же	1	4
64	хотя и	6	4
65	из этих	2	4
66	в нем	13	4
67	из них	3	4
68	по себе	15	4
69	и тем	13	4
70	вплоть до	1	4
71	в то	6	4
72	одна из	1	4
73	того чтобы	9	4
74	никогда не	7	4
75	в сознании	5	4
76	что на	1	4
77	о том	11	4
78	внимание на	1	4
79	к нему	3	4
80	в литературе	4	4
81	того что	7	4
82	для него	2	4
83	событие и	1	4
84	или иной	5	4
85	прежде всего	10	4
86	о чем	6	4
87	мира в	1	4
88	и конца	1	4
89	однако и	3	4
90	в третьем	1	4
91	или не	3	4
92	имеет место	1	4
93	также и	11	3
94	и то	6	3
95	самом деле	6	3
96	едва ли	2	3
97	мы имеем	2	3
98	мы не	2	3
99	он сам	2	3
100	но как	6	3
101	в своем	5	3
102	и как	6	3
103	но именно	3	3
104	он не	3	3
105	для того	8	3
106	подобно тому	2	3
107	и с	2	3
108	это не	6	3
109	начала и	1	3
110	в жизни	3	3
111	себя внимание	1	3
112	и ее	8	3
113	тем не	18	3
114	их в	4	3
115	однако в	2	3
116	не менее	19	3
117	о них	1	3
118	как будто	3	3
119	этом отношении	1	3
120	знак который	3	3
121	у нас	14	3
122	начиная с	1	3
123	и о	8	3
124	сводится к	1	3
125	о нем	3	3
126	его жизни	1	3
127	лишь в	1	3
128	между тем	2	3
129	человеческого опыта	1	3
130	что он	7	3
131	могло бы	1	3
132	не говорит	1	3
133	именно в	4	3
134	при всей	1	3
135	не было	4	3
136	как это	6	3
137	тому как	2	3
138	в начале	1	3
139	но для	3	3
140	не является	5	3
141	не существует	6	3
142	и все	7	3
143	что в	12	3
144	именно эта	1	2
145	переход от	1	2
146	тем же	1	2
147	иным как	1	2
148	и для	4	2
149	в сущности	2	2
150	и самого	1	2
151	в чем	3	2
152	события в	1	2
153	друг на	1	2
154	для обозначения	4	2
155	если в	1	2
156	отнюдь не	10	2
157	в известном	1	2
158	раз в	1	2
159	нам как	1	2
160	на то	8	2
161	в случае	3	2
162	о смерти	1	2
163	и еще	3	2
164	одно и	1	2
165	человека в	1	2
166	не будет	2	2
167	а по	1	2
168	а его	1	2
169	входит в	4	2
170	это было	2	2
171	для них	2	2
172	все равно	5	2
173	тот самый	1	2
174	на друга	1	2
175	он и	8	2
176	в москве	1	2
177	и тогда	1	2
178	и того	2	2
179	в этих	3	2
180	сих пор	3	2
181	она не	2	2
182	не имеет	2	2
183	дело в	3	2
184	и сама	2	2
185	дело не	1	2
186	казалось бы	4	2
187	ничего не	10	2
188	этих двух	1	2
189	и является	7	2
190	связи с	5	2
191	ни о	5	2
192	же самое	9	2
193	оно не	3	2
194	как мы	7	2
195	у себя	1	2
196	с ее	1	2
197	здесь не	7	2
198	другой стороны	3	2
199	в пределах	1	2
200	внутреннюю жизнь	1	2
201	что может	2	2
202	особенно в	2	2
203	по мере	1	2
204	с ним	3	2
205	имеем дело	1	2
206	никак не	4	2
207	до сих	3	2
208	с другой	3	2
209	времени в	1	2
210	нас в	2	2
211	тем или	3	2
212	и только	4	2
213	не сводится	1	2
214	от этих	1	2
215	же в	4	2
216	известном смысле	1	2
217	чем он	1	2
218	он уже	1	2
219	всяком случае	3	2
220	который в	1	2
221	себя в	1	2
222	только на	4	2
223	его и	1	2
224	сами по	3	2
225	в конце	6	2
226	не о	2	2
227	друг друга	1	2
228	мы можем	4	2
229	каждый из	1	2
230	нами не	1	2
231	и даже	11	2
232	в области	2	2
233	в результате	2	2
234	на ее	1	2
235	было и	1	2
236	и притом	4	2
237	что не	3	2
238	только от	1	2
239	что мы	13	2
240	если не	4	2
241	вместе с	2	2
242	к его	2	2
243	и столь	1	2
244	по своему	9	2
245	да и	3	2
246	слов в	1	2
247	быть и	3	2
248	о его	2	2
249	в связи	4	2
250	и от	1	2
251	в году	1	2
252	которая в	1	2
253	тот кто	2	2
254	но зато	1	2
255	сливаются в	3	2
256	хотя бы	3	2
257	только что	2	2
258	в романе	1	2
259	сказать что	13	2
260	чем иным	1	2
261	в таком	9	2
262	во всяком	7	2
263	он стоит	2	1
264	и т	11	1
265	одним из	1	1
266	о каких	1	1
267	же как	2	1
268	чтобы не	1	1
269	не знаем	1	1
270	сам по	7	1
271	на самом	6	1
272	только потому	3	1
273	в стороне	1	1
274	и есть	6	1
275	сказано и	1	1
276	и до	2	1
277	различные и	1	1
278	сам автор	1	1
279	речь здесь	1	1
280	нельзя назвать	1	1
281	по его	2	1
282	мы уже	5	1
283	он ничего	1	1
284	из всех	1	1
285	например в	2	1
286	что между	1	1
287	не приходится	1	1
288	говоря и	1	1
289	этом не	1	1
290	героя этой	1	1
291	то и	6	1
292	что иное	2	1
293	но даже	1	1
294	мы и	4	1
295	этого термина	4	1
296	что согласно	1	1
297	из которых	1	1
298	значит и	2	1
299	он существует	1	1
300	он был	1	1
301	иное как	2	1
302	быть в	1	1
303	бы то	1	1
304	без которого	3	1
305	сказать и	3	1
306	этого героя	1	1
307	мы будем	2	1
308	а только	5	1
309	не то	2	1
310	тут же	1	1
311	преступление и	1	1
312	свое существование	1	1
313	и я	1	1
314	к истинному	1	1
315	явление природы	1	1
316	с этим	3	1
317	что ее	1	1
318	еще и	5	1
319	и к	1	1
320	самом начале	1	1
321	в действительности	3	1
322	в противоположность	1	1
323	это то	1	1
324	для которого	3	1
325	еще на	1	1
326	в которой	2	1
327	картины в	1	1
328	что это	3	1
329	ни один	1	1
330	за это	1	1
331	тут и	1	1
332	бы не	1	1
333	во многих	2	1
334	этом что	1	1
335	тоже не	7	1
336	ни одна	1	1
337	что к	2	1
338	бы желая	1	1
339	особенно важно	1	1
340	что даже	1	1
341	видим и	1	1
342	имеются только	1	1
343	но ведь	3	1
344	как он	4	1
345	но на	1	1
