N	2gram	Voloshinov_1	DiskursI
1	в себе	9	19
2	при этом	9	17
3	в этом	10	16
4	как и	10	16
5	и в	38	16
6	в качестве	4	16
7	может быть	13	16
8	и не	14	15
9	а не	6	14
10	то есть	4	12
11	и т.п	21	12
12	в частности	3	12
13	но в	5	11
14	представляет собой	2	11
15	в мире	2	11
16	но и	13	11
17	со стороны	1	10
18	не только	27	10
19	том что	3	10
20	так и	6	9
21	не может	12	9
22	как в	2	8
23	в том	2	8
24	но не	2	7
25	в нем	4	7
26	ни в	1	7
27	не менее	1	7
28	прежде всего	21	7
29	то же	14	6
30	еще не	3	6
31	с его	7	6
32	себя в	4	6
33	отнюдь не	10	6
34	все же	7	6
35	в своей	2	6
36	тем самым	7	6
37	по своей	2	6
38	в своих	2	6
39	и на	6	5
40	в своем	1	5
41	в противоположность	1	5
42	в то	9	5
43	с другой	1	5
44	же время	7	5
45	что в	1	5
46	для него	3	5
47	то что	8	5
48	а с	5	5
49	ни к	2	5
50	я и	2	4
51	и то	3	4
52	в этой	6	4
53	роль в	3	4
54	человека в	2	4
55	в основе	2	4
56	потому что	5	4
57	этом отношении	2	4
58	о том	4	4
59	одного из	1	4
60	в одном	3	4
61	как бы	28	4
62	не является	5	4
63	мира и	1	4
64	точки зрения	10	4
65	к этому	2	4
66	также и	2	3
67	например в	1	3
68	чего не	1	3
69	принадлежит к	1	3
70	столь же	1	3
71	перед нами	3	3
72	и как	9	3
73	и наконец	5	3
74	все эти	2	3
75	всей своей	1	3
76	из этих	1	3
77	он не	2	3
78	внутренней речи	18	3
79	в другом	1	3
80	его в	4	3
81	это не	3	3
82	одного и	1	3
83	в этих	2	3
84	в котором	3	3
85	не в	6	3
86	в русской	1	3
87	той или	3	3
88	мысль о	1	3
89	еще в	1	3
90	в его	6	3
91	только в	6	3
92	и его	7	3
93	уже не	4	3
94	из них	3	3
95	из двух	2	3
96	в исторической	1	3
97	или иной	4	3
98	здесь в	1	3
99	не было	2	3
100	не знает	3	3
101	ее становления	1	3
102	было в	4	3
103	как будто	1	3
104	можно сказать	4	3
105	но это	2	3
106	и того	1	3
107	и все	4	3
108	жизни и	3	3
109	же как	1	2
110	того же	1	2
111	и это	7	2
112	перед лицом	1	2
113	той же	5	2
114	ивана петровича	1	2
115	место в	2	2
116	говорить о	1	2
117	жизни как	1	2
118	в ней	8	2
119	к своему	4	2
120	мы имеем	2	2
121	не нужно	2	2
122	качестве примера	1	2
123	большей части	1	2
124	к которой	1	2
125	уже как	1	2
126	отношение к	2	2
127	более чем	1	2
128	первый взгляд	1	2
129	дистанция между	1	2
130	как уже	2	2
131	в целом	4	2
132	вследствие этого	2	2
133	не к	3	2
134	является не	1	2
135	заключает в	4	2
136	одно и	4	2
137	содержит в	1	2
138	и с	5	2
139	но уже	1	2
