N	4gram	Vinokur_Vv_1	FransuaR
1	в то же время	5	10
2	в большей или меньшей	1	3
3	большей или меньшей степени	1	3
4	но в то же	3	2
5	дело в том что	2	2
6	может быть и речи	1	1
7	с одной стороны и	3	1
8	имен и названий в	1	1
9	в том или ином	1	1
10	можно сказать что в	1	1
11	бы то ни было	1	1
12	состоит в том что	2	1
13	и в самом деле	3	1
14	какой бы то ни	1	1
15	но в известном смысле	1	1
16	на вопрос о том	4	1
17	в реальной действительности в	1	1
18	то же время в	1	1
19	не может быть и	1	1
20	и до наших дней	1	1
21	заключается в том что	2	1
