N	2gram	Voloshinov_1	Vladivir
1	и в	12	30
2	в этом	4	20
3	то что	5	20
4	у него	1	19
5	и не	10	18
6	в том	6	18
7	и с	3	14
8	не только	4	12
9	том что	5	12
10	там же	1	12
11	что в	2	12
12	как мы	1	11
13	в его	2	11
14	сказать что	7	11
15	и вообще	3	10
16	не было	1	10
17	все же	4	9
18	кроме того	2	9
19	было бы	1	9
20	не в	4	9
21	в то	2	9
22	не может	16	9
23	для него	3	9
24	в своем	2	8
25	но в	5	8
26	связи с	1	8
27	но и	3	8
28	вместе с	2	8
29	до конца	2	7
30	то есть	1	7
31	ни в	3	7
32	точки зрения	14	7
33	никогда не	5	7
34	не менее	3	7
35	в эти	1	7
36	может быть	14	7
37	а не	5	7
38	как это	2	7
39	для нас	7	7
40	и все	2	7
41	хотя и	1	6
42	и к	4	6
43	в себе	3	6
44	тем не	3	6
45	и его	13	6
46	у нас	1	6
47	то время	1	6
48	только в	6	6
49	всяком случае	1	6
50	прежде всего	8	6
51	о чем	1	6
52	к этому	2	6
53	жизни и	4	6
54	во всяком	1	6
55	и то	2	5
56	то в	1	5
57	все эти	3	5
58	при этом	6	5
59	как и	5	5
60	в своей	3	5
61	в котором	3	5
62	по себе	3	5
63	так как	9	5
64	это мы	1	5
65	так и	4	5
66	с ним	3	5
67	и что	2	5
68	того что	3	5
69	тот же	1	5
70	но что	2	5
71	как бы	13	5
72	в основном	2	5
73	все это	3	5
74	в результате	1	5
75	из этого	3	5
76	то же	5	4
77	и он	1	4
78	в ней	6	4
79	и на	4	4
80	с его	2	4
81	отношение к	4	4
82	что это	1	4
83	в целом	1	4
84	в нем	6	4
85	он не	2	4
86	его в	4	4
87	и мы	1	4
88	несмотря на	1	4
89	в этих	2	4
90	по крайней	1	4
91	мы должны	1	4
92	не есть	2	4
93	и о	1	4
94	здесь не	3	4
95	можно сказать	5	4
96	о том	3	4
97	конечно не	3	4
98	вовсе не	1	4
99	крайней мере	1	4
100	именно в	1	4
101	так же	3	4
102	с этой	2	4
103	но это	2	4
104	и наконец	3	4
105	нам кажется	1	3
106	и больше	1	3
107	едва ли	2	3
108	и вот	1	3
