N	2gram	Bakhtin_Fr_3	Poddanst
1	не только	13	17
2	и в	40	14
3	и не	13	12
4	в области	4	11
5	в этом	15	10
6	в отношении	1	10
7	в качестве	1	9
8	но в	8	9
9	то же	7	9
10	в том	8	9
11	в пределах	1	8
12	хотя бы	2	8
13	только в	3	7
14	в то	6	7
15	же время	6	7
16	в ней	4	6
17	xix века	4	6
18	было бы	4	6
19	но и	11	6
20	в смысле	1	6
21	с другой	2	5
22	может быть	9	5
23	не в	1	5
24	и о	4	5
25	первой половины	1	4
26	если бы	3	4
27	тех кто	1	4
28	а также	4	4
29	в своем	7	4
30	и к	3	4
31	как бы	3	4
32	и если	2	4
33	но также	1	4
34	том что	4	4
35	не может	3	4
36	и потому	4	4
37	в котором	2	4
38	по себе	1	4
39	что в	12	4
40	же в	1	4
41	а в	3	4
42	то что	5	4
43	и т	1	3
44	мы не	2	3
45	между тем	3	3
46	это не	2	3
47	и как	3	3
48	с ними	1	3
49	с одной	1	3
50	в себе	3	3
51	в нем	5	3
52	для того	3	3
53	заключается в	1	3
54	прежде всего	16	3
55	с тем	1	3
56	с точки	1	3
57	но не	2	3
58	тем самым	1	3
59	потому что	2	3
60	точки зрения	2	3
61	и это	2	2
62	отношения к	1	2
63	например в	2	2
64	значительной мере	1	2
65	в ее	3	2
66	переход от	2	2
67	и есть	3	2
68	в мире	4	2
69	было в	1	2
70	есть не	1	2
71	начала и	5	2
72	с с	1	2
73	по сравнению	2	2
74	народа его	1	2
75	есть нечто	1	2
76	никак не	3	2
77	в xix	1	2
78	в значительной	3	2
79	во всех	6	2
80	в общем	1	2
81	во всей	3	2
82	из важнейших	2	2
83	отнюдь не	1	2
84	с этим	2	2
85	того что	1	2
86	теперь в	1	2
87	думать что	2	2
88	и резко	1	2
89	в начале	3	2
90	главным образом	1	2
91	г и	1	2
92	и других	6	2
93	в его	13	2
94	из них	4	2
95	потому в	1	2
96	в виде	1	2
97	не к	2	2
98	и вот	2	2
99	как раз	5	2
100	именно как	1	2
101	и с	8	2
102	точек зрения	1	2
103	именно в	2	2
104	и тем	1	2
105	xix веке	1	2
106	для них	1	2
107	в них	9	2
108	не было	5	2
109	а не	5	2
110	в ряду	1	2
111	должно быть	1	2
112	в эту	4	2
113	друг другу	1	2
114	культуры в	1	2
115	не менее	2	2
116	все это	4	2
117	одна из	3	2
118	да и	1	2
119	еще более	4	2
120	в русскую	1	2
121	в частности	3	2
122	как на	1	2
123	том числе	3	2
124	в применении	1	1
125	с формами	1	1
126	также и	4	1
127	связана с	2	1
128	но чтобы	1	1
129	века но	1	1
130	как известно	2	1
131	на основе	2	1
132	как по	1	1
133	тем же	2	1
134	во времена	1	1
135	в себя	1	1
136	культуры и	7	1
137	по преимуществу	2	1
138	к жизни	2	1
139	к смерти	1	1
140	применении к	1	1
141	собственном смысле	1	1
142	был и	1	1
143	на нее	1	1
144	за то	1	1
145	те же	5	1
146	не с	1	1
147	особенно в	4	1
148	еще в	3	1
149	что уже	1	1
150	в эпоху	8	1
151	для этого	3	1
152	в собственном	1	1
153	и ее	2	1
154	эти явления	1	1
155	и здесь	4	1
156	весь он	1	1
157	подчеркнуть что	1	1
158	настоящее время	1	1
159	и что	1	1
160	литературы и	1	1
161	притом в	1	1
162	еще не	3	1
163	были бы	1	1
164	и на	8	1
165	она всегда	1	1
166	он был	3	1
167	с того	2	1
168	с его	3	1
169	это имеет	1	1
170	к истине	1	1
171	связь между	3	1
172	того света	2	1
173	исключительно и	1	1
174	ибо то	1	1
175	прошлого не	1	1
176	что и	3	1
177	отличие от	3	1
178	есть с	1	1
179	основная задача	1	1
180	в истории	4	1
181	которой в	1	1
182	в преодолении	1	1
183	что во	1	1
184	судить по	1	1
185	вот как	2	1
186	в современной	1	1
187	такова же	1	1
188	мысль и	1	1
189	все же	2	1
190	и где	1	1
191	в отрыве	1	1
192	обе эти	1	1
193	мы видим	5	1
194	в самом	6	1
195	только то	1	1
196	в условиях	2	1
197	но как	2	1
198	в которой	2	1
199	бы и	1	1
200	что это	1	1
201	вопрос об	1	1
202	представляет собой	1	1
203	из этих	2	1
204	в эти	2	1
205	в известном	1	1
206	под его	1	1
207	в темном	1	1
208	уже в	2	1
209	во многих	1	1
210	только на	4	1
211	если он	1	1
212	но на	1	1
213	в наших	1	1
214	новую и	1	1
215	получили в	1	1
216	не могла	1	1
217	к миру	1	1
218	только к	1	1
219	из этой	2	1
220	мы знаем	2	1
221	при виде	1	1
222	одно из	3	1
223	не как	1	1
224	к первой	1	1
225	чтобы это	1	1
226	века в	2	1
227	и только	1	1
228	само по	1	1
229	какой бы	2	1
230	каждый из	1	1
231	широко и	1	1
232	и по	1	1
233	для мировоззрения	1	1
234	прежде чем	1	1
235	одно и	1	1
236	а затем	1	1
237	связанные с	3	1
238	не были	2	1
239	или иной	2	1
240	из всех	4	1
241	его в	1	1
242	связаны с	5	1
243	например с	1	1
244	весь мир	1	1
245	что не	1	1
246	в это	1	1
247	в живом	1	1
248	по всему	1	1
249	к более	1	1
250	них и	1	1
251	где он	1	1
252	церковь и	2	1
253	далеко не	2	1
254	в этой	3	1
255	как и	11	1
256	и уже	1	1
257	в свете	3	1
258	и я	1	1
259	в развитии	1	1
260	нисколько не	1	1
261	прямо на	2	1
262	и еще	2	1
263	эту эпоху	1	1
264	формах и	1	1
265	отрыве от	1	1
266	в творчестве	1	1
267	и при	1	1
268	так же	1	1
269	и особенно	1	1
270	всяком случае	1	1
271	на церковь	1	1
272	в отличие	3	1
273	мысли и	1	1
274	знаем что	1	1
275	в данном	4	1
276	сравнению с	2	1
277	в церковь	1	1
278	в сборнике	1	1
279	определяется как	1	1
280	времени с	1	1
281	науки и	1	1
282	что было	2	1
283	и эти	1	1
284	и более	1	1
285	в прошлом	1	1
286	там где	3	1
287	приобщается к	1	1
288	существенно и	1	1
289	сознание исторической	1	1
290	в историческом	1	1
291	и вся	1	1
292	и очень	2	1
293	момента но	1	1
294	в формах	1	1
295	в основном	4	1
296	эти сроки	1	1
297	что эта	1	1
298	входят в	1	1
299	но для	1	1
