N	2gram	Medvedev_F_3	Dialekti
1	не есть	4	40
2	и не	30	30
3	по себе	4	25
4	т е	32	25
5	и т	11	21
6	т д	6	19
7	и в	27	18
8	точки зрения	16	17
9	ничего не	2	17
10	может быть	25	17
11	в нем	15	16
12	ни в	8	15
13	так что	1	15
14	потому что	7	14
15	а не	17	14
16	не только	9	13
17	и даже	2	13
18	то что	8	13
19	что в	8	13
20	в этом	18	12
21	было бы	6	12
22	с точки	14	12
23	если бы	12	12
24	и что	3	12
25	не может	24	12
26	что это	3	11
27	учение о	2	11
28	в себе	3	11
29	что он	6	11
30	так как	9	11
31	как бы	8	11
32	это значит	2	11
33	все это	7	11
34	то же	15	10
35	прежде всего	4	10
36	сказать что	3	10
37	и то	1	9
38	отнюдь не	8	9
39	так и	21	9
40	это не	3	9
41	том что	4	9
42	никогда не	5	9
43	в том	7	9
44	сама по	1	8
45	ясно что	3	8
46	но это	2	8
47	в каком	2	8
48	совершенно не	7	8
49	и как	4	7
50	то в	2	7
51	что она	2	7
52	как она	1	7
53	той или	1	7
54	вовсе не	28	7
55	не просто	1	7
56	но и	10	7
57	сам по	1	6
58	его не	1	6
59	хотя бы	6	6
60	но в	6	6
61	с другой	6	6
62	не в	12	6
63	она не	4	6
64	в то	7	6
65	с ним	1	6
66	никак не	3	6
67	можно сказать	3	6
68	ни с	2	6
69	не было	1	6
70	да и	4	6
71	говорить о	2	5
72	в своем	2	5
73	все же	6	5
74	на то	1	5
75	и с	3	5
76	а потом	1	5
77	в этих	3	5
78	но если	2	5
79	в отношении	2	5
80	не нуждается	3	5
81	ровно ничего	2	5
82	в виду	3	5
83	в дальнейшем	5	5
84	можно было	1	5
85	не с	1	5
86	мы должны	2	5
87	говорит о	1	5
88	и пр	15	5
89	она есть	3	5
90	или не	1	5
91	а в	1	5
92	это и	2	4
93	то это	1	4
94	то я	1	4
95	как он	2	4
96	образ и	1	4
97	одно и	1	4
98	об этом	1	4
99	как таковой	3	4
100	нисколько не	2	4
101	смысл и	4	4
102	и более	3	4
103	есть всегда	1	4
104	что эта	1	4
105	и притом	2	4
106	же время	7	4
107	не о	3	4
108	к тому	4	4
109	как мы	8	4
110	только то	3	4
111	и вообще	1	4
112	о том	4	4
113	от него	2	4
114	внешнее и	1	4
115	быть и	1	4
116	мы видим	1	4
117	но не	5	4
118	и жизни	1	4
119	в котором	2	4
120	в конце	3	4
121	для меня	1	4
122	мы можем	4	4
123	как раз	8	4
124	больше того	1	4
125	как это	4	4
126	хотя и	1	4
127	так же	9	4
128	может и	3	4
129	другой стороны	5	4
130	во всяком	6	4
131	нем нет	1	3
132	отношения к	2	3
133	самом деле	16	3
134	для науки	1	3
135	что смысл	1	3
136	должна быть	3	3
137	действительности и	6	3
138	есть не	1	3
139	учение об	1	3
140	в ней	5	3
141	на самом	14	3
142	а только	1	3
143	или иное	2	3
144	что они	5	3
145	стороны и	2	3
146	то или	2	3
147	конечно не	4	3
148	от этого	2	3
149	но эта	2	3
150	в самом	11	3
151	та же	1	3
152	он не	1	3
153	всех этих	2	3
154	не значит	2	3
155	что ни	2	3
156	но все	1	3
157	в одну	1	3
158	этом смысле	2	3
159	в них	3	3
160	всегда и	1	3
161	должно быть	1	3
162	в их	1	3
163	друг другу	2	3
164	при условии	1	3
165	и почти	1	3
166	даже в	2	3
167	тому что	3	3
168	что наука	1	3
169	на себе	1	3
170	в основе	3	3
171	случае не	1	3
172	иметь в	1	3
173	но только	1	3
174	та или	1	3
175	в разных	1	3
176	ничто не	3	3
177	в сознании	1	3
178	могут быть	4	3
179	его с	1	3
180	утверждать что	1	3
181	и о	1	3
182	сознания и	2	3
183	жизнь и	3	3
184	и та	1	3
185	нуждается в	3	3
186	что и	2	3
187	может иметь	2	3
188	один из	1	3
189	но с	1	3
190	только в	8	3
191	только на	4	3
192	даже и	1	3
193	или иной	2	3
194	даже не	1	3
195	и из	2	3
196	еще и	1	3
197	что для	1	3
198	ничем не	1	3
199	построение но	1	3
200	и потому	5	3
201	в данном	6	3
202	что же	5	3
203	в его	7	3
204	тех или	1	3
205	не является	5	3
206	идею и	1	3
207	и все	8	3
208	у них	2	3
209	бы в	6	3
210	еще более	1	3
211	конце концов	2	3
212	отношении к	1	3
213	состоит из	1	3
214	была бы	2	3
215	жизни и	4	3
216	можно говорить	4	2
217	же как	3	2
218	чтобы не	2	2
219	историческую эпоху	1	2
220	вещь не	1	2
221	или наоборот	1	2
222	своего реального	1	2
223	что уже	2	2
224	оно есть	1	2
225	в полной	2	2
226	мы и	3	2
227	как таковая	3	2
228	то мы	3	2
229	но конечно	1	2
230	из этих	2	2
231	нужно быть	1	2
232	себе и	1	2
233	что именно	5	2
234	с этим	1	2
235	что как	1	2
236	бы и	3	2
237	не был	1	2
238	все эти	6	2
239	к самому	2	2
240	тоже не	1	2
241	говорят о	2	2
242	если для	1	2
243	а просто	1	2
244	в первую	1	2
245	не как	2	2
246	на земле	2	2
247	на этом	2	2
248	является не	2	2
249	в каждом	5	2
250	и может	1	2
251	в мире	1	2
252	до бесконечности	1	2
253	вещи и	1	2
254	с другими	1	2
255	форму и	1	2
256	чаще всего	1	2
257	но уже	2	2
258	мы имеем	1	2
259	с этой	1	2
260	как и	14	2
261	для чего	2	2
262	между собою	1	2
263	до сих	1	2
264	и тогда	2	2
265	не больше	1	2
266	и при	1	2
267	в своей	6	2
268	то он	3	2
269	всяком случае	6	2
270	себе а	1	2
271	в которых	3	2
272	для всякого	1	2
273	в корне	4	2
274	и от	11	2
275	ни было	5	2
276	не должна	1	2
277	не знает	1	2
278	можем сказать	1	2
279	раз и	3	2
280	не менее	7	2
281	как о	2	2
282	дело не	2	2
283	как здесь	1	2
284	учения о	1	2
285	и является	4	2
286	же он	2	2
287	из того	1	2
288	и эта	3	2
289	этом отношении	3	2
290	отличается от	2	2
291	и это	2	2
292	о которых	1	2
293	как не	2	2
294	идет речь	1	2
295	и совершенно	1	2
296	или на	2	2
297	можно только	2	2
298	что под	1	2
299	в эпоху	3	2
300	для этого	2	2
301	по мере	1	2
302	е о	1	2
303	том или	1	2
304	для того	4	2
305	и следовательно	3	2
306	в него	3	2
307	того что	3	2
308	эти последние	1	2
309	в современной	1	2
310	и быть	1	2
311	мы увидим	2	2
312	может оказаться	1	2
313	и так	1	2
314	поэтому и	2	2
315	с одной	1	2
316	в качестве	1	2
317	же и	4	2
318	уже не	3	2
319	и у	1	2
320	и внутреннего	2	2
321	если мы	7	2
322	то и	1	2
323	только тогда	1	2
324	из них	2	2
325	для него	1	2
326	и их	5	2
327	т п	5	2
328	со стороны	4	2
329	действительность есть	1	2
330	как у	1	2
331	что человек	1	2
332	именно в	1	2
333	здесь в	1	2
334	с той	1	2
335	о чем	1	2
336	он и	3	2
337	если это	1	2
338	стороны в	1	2
339	в частности	1	2
340	самый факт	2	2
341	как в	4	2
342	одной стороны	1	2
343	зрения самого	2	2
344	еще не	6	2
345	как например	1	2
346	такой же	2	2
347	сих пор	1	2
348	но так	2	2
349	она должна	2	2
350	и для	6	2
351	лишь как	3	2
352	ни к	1	2
353	значило бы	1	2
354	всегда есть	1	2
355	а о	1	2
356	не понимают	2	2
357	в отдельности	1	2
358	как результат	1	2
359	к этому	2	2
360	этой точки	1	2
361	в объективном	1	1
362	я и	1	1
363	как известно	1	1
364	не иначе	1	1
365	неотделима от	1	1
366	стали бы	1	1
367	мере в	1	1
368	в чистой	1	1
369	и закон	1	1
370	тем же	7	1
371	и принципиально	1	1
372	к другому	2	1
373	автора то	1	1
374	и до	1	1
375	не вещь	1	1
376	и этот	1	1
377	той же	3	1
378	и игра	1	1
379	конечно совершенно	1	1
380	чистая же	1	1
381	и чертами	1	1
382	мы не	4	1
383	связаны между	1	1
384	жизненное событие	1	1
385	теперь мы	1	1
386	мир не	1	1
387	из этого	4	1
388	из жизни	1	1
389	становится совершенно	1	1
390	понять смысл	1	1
391	но даже	1	1
392	же что	2	1
393	так а	1	1
394	проявляется в	2	1
395	он встречается	1	1
396	столь же	3	1
397	так если	1	1
398	возможности и	1	1
399	во всех	3	1
400	в ее	4	1
401	совсем не	5	1
402	коем случае	1	1
403	явлений и	1	1
404	в сторону	2	1
405	вообще как	1	1
406	друга и	1	1
407	нет и	3	1
408	и чем	1	1
409	один и	1	1
410	каково бы	1	1
411	стороны для	1	1
412	внутри самого	1	1
413	чем же	2	1
414	и вовсе	1	1
415	эта связь	2	1
416	в той	3	1
417	не входят	1	1
418	его на	1	1
419	данный момент	2	1
420	в связи	4	1
421	сознания в	1	1
422	говорит об	1	1
423	в каком-то	1	1
424	следующим образом	1	1
425	в общий	1	1
426	с какой-то	1	1
427	ней и	1	1
428	эпохи а	2	1
429	формы в	3	1
430	так или	1	1
431	бы не	2	1
432	так в	2	1
433	выражение в	1	1
434	с их	1	1
435	эпохи и	1	1
436	иначе и	1	1
437	если он	1	1
438	смыслом и	2	1
439	не могла	1	1
440	и если	1	1
441	вообще не	2	1
442	при этом	8	1
443	пространственной формы	1	1
444	и эти	1	1
445	к одному	1	1
446	не к	1	1
447	котором мы	1	1
448	значение может	1	1
449	ни была	1	1
450	остается лишь	1	1
451	чем она	1	1
452	условна и	1	1
453	одной и	2	1
454	и по	1	1
455	так например	1	1
456	или иных	1	1
457	от других	2	1
458	таким образом	18	1
459	не будет	1	1
460	же не	1	1
461	он просто	1	1
462	указывали на	1	1
463	главным образом	2	1
464	же касается	1	1
465	мы уже	3	1
466	является реально	1	1
467	ними как	1	1
468	зрения на	1	1
469	его в	7	1
470	те или	1	1
471	на какую-то	1	1
472	от одного	2	1
473	уже знаем	2	1
474	и тем	3	1
475	от всей	1	1
476	на сцене	1	1
477	еще одно	1	1
478	в жизни	11	1
479	другое то	1	1
480	кажется что	2	1
481	из нее	2	1
482	он является	2	1
483	нет в	1	1
484	это положение	1	1
485	в реальном	5	1
486	в этой	2	1
487	и конкретное	1	1
488	осознает и	1	1
489	место и	1	1
490	отражается в	1	1
491	на другое	1	1
492	очень важное	1	1
493	с такой	2	1
494	в развитии	1	1
495	форма и	1	1
496	только тем	1	1
497	имеет место	3	1
498	что между	1	1
499	никаких оснований	3	1
500	именно и	1	1
501	в такой	2	1
502	основе всех	1	1
503	могла быть	2	1
504	в которые	1	1
505	место в	10	1
506	знаем что	2	1
507	она совершенно	1	1
508	внешнего и	2	1
509	и той	1	1
510	но он	1	1
511	сами по	2	1
512	есть реальность	1	1
513	тем не	2	1
514	и диалектически	1	1
515	где нет	2	1
516	мере и	1	1
517	же такое	1	1
518	и очень	2	1
519	этом не	1	1
520	случае в	3	1
521	чистом виде	1	1
522	дня и	1	1
523	представлений об	1	1
524	тем самым	1	1
525	до известной	2	1
526	xviii века	2	1
527	виду что	2	1
528	самого начала	1	1
529	правда в	2	1
530	дело в	2	1
531	того как	1	1
532	и вместо	1	1
533	она никогда	1	1
