N	3gram	Losev_Prob_4	FransuaR
1	в то же	2	6
2	до сих пор	1	4
3	в связи с	3	4
4	на самом деле	3	3
5	в том числе	1	3
6	в мировой литературе	1	3
7	а также и	2	3
8	и прежде всего	2	3
9	для того чтобы	2	3
10	в той или	7	2
11	и в других	2	2
12	том числе и	1	2
13	можно было бы	4	2
14	это вовсе не	1	2
15	не подлежит никакому	1	2
16	подлежит никакому сомнению	1	2
17	и не было	2	2
18	по сравнению с	1	2
19	в данном случае	5	2
20	о том что	3	2
21	той или иной	11	2
22	как и в	1	2
23	дело здесь не	1	1
24	в виду и	1	1
25	как и его	1	1
26	на том что	1	1
27	что иное как	2	1
28	в основе своей	1	1
29	только в пределах	2	1
30	прежде всего в	1	1
31	дело в том	1	1
32	имеем в виду	3	1
33	в настоящее время	1	1
34	но даже и	4	1
35	выражение только в	1	1
36	здесь прежде всего	1	1
37	свидетельствует о том	1	1
38	и не раз	1	1
39	о том как	1	1
40	в нем и	1	1
41	как раз и	1	1
42	силой и с	1	1
43	с точки зрения	11	1
44	дело вовсе не	1	1
45	и не может	1	1
46	хотя бы и	2	1
47	в них все	1	1
48	бы то ни	1	1
49	каждый такой образ	1	1
50	точном смысле слова	1	1
51	за то что	1	1
52	и потому в	1	1
53	физического и духовного	1	1
54	в значительной мере	2	1
55	и в частности	2	1
56	она вовсе не	1	1
57	войне и мире	1	1
58	бы и не	1	1
59	не что иное	2	1
60	в нашем смысле	10	1
61	в том чтобы	2	1
62	то ни было	1	1
63	все такого рода	2	1
64	несет на себе	1	1
65	это тот самый	1	1
66	как будто бы	2	1
67	не только для	2	1
68	тут же и	1	1
69	об этом свидетельствует	1	1
70	то есть он	1	1
71	во всяком случае	4	1
72	вовсе не являются	2	1
73	и как они	1	1
74	с другой стороны	6	1
75	мы все время	2	1
76	само по себе	1	1
77	в художественном образе	1	1
78	жизни то есть	1	1
79	по себе конечно	1	1
80	только то что	1	1
81	есть не что	2	1
82	а не так	1	1
83	заключается в том	2	1
84	ни к какому	1	1
85	то что тот	1	1
86	и вместе с	1	1
87	в свою очередь	1	1
88	это и есть	1	1
89	в начале этого	1	1
90	очень далек от	1	1
91	но и для	1	1
92	с самого начала	1	1
93	они превращаются в	1	1
94	но никак не	2	1
95	здесь вовсе не	1	1
96	в новое время	1	1
97	мы имеем в	1	1
98	который в свою	1	1
99	тех или иных	3	1
100	но все же	1	1
101	нам уже приходилось	1	1
102	в том что	8	1
