N	3gram	Bakhtin_Fr_3	Komedia
1	до сих пор	4	9
2	в том что	1	9
3	для того чтобы	3	6
4	в свою очередь	1	6
5	в то же	6	4
6	о том что	2	4
7	то же время	6	4
8	с самого начала	1	4
9	по отношению к	2	3
10	о том как	1	3
11	с точки зрения	1	3
12	в связи с	4	3
13	во всяком случае	1	3
14	и в самом	1	3
15	в этом случае	1	2
16	по сравнению с	2	2
17	бы то ни	1	2
18	он и не	1	2
19	в этом отношении	2	2
20	то ни было	1	2
21	с другой стороны	1	2
22	но все же	1	2
23	что и в	1	2
24	и приобрел в	1	1
25	об этом свидетельствует	1	1
26	имеем в виду	1	1
27	подобно тому как	1	1
28	в том числе	3	1
29	сих пор еще	1	1
30	на первый план	1	1
31	но как раз	1	1
32	о чем я	1	1
33	мы еще вернемся	4	1
34	в отличие от	3	1
35	под открытым небом	1	1
36	за то что	1	1
37	и не может	1	1
38	и нуждается в	1	1
39	готов отказаться от	1	1
40	может быть только	1	1
41	и далеко не	1	1
42	ему и не	1	1
43	и в частности	1	1
44	как раз в	2	1
45	его отношение к	2	1
46	в настоящее время	1	1
47	в том чтобы	1	1
48	прямое отношение к	1	1
49	в первом случае	1	1
50	который в свою	1	1
51	таким образом и	1	1
52	то что он	1	1
53	мы остановимся здесь	1	1
54	не могла не	1	1
55	сих пор не	1	1
56	хотя он и	1	1
57	с полным правом	1	1
58	можно сказать что	2	1
59	слышим мы в	1	1
60	не так давно	1	1
61	и не хочет	1	1
62	и до сих	1	1
63	и не удалось	1	1
64	в основе своей	1	1
65	мы имеем в	1	1
66	как мы знаем	1	1
67	в другом контексте	1	1
68	на одном из	1	1
69	и в этом	1	1
70	не нуждается в	1	1
71	в этих условиях	1	1
72	пор не было	1	1
73	мы встречаем в	2	1
74	в том же	2	1
75	том числе и	2	1
76	и здесь не	1	1
77	в свое время	1	1
