N	3gram	Tiupa_Anal_3	Komedia
1	до сих пор	1	9
2	в том что	7	9
3	в самом деле	1	6
4	для того чтобы	1	6
5	в свою очередь	4	6
6	в то же	3	4
7	о том что	5	4
8	то же время	3	4
9	к тому же	3	4
10	если бы он	1	3
11	по отношению к	7	3
12	с точки зрения	2	3
13	в связи с	1	3
14	во всяком случае	2	3
15	до тех пор	1	3
16	речь идет о	1	3
17	с одной стороны	2	3
18	тем не менее	2	3
19	хотя и не	1	2
20	так или иначе	1	2
21	в этом случае	1	2
22	своей любви к	1	2
23	что он не	1	2
24	в этом отношении	3	2
25	между отцом и	1	2
26	с другой стороны	5	2
27	того же автора	1	2
28	молодого человека в	1	2
29	в конечном счете	2	2
30	что и в	1	2
31	именно потому что	1	2
32	однако и в	1	1
33	к этому же	1	1
34	все еще был	1	1
35	но едва ли	1	1
36	как уже говорилось	1	1
37	не говоря уже	1	1
38	подобно тому как	2	1
39	в ответ на	2	1
40	так и не	5	1
41	о своей любви	1	1
42	говоря уже о	1	1
43	в зависимости от	1	1
44	к этому что	1	1
45	они принадлежат к	1	1
46	в отличие от	2	1
47	себе в оправдание	1	1
48	отнюдь не является	1	1
49	а в качестве	1	1
50	не позволяет ему	1	1
51	по крайней мере	4	1
52	как раз в	1	1
53	таким же образом	1	1
54	едва ли не	2	1
55	в самом начале	1	1
56	и обращается к	1	1
57	в современном литературоведении	1	1
58	в том чтобы	1	1
59	далеко не всегда	1	1
60	в первом случае	1	1
61	который в свою	2	1
62	не сводится к	1	1
63	уже в доме	1	1
64	и еще больше	1	1
65	к лицу с	1	1
66	и не могла	1	1
67	со стороны его	1	1
68	здесь не только	1	1
69	как бы в	1	1
70	не могла не	1	1
71	хотя он и	1	1
72	так и в	1	1
73	можно сказать что	2	1
74	во сне не	1	1
75	вопрос о том	1	1
76	в основе своей	1	1
77	если говорить о	1	1
78	по своему происхождению	1	1
79	к женскому полу	2	1
80	в каждом из	1	1
81	друг от друга	1	1
82	лицом к лицу	1	1
83	при известии о	1	1
84	человека и его	1	1
85	не нуждается в	1	1
86	в свое время	2	1
