N	2gram	Medvedev_V_1	SlovoVZh
1	не может	17	16
2	может быть	22	14
3	точки зрения	3	14
4	как бы	5	13
5	и его	6	13
6	таким образом	31	12
7	и в	26	12
8	по отношению	7	11
9	отношению к	7	11
10	и не	19	10
11	если бы	3	9
12	прежде всего	13	8
13	художественного произведения	6	7
14	творца и	1	7
15	сказать что	5	7
16	для нас	1	7
17	в ней	2	6
18	в том	15	6
19	только в	7	6
20	в нем	6	6
21	слова и	1	6
22	в процессе	16	6
23	художественную форму	2	6
24	то же	10	5
25	в виду	4	5
26	можно сказать	4	5
27	отнюдь не	3	5
28	как в	1	5
29	но в	2	5
30	и др	9	5
31	в жизни	2	5
32	героя и	1	5
33	а не	7	5
34	как и	7	5
35	что мы	2	5
36	том что	8	5
37	никогда не	4	5
38	хотя бы	19	5
39	то что	6	5
40	зависимости от	5	4
41	как если	1	4
42	за пределы	1	4
43	в этом	26	4
44	все же	5	4
45	в самом	4	4
46	уже не	1	4
47	не только	25	4
48	отношение к	1	4
49	от того	2	4
50	так и	5	4
51	материала и	1	4
52	с другой	11	4
53	что не	3	4
54	не в	6	4
55	его в	3	4
56	и к	3	4
57	жизни и	3	4
58	художественном произведении	4	3
59	здесь не	1	3
60	самом деле	1	3
61	формы и	2	3
62	в котором	3	3
63	в пределах	5	3
64	еще не	2	3
65	о том	10	3
66	но и	10	3
67	между тем	5	3
68	того что	3	3
69	в художественном	10	3
70	быть и	1	3
71	когда он	3	3
72	и наконец	2	3
73	и ее	4	3
74	все эти	6	3
75	только на	1	3
76	конечно не	1	3
77	в себе	6	3
78	в поэзии	1	3
79	да и	1	3
80	в творчестве	3	3
81	для него	8	3
82	и по	3	3
83	до сих	1	3
84	ни в	1	3
85	в них	4	3
86	в своей	4	3
87	художественного творчества	18	3
88	так же	3	3
89	этой точки	2	3
90	не должна	1	3
91	по себе	2	3
92	произведения и	7	3
93	художественное произведение	5	3
94	сих пор	1	3
95	не менее	2	3
96	все это	10	3
97	но для	2	3
98	и для	2	3
99	это как	1	3
100	ее и	1	3
101	находит свое	1	3
102	так называемой	1	3
103	с ним	1	3
104	в каком	1	3
105	этого положения	2	2
106	значения и	1	2
107	как не	1	2
108	и то	1	2
109	как это	12	2
110	со всех	1	2
111	мы имеем	3	2
112	в словесном	2	2
113	мы в	1	2
114	почти исключительно	1	2
115	искусства и	1	2
116	не способен	1	2
117	и та	1	2
118	с его	3	2
119	и что	1	2
120	между собой	1	2
121	как форма	1	2
122	в чем	2	2
123	той социальной	1	2
124	данном случае	1	2
125	в данном	1	2
126	в его	14	2
127	что и	3	2
128	подчеркнуть что	2	2
129	в форме	3	2
130	относится к	2	2
131	в своем	8	2
132	кроме того	1	2
133	дело с	1	2
134	в какой	1	2
135	и потому	2	2
136	и так	1	2
137	бы не	2	2
138	с одной	2	2
139	уже в	1	2
140	тому же	1	2
141	имеем в	1	2
142	жизнью и	1	2
143	он не	2	2
144	содержания и	1	2
145	в зависимости	6	2
146	к ним	1	2
147	но что	1	2
148	из него	1	2
149	одно и	1	2
150	в особенности	2	2
151	рождается из	2	2
152	с другими	2	2
153	это не	7	2
154	и дает	1	2
155	как же	1	2
156	остаются вне	1	2
157	себя и	1	2
158	одной стороны	2	2
159	зависит от	2	2
160	другой стороны	8	2
161	нет ничего	1	2
162	вместе с	7	2
163	к его	2	2
164	но не	2	2
165	общего с	1	2
166	форму в	1	2
167	с этой	1	2
168	она не	3	2
169	еще раз	1	2
170	является для	1	2
171	в основном	5	2
172	тогда когда	2	2
173	в то	6	2
174	на него	1	2
175	за его	1	2
176	идеологического творчества	2	2
177	а к	1	2
178	и все	1	2
179	все они	2	2
180	в этих	1	2
181	но это	1	2
182	между ними	3	2
183	от всех	1	2
184	стороны и	2	2
185	могут быть	5	2
186	же самое	2	2
187	на это	2	2
188	что в	10	2
189	как на	3	2
190	и другие	1	2
191	к этому	9	2
192	если же	1	2
193	а между	1	1
194	и это	1	1
195	произведения но	1	1
196	ту же	2	1
197	например в	3	1
198	же как	2	1
199	именно эту	1	1
200	как мы	1	1
201	и художественное	3	1
202	чтобы не	2	1
203	с жизнью	1	1
204	даже наиболее	1	1
205	с ее	1	1
206	момент в	3	1
207	сам по	1	1
208	свою очередь	1	1
209	на основе	5	1
210	это и	6	1
211	его это	1	1
212	взгляд в	1	1
213	и явлениями	1	1
214	определить как	2	1
215	только то	2	1
216	говорит так	1	1
217	произведения этот	1	1
218	то время	1	1
219	из его	3	1
220	однако эта	1	1
221	процессе этого	1	1
222	художественное творчество	6	1
223	по аналогии	1	1
224	можно было	2	1
225	обойтись без	1	1
226	очень распространенное	1	1
227	было в	2	1
228	характер этих	1	1
229	форму его	1	1
230	душевное состояние	1	1
231	эпитета или	1	1
232	часто в	1	1
233	остается только	1	1
234	это только	4	1
235	жизнь и	1	1
236	и всесторонне	1	1
237	является в	1	1
238	единство и	1	1
239	является уже	1	1
240	для этого	1	1
241	и стиль	1	1
242	творчества с	1	1
243	ритм и	1	1
244	не вполне	2	1
245	на себя	1	1
246	сводится к	3	1
247	но то	2	1
248	в порядке	5	1
249	полное и	1	1
250	но несколько	1	1
251	так называемые	1	1
252	несводимо к	1	1
253	и он	2	1
254	всех сторон	1	1
255	так не	1	1
256	к общему	1	1
257	им она	1	1
258	чем отличается	1	1
259	др и	1	1
260	заключена в	1	1
261	и кровь	1	1
262	аналогии с	1	1
263	в значительной	3	1
264	является таким	1	1
265	во всех	6	1
266	и во	1	1
267	в конечном	7	1
268	автора на	1	1
269	то в	1	1
270	от его	2	1
271	самый принцип	1	1
272	которой было	1	1
273	формы как	1	1
274	творчестве и	1	1
275	конечном счете	5	1
276	каком направлении	1	1
277	в общем	2	1
278	себе и	2	1
279	отметить что	2	1
280	особой формой	1	1
281	крайней мере	2	1
282	в свои	1	1
283	что они	3	1
284	именно в	2	1
285	сама по	1	1
286	в теории	1	1
287	опирается на	1	1
288	и мир	3	1
289	различных моментов	1	1
290	как например	2	1
291	не связанные	1	1
292	перед нами	4	1
293	следует ли	1	1
294	завершается созданием	1	1
295	понять и	1	1
296	хотя и	2	1
297	и понимания	1	1
298	стиль в	1	1
299	как активное	1	1
300	произведения так	1	1
301	и художественного	3	1
302	явления в	2	1
303	более или	6	1
304	следующим образом	3	1
305	пор не	1	1
306	как нечто	1	1
307	не имеющих	1	1
308	тому как	2	1
309	во времени	1	1
310	в целом	4	1
311	не получил	1	1
312	формы в	1	1
313	его содержания	1	1
314	указать даже	1	1
315	в вещи	1	1
316	есть в	1	1
317	поэтов но	1	1
318	что осталось	1	1
319	можно определить	2	1
320	не обходится	3	1
321	закрепленное в	1	1
322	дальше и	1	1
323	значение и	1	1
324	знает их	1	1
325	в виде	1	1
326	что она	2	1
327	противном случае	2	1
328	слова не	1	1
329	обращение к	1	1
330	или даже	1	1
331	при помощи	3	1
332	приходят к	1	1
333	образом для	1	1
334	его и	1	1
335	себе в	1	1
336	и их	3	1
337	всяком случае	1	1
338	сознательными и	1	1
339	ведь это	1	1
340	не как	1	1
341	в одном	4	1
342	для правильного	1	1
343	вовсе не	3	1
344	ничего общего	1	1
345	друг друга	1	1
346	чувства в	1	1
347	дело и	1	1
348	у него	6	1
349	сложную систему	1	1
350	подобно тому	2	1
351	на этом	1	1
352	нее не	1	1
353	характерны для	1	1
354	и осознает	1	1
355	даже и	3	1
356	оно является	2	1
357	том же	6	1
358	что все	3	1
359	они должны	2	1
360	в другом	2	1
361	без того	1	1
362	связанных с	1	1
363	ни одной	1	1
364	зрения на	1	1
365	и из	1	1
366	творчества он	1	1
367	или наконец	2	1
368	должно быть	2	1
369	входит в	1	1
370	на протяжении	1	1
371	и непосредственное	1	1
372	деле в	1	1
373	и тех	1	1
374	было бы	7	1
375	и создает	1	1
376	этом смысле	1	1
377	данного писателя	1	1
378	кажется что	1	1
379	что для	3	1
380	говорит о	7	1
381	само собою	2	1
382	для них	1	1
383	не было	7	1
384	события и	1	1
385	далеко не	2	1
386	и самый	1	1
387	в ее	4	1
388	в слове	3	1
389	не всегда	1	1
390	которой он	1	1
391	несмотря на	1	1
392	при разработке	2	1
393	в плоть	1	1
394	о чем	2	1
395	по другому	1	1
396	на эту	1	1
397	представление как	1	1
398	всех других	3	1
399	же не	1	1
400	и некоторые	1	1
401	в истории	1	1
402	обратимся к	1	1
403	восприятия и	2	1
404	мы видели	3	1
405	или менее	6	1
406	формы для	1	1
407	это на	1	1
408	в частности	11	1
409	и без	1	1
410	это делает	3	1
411	относятся к	1	1
412	то есть	1	1
413	что всякий	1	1
414	плоть и	1	1
415	стремится найти	1	1
416	не могут	7	1
417	только об	1	1
418	признать что	1	1
419	является только	1	1
420	которые в	2	1
421	сами по	1	1
422	все зависит	1	1
423	для их	1	1
424	по крайней	2	1
425	произведения в	7	1
426	моментов в	3	1
427	и менее	1	1
428	на эти	2	1
