N	2gram	Tiupa_Lite_3	Formalny
1	и в	16	38
2	в этом	14	27
3	может быть	12	23
4	и его	6	21
5	и не	22	20
6	в самом	3	16
7	не в	10	15
8	прежде всего	3	15
9	и т	1	14
10	не может	8	14
11	в нем	2	13
12	связи с	2	13
13	но и	14	13
14	языка и	1	12
15	в поэзии	5	12
16	с его	6	11
17	с тем	1	11
18	в том	12	11
19	вовсе не	1	11
20	с другими	1	10
21	в его	6	10
22	в связи	1	10
23	не только	14	9
24	при этом	15	9
25	и с	2	9
26	как и	5	9
27	т п	1	9
28	в процессе	1	9
29	самом деле	3	8
30	отнюдь не	3	8
31	все же	2	8
32	точки зрения	7	8
33	так и	9	8
34	что и	2	8
35	тем что	2	8
36	в первом	2	7
37	как мы	2	7
38	в корне	1	7
39	лишь в	5	7
40	по себе	2	7
41	для него	2	7
42	в своей	7	7
43	с точки	3	7
44	во втором	2	7
45	уже не	3	7
46	этом отношении	5	7
47	по существу	4	7
48	слова и	1	7
49	что в	2	7
50	художественного произведения	2	6
51	и ее	2	6
52	в ней	1	6
53	в истории	1	6
54	в этой	8	6
55	то же	9	6
56	было бы	2	6
57	он не	1	6
58	в их	1	6
59	все время	3	6
60	только в	7	6
61	то что	12	6
62	не было	1	6
63	вместе с	5	6
64	а не	12	6
65	речевого общения	1	6
66	как раз	2	6
67	хотя бы	1	6
68	а в	5	6
69	это и	1	5
70	по преимуществу	1	5
71	говорить о	1	5
72	во всех	2	5
73	в общем	1	5
74	в слове	3	5
75	в то	9	5
76	в основе	5	5
77	же время	7	5
78	если бы	2	5
79	и только	2	5
80	что он	5	5
81	именно в	5	5
82	с этим	1	5
83	более того	3	5
84	и для	4	5
85	бы в	1	5
86	еще более	1	5
87	в сторону	3	4
88	что они	1	4
89	независимо от	1	4
90	как в	5	4
91	и наконец	3	4
92	и к	3	4
93	как таковое	2	4
94	не как	2	4
95	входит в	4	4
96	не столько	1	4
97	как о	2	4
98	к тому	6	4
99	здесь не	2	4
100	но в	3	4
101	чем он	1	4
102	и теперь	1	4
103	что не	2	4
104	за счет	1	4
105	из них	4	4
106	так как	1	4
107	и даже	2	4
108	другой стороны	2	4
109	там где	3	4
110	на фоне	1	4
111	как бы	8	4
112	лишь как	1	4
113	совершенно не	3	4
114	оно не	2	4
115	к этому	2	4
116	они не	1	4
117	например в	3	3
118	и до	1	3
119	то это	2	3
120	и на	2	3
121	если в	1	3
122	однако не	3	3
123	хотя и	4	3
124	и как	3	3
125	в целом	5	3
126	только на	1	3
127	так сказать	1	3
128	искусство как	2	3
129	значительной степени	1	3
130	его в	2	3
131	литературного произведения	1	3
132	он и	2	3
133	к предмету	2	3
134	место в	4	3
135	не видели	1	3
136	поэтическое произведение	1	3
137	а лишь	2	3
138	языка который	1	3
139	в области	3	3
140	его с	1	3
141	не есть	1	3
142	того чтобы	2	3
143	так в	1	3
144	одного из	2	3
145	в значительной	1	3
146	к нему	1	3
147	того что	9	3
148	именно на	1	3
149	то и	1	3
