N	2gram	Bakhtin_Fr_1	Analitik
1	в этом	15	18
2	не только	10	16
3	и в	65	16
4	в частности	5	16
5	так и	10	15
6	как и	5	14
7	своего рода	1	12
8	но и	10	12
9	и не	22	12
10	том что	6	12
11	в том	16	12
12	при этом	6	10
13	в эпизоде	2	10
14	могут быть	2	10
15	а не	1	10
16	как бы	22	10
17	в этой	4	9
18	лишь в	1	9
19	ничего не	3	9
20	в пределах	1	9
21	и даже	8	9
22	то есть	45	9
23	в целом	2	8
24	и т.п	17	8
25	особенно в	2	7
26	к тому	2	7
27	о том	2	7
28	в себе	3	7
29	то что	3	7
30	в самом	4	6
31	и на	11	6
32	но в	14	6
33	говорить о	1	6
34	может быть	6	6
35	с другой	3	6
36	как это	1	6
37	и к	4	5
38	с одной	2	5
39	говорит о	1	5
40	в контексте	1	5
41	так у	1	4
42	между двумя	1	4
43	по преимуществу	1	4
44	в сущности	16	4
45	совпадает с	1	4
46	но не	2	4
47	по отношению	1	4
48	за пределы	8	4
49	как в	5	4
50	в своем	8	4
51	хотя и	2	4
52	в себя	3	4
53	он в	1	4
54	тому же	1	4
55	нашего времени	1	4
56	на этом	1	4
57	то же	1	4
58	тем самым	1	4
59	для него	5	4
60	точки зрения	7	4
61	не в	4	4
62	в конце	1	4
63	имеет место	1	4
64	не менее	1	4
65	во второй	2	4
66	можно сказать	2	4
67	времени в	1	4
68	во всех	9	4
69	только в	7	4
70	и его	10	4
71	уже не	3	4
72	у него	1	4
73	как раз	3	4
74	одной стороны	2	4
75	не может	3	4
76	и особенно	2	4
77	и смерти	1	4
78	все это	9	4
79	отношению к	1	4
80	на две	1	3
81	в их	4	3
82	мы имеем	1	3
83	со смертью	1	3
84	что касается	1	3
85	как уже	1	3
86	самом начале	1	3
87	судьбы не	1	3
88	в нашем	1	3
89	на его	2	3
90	и если	1	3
91	и сам	1	3
92	его от	2	3
93	несмотря на	2	3
94	в эту	1	3
95	место в	1	3
96	не столько	1	3
97	на фоне	3	3
98	никогда не	6	3
99	со своим	1	3
100	сводится к	1	3
101	тем что	1	3
102	этом отношении	3	3
103	что на	1	3
104	той или	5	3
105	как мы	6	3
106	в организации	1	3
107	приводит к	2	3
108	можно было	1	3
109	в результате	1	3
110	что и	1	3
111	и все	5	3
112	одной из	1	3
113	с ними	1	3
114	есть в	5	3
115	из них	4	3
116	при всей	2	3
117	только на	2	3
118	со стороны	1	3
119	или иной	5	3
120	именно в	1	3
121	было бы	1	3
122	или в	2	3
123	и одновременно	5	3
124	бы в	1	3
125	прежде всего	11	3
126	не знает	6	3
127	с самим	1	3
128	речь идет	1	2
129	отношения к	2	2
130	и до	4	2
131	ведь и	1	2
132	а как	1	2
133	во времени	1	2
134	и он	2	2
135	еще не	6	2
136	он был	2	2
137	отвлеченной мысли	1	2
138	в общем	4	2
139	отличие от	5	2
140	в значительной	6	2
141	выглядит в	1	2
142	в противоположность	2	2
143	с их	5	2
144	на то	1	2
145	жизнью и	1	2
146	вообще не	1	2
147	он не	2	2
148	значительной степени	2	2
149	а затем	2	2
150	что все	1	2
151	битвы с	1	2
152	них не	1	2
153	на этой	3	2
154	это было	2	2
155	на протяжении	5	2
156	по себе	1	2
157	он и	3	2
158	жизни но	2	2
159	еще в	1	2
160	в этих	2	2
161	в своей	5	2
162	с точки	3	2
163	в отличие	4	2
164	но эта	2	2
165	даже в	3	2
166	в таких	2	2
167	она не	1	2
168	что с	1	2
169	в то	1	2
170	на котором	3	2
171	на него	2	2
172	же время	1	2
173	так например	2	2
174	особого рода	1	2
175	или иных	1	2
176	ли не	1	2
177	роль в	2	2
178	те же	1	2
179	раз не	1	2
180	это только	1	2
181	вступил в	1	2
182	строго говоря	1	2
183	с ним	3	2
184	что в	3	2
185	в произведении	1	2
186	за пределами	1	2
187	его в	7	2
188	и во	3	2
189	на всех	4	2
190	между тем	5	2
191	в его	9	2
192	того что	2	2
193	один из	1	2
194	этой системе	1	2
195	для всех	1	2
196	ни с	2	2
197	одно из	6	2
198	и их	3	2
199	или даже	2	2
200	в одном	5	2
201	вовсе не	18	2
202	не о	1	2
203	здесь в	8	2
204	превращается в	5	2
205	и стал	1	2
206	на этот	2	2
207	его как	1	2
208	о чем	1	2
209	при переходе	1	2
210	в состоянии	3	2
211	тех или	1	2
212	и для	2	2
213	при таком	2	2
214	характерно и	1	2
215	еще более	5	2
216	от своего	2	2
217	сказать что	6	2
218	другой стороны	1	2
219	речи и	2	2
220	выходят за	1	2
221	все что	1	2
222	к этому	1	2
223	в таком	2	2
224	а между	1	1
225	по законам	1	1
226	произведения но	1	1
227	самом деле	3	1
228	между всеми	3	1
229	здесь и	4	1
230	определить как	1	1
231	смерть в	2	1
232	и больше	1	1
233	другой жизни	1	1
234	действительности и	1	1
235	жизни здесь	3	1
