N	2gram	Tiupa_Disk_2	Istorich
1	что он	2	24
2	не только	10	18
3	может быть	16	17
4	мы имеем	2	15
5	и в	16	15
6	никогда не	2	15
7	но и	11	14
8	что в	5	12
9	то что	5	12
10	а в	2	12
11	в этом	16	11
12	об этом	1	11
13	в этих	3	11
14	и не	15	11
15	то же	6	10
16	его в	3	10
17	еще не	6	9
18	все же	6	9
19	в другом	3	9
20	и здесь	1	9
21	потому что	4	9
22	он не	3	8
23	один из	1	8
24	в нем	7	7
25	таким образом	1	7
26	том что	10	7
27	не в	3	7
28	ничего не	1	7
29	вместе с	2	7
30	но в	11	6
31	и что	1	6
32	в его	3	6
33	что и	2	6
34	так что	1	6
35	как бы	4	6
36	видно что	1	6
37	в том	8	6
38	только в	3	6
39	же как	2	5
40	и есть	1	5
41	представляет собой	11	5
42	как в	8	5
43	и наконец	3	5
44	но все	1	5
45	этого не	1	5
46	в котором	3	5
47	в русской	3	5
48	на него	1	5
49	так и	9	5
50	она не	1	5
51	в одном	4	5
52	прежде всего	7	5
53	а не	14	5
54	не может	9	5
55	этом случае	2	5
56	к тому	1	5
57	в ней	2	4
58	и на	5	4
59	в одной	1	4
60	в себе	19	4
61	все эти	3	4
62	в этой	4	4
63	и они	1	4
64	три года	1	4
65	при этом	17	4
66	и с	2	4
67	вопрос о	1	4
68	но они	1	4
69	дело не	1	4
70	того как	1	4
71	о нем	1	4
72	с одной	4	4
73	тем что	1	4
74	и др	1	4
75	а потом	2	4
76	но это	3	4
77	как она	1	4
78	одной из	1	4
79	область смерти	1	4
80	мы не	1	3
81	он был	1	3
82	когда он	1	3
83	из этих	3	3
84	право на	1	3
85	на стадии	1	3
86	подобно тому	2	3
87	хотя в	1	3
88	я его	1	3
89	что этот	1	3
90	я буду	1	3
91	и его	3	3
92	как будто	3	3
93	и это	2	3
94	в себя	2	3
95	так в	1	3
96	роль в	4	3
97	о том	4	3
98	должно было	1	3
99	того что	1	3
100	в качестве	16	3
101	же и	1	3
102	по отношению	4	3
103	в состоянии	1	3
104	в других	1	3
105	представляют собой	1	3
106	одной стороны	4	3
107	как это	1	3
108	тому как	2	3
109	все это	2	3
110	но если	1	3
111	не обладает	1	3
112	отношению к	4	3
113	в античности	1	3
114	например в	3	2
115	самом деле	1	2
116	и для	2	2
117	в сущности	1	2
118	принадлежит к	3	2
119	я не	1	2
120	ни один	1	2
121	они были	1	2
122	не знают	3	2
123	и то	4	2
124	в которых	1	2
125	во всех	1	2
126	но не	7	2
127	не просто	1	2
128	некоторое время	1	2
129	перед нами	3	2
130	к чему	1	2
131	в которой	1	2
132	говорят о	1	2
133	так сказать	1	2
134	он должен	1	2
135	состоит в	16	2
136	в силу	1	2
137	человека в	4	2
138	и может	3	2
139	из них	3	2
140	той же	2	2
141	его не	1	2
142	это не	3	2
143	не соответствует	1	2
144	в жизни	1	2
145	ни в	7	2
146	она и	1	2
147	как и	16	2
148	такой же	2	2
149	и ее	3	2
150	не столько	3	2
151	и более	1	2
152	их в	2	2
153	в таких	1	2
154	случае мы	1	2
155	и герой	1	2
156	на историческую	1	2
157	на три	1	2
158	тем самым	6	2
159	самого начала	1	2
160	одна из	1	2
161	и именно	1	2
162	другой стороны	2	2
163	к себе	1	2
164	мы в	1	2
165	могут быть	3	2
166	с ее	2	2
167	здесь не	2	2
168	с самого	1	2
169	приводит к	3	2
170	живет в	2	2
171	одно из	4	2
172	в разных	1	2
173	другом месте	1	2
174	с другой	5	2
175	а также	8	2
176	к ней	1	2
177	но с	1	2
178	историческую действительность	1	2
179	и так	1	2
180	у тебя	1	2
181	является не	2	2
182	и их	1	2
183	тут же	2	2
184	и только	1	2
185	не было	3	2
186	в особенности	1	2
187	именно в	2	2
188	здесь в	3	2
189	а с	5	2
190	себя и	1	2
191	но есть	1	2
192	в некоторых	1	2
193	превращается в	1	2
194	в мир	1	2
195	да и	1	2
196	на смерть	1	2
197	см ниже	1	2
198	под названием	1	2
199	представляли собой	1	2
200	будто бы	1	2
201	не знает	3	2
202	сказать что	1	2
203	также не	1	2
204	ее в	1	2
205	себя как	1	1
206	можно говорить	1	1
207	отметим что	1	1
208	это и	1	1
209	перед лицом	2	1
210	или по	2	1
211	не имеют	1	1
212	и могут	1	1
213	встречается и	1	1
214	есть не	1	1
215	диаметрально противоположные	1	1
216	героя но	1	1
217	этом не	1	1
218	в детских	1	1
219	это всегда	1	1
220	говорить о	2	1
221	но она	3	1
222	это время	1	1
223	в отличие	12	1
224	он сам	1	1
225	оно стоит	1	1
226	очень близка	1	1
227	с его	6	1
228	тем как	1	1
229	должна была	1	1
230	чем это	1	1
231	самому герою	1	1
232	не то	1	1
233	к которой	2	1
234	в сторону	1	1
235	ответ на	1	1
236	отличие от	12	1
237	из важнейших	2	1
238	отнюдь не	6	1
239	в истории	1	1
240	вот как	1	1
241	до его	1	1
242	однако не	1	1
243	и той	1	1
244	просто как	1	1
245	и как	3	1
246	не зная	1	1
247	говорит об	2	1
248	себе не	1	1
249	в этот	1	1
250	со своей	1	1
251	утверждая что	1	1
252	еще на	1	1
253	лежит на	2	1
254	в целом	2	1
255	всей своей	3	1
256	будет сказано	1	1
257	знанием или	1	1
258	им в	1	1
259	друг от	1	1
260	но на	1	1
261	человек не	1	1
262	жизнью и	2	1
263	о смерти	1	1
264	к миру	1	1
265	может так	1	1
266	сказкой и	1	1
267	знаем более	1	1
268	силу своей	1	1
269	одной и	1	1
270	что ни	2	1
271	же остается	1	1
272	совпадают с	1	1
273	она оказывается	1	1
274	входит в	2	1
275	обоих случаях	2	1
276	и сердце	1	1
277	но их	1	1
278	особенность этого	1	1
279	приходит в	1	1
280	не умирает	1	1
281	вводит в	1	1
282	но уже	2	1
283	в них	3	1
284	героя или	1	1
285	соответствии с	3	1
286	далеко не	2	1
287	и вне	1	1
288	несмотря на	1	1
289	к своему	2	1
290	восходят к	1	1
291	позднего происхождения	1	1
292	на дорогу	1	1
293	в своей	6	1
294	не подлежит	2	1
295	к одному	1	1
296	всякий раз	2	1
297	тем не	1	1
298	даже в	1	1
299	с миром	1	1
300	не менее	7	1
301	на мир	1	1
302	вплоть до	1	1
303	виду что	1	1
304	как о	1	1
305	в обоих	2	1
306	уводит от	1	1
307	в то	5	1
308	к этим	1	1
309	каждый день	1	1
310	которого он	1	1
311	в самых	1	1
312	чтобы стать	1	1
313	из другой	1	1
314	смерти а	1	1
315	во всем	1	1
316	дай мне	1	1
317	в процессе	1	1
318	страны мертвых	1	1
319	не вполне	1	1
320	что на	2	1
321	нашем языке	1	1
322	и со	1	1
323	сюжета в	1	1
324	в городе	1	1
325	со стороны	10	1
326	не могут	1	1
327	и смертью	2	1
328	историческая роль	1	1
329	его с	1	1
330	указывает на	1	1
331	не живет	1	1
332	приходит к	1	1
333	от друга	1	1
334	ни одно	2	1
335	тогда как	11	1
336	при котором	2	1
337	своего мира	1	1
338	характер и	1	1
339	в пределах	4	1
340	одного из	4	1
341	она была	1	1
342	мира и	4	1
343	задний план	1	1
344	с ним	1	1
345	мире в	3	1
346	это весьма	1	1
347	сводится к	2	1
348	время в	2	1
349	означает не	2	1
350	и большого	1	1
351	там же	2	1
352	нас же	1	1
353	и во	1	1
354	восходит к	3	1
355	там и	1	1
356	века и	1	1
357	и иных	1	1
358	и следовательно	1	1
359	может иметь	2	1
360	по двум	1	1
361	в частности	12	1
362	быть и	1	1
363	и одновременно	2	1
364	традиции в	1	1
365	в какой	1	1
366	к их	2	1
367	должен быть	1	1
368	одних и	1	1
369	однако она	1	1
370	с которыми	1	1
371	что подобно	1	1
372	для всех	1	1
373	уже не	3	1
374	только на	1	1
375	и сказкой	1	1
376	героя с	1	1
377	этом в	2	1
378	могло бы	1	1
379	состоял в	1	1
380	вовсе не	1	1
381	друг друга	1	1
382	каждый из	1	1
383	он вот	1	1
384	а слово	1	1
385	в исторической	3	1
386	не были	1	1
387	ней и	1	1
388	и прежде	2	1
389	при всей	7	1
390	и между	1	1
391	к человеку	1	1
392	а сам	2	1
393	до конца	1	1
394	своего рода	10	1
395	было ему	1	1
396	подобного рода	1	1
397	из героев	1	1
398	о чем	2	1
399	в одно	1	1
400	сказать все	1	1
401	всем что	1	1
402	требует от	1	1
403	в небо	1	1
404	xix века	1	1
405	по своему	1	1
406	к жизни	3	1
407	в той	2	1
408	ведет к	3	1
409	или короче	1	1
410	что же	2	1
411	мотив в	1	1
412	кто из	1	1
413	там где	1	1
414	вывод и	1	1
415	человек с	1	1
416	исходя из	1	1
417	сам в	1	1
418	в это	1	1
419	с этой	1	1
420	на пути	1	1
421	воздействия на	1	1
422	можно назвать	4	1
423	в наше	2	1
424	в книге	1	1
425	не знаем	1	1
426	указать на	2	1
427	ли в	1	1
428	в результате	2	1
