N	2gram	Losev_Dial_4	StatiiOP
1	и в	15	25
2	в этом	11	24
3	в том	11	20
4	что он	7	19
5	может быть	17	19
6	тем что	2	19
7	что в	7	19
8	что это	13	16
9	том что	10	15
10	в этой	4	14
11	и пр	9	13
12	не только	8	12
13	в его	4	12
14	то что	16	12
15	так что	6	11
16	таким образом	5	10
17	прежде всего	11	10
18	и не	30	10
19	но и	4	9
20	и т	17	8
21	все это	9	8
22	о том	5	8
23	в языке	1	8
24	это было	2	8
25	т е	46	8
26	в своих	1	8
27	с этим	3	7
28	это не	12	7
29	было бы	9	7
30	в то	6	7
31	не может	11	7
32	точки зрения	14	7
33	что такое	5	7
34	г в	1	6
35	место в	1	6
36	и на	5	6
37	как в	3	6
38	из этих	2	6
39	не в	8	6
40	только в	7	6
41	в конце	1	6
42	в области	3	6
43	как бы	14	6
44	а в	1	6
45	как на	1	6
46	то же	9	5
47	то обстоятельство	1	5
48	но в	3	5
49	на то	5	5
50	он не	1	5
51	об этом	3	5
52	говорил что	1	5
53	ни в	8	5
54	мы имеем	5	5
55	в котором	2	5
56	потому что	10	5
57	обстоятельство что	1	5
58	и это	8	5
59	так и	5	5
60	в них	2	5
61	с другой	1	5
62	а не	18	5
63	того что	13	5
64	другой стороны	2	5
65	в которой	2	4
66	из которых	3	4
67	в чем	8	4
68	точка зрения	1	4
69	в общем	1	4
70	все же	2	4
71	не было	2	4
72	то в	5	4
73	лишь в	2	4
74	этом смысле	4	4
75	и тем	6	4
76	в жизни	5	4
77	с тем	4	4
78	как и	7	4
79	а как	2	4
80	у нас	3	4
81	по крайней	7	4
82	с точки	9	4
83	ничего не	17	4
84	в каком	5	4
85	отличается от	1	4
86	в ней	5	4
87	и с	4	4
88	если бы	6	4
89	можно сказать	5	4
90	к нему	1	4
91	мы видим	4	4
92	всего в	1	4
93	в качестве	2	4
94	отношение к	1	4
95	крайней мере	7	4
96	в особенности	4	4
97	в течение	4	4
98	это есть	13	4
99	что здесь	3	4
100	в смысле	5	4
101	и для	5	4
102	но это	4	4
103	сказать что	6	4
104	в своей	3	4
105	из этого	1	4
106	можно назвать	3	4
107	во всяком	2	4
108	я и	1	3
109	вы знаете	2	3
110	говорить о	11	3
111	с его	5	3
112	кроме того	2	3
113	что по	2	3
114	и наконец	3	3
115	все эти	3	3
116	и если	3	3
117	всех этих	1	3
118	на этом	3	3
119	от нее	3	3
120	что этот	2	3
121	о которых	1	3
122	показывает что	2	3
123	этой вещи	1	3
124	нет никакого	3	3
125	в их	3	3
126	что я	5	3
127	но он	1	3
128	и более	1	3
129	же время	6	3
130	связи с	1	3
131	и далее	1	3
132	и здесь	1	3
133	что все	4	3
134	в словах	3	3
135	со стороны	3	3
136	и что	9	3
137	у которого	1	3
138	я говорил	2	3
139	и его	7	3
140	уже не	9	3
141	уже в	1	3
142	не так	1	3
143	так как	14	3
144	как раз	4	3
145	не является	1	3
146	что для	1	3
147	до конца	1	3
148	что мы	7	3
149	его как	2	3
150	в связи	1	3
151	с этой	2	3
152	тем более	6	3
153	конце концов	1	3
154	все они	1	3
155	к этому	3	3
156	в виде	3	3
157	эту вещь	1	2
158	речь идет	1	2
159	он может	1	2
160	мы имели	3	2
161	такое же	1	2
162	знаете что	5	2
163	той же	5	2
164	в сущности	5	2
165	думаю что	2	2
166	во всех	2	2
167	но как	2	2
168	только тогда	5	2
169	к слову	1	2
170	не просто	7	2
171	нет и	2	2
172	что они	4	2
173	что именно	7	2
174	в самом	2	2
175	и тот	1	2
176	имеем в	1	2
177	т д	15	2
178	не получается	1	2
179	о которой	1	2
180	не как	4	2
181	чтобы в	1	2
182	и по	2	2
183	но все	2	2
184	и может	2	2
185	заключается в	2	2
186	известно что	3	2
187	ее в	2	2
188	между собою	2	2
189	мы не	9	2
190	такой же	1	2
191	и тогда	2	2
192	не мог	2	2
193	можно найти	1	2
194	что нужно	1	2
195	в которых	1	2
196	быть применимо	1	2
197	которые в	1	2
198	тем не	2	2
199	для этого	2	2
200	сам он	1	2
201	этих трех	1	2
202	в отношении	2	2
203	не менее	2	2
204	но они	2	2
205	что эта	2	2
206	как о	2	2
207	дело не	1	2
208	тогда когда	5	2
209	одна из	1	2
210	так чтобы	3	2
211	не имеет	14	2
212	никогда не	2	2
213	найти в	3	2
214	и всегда	1	2
215	на себе	5	2
216	от того	2	2
217	могут быть	3	2
218	но также	1	2
219	для того	5	2
220	как мы	1	2
221	то она	1	2
222	с ее	10	2
223	в виду	9	2
224	нужно сказать	1	2
225	без всякого	2	2
226	или в	7	2
227	и которые	1	2
228	одного из	1	2
229	с одной	1	2
230	на что	2	2
231	и во	2	2
232	от них	1	2
233	и только	2	2
234	и других	1	2
235	все время	1	2
236	еще не	4	2
237	течение всей	1	2
238	и ее	8	2
239	которых я	1	2
240	есть в	4	2
241	и у	1	2
242	то и	2	2
243	что если	3	2
244	во втором	1	2
245	при помощи	3	2
246	одно из	1	2
247	а то	1	2
248	в новом	1	2
249	цели и	1	2
250	мы находим	2	2
251	вовсе не	6	2
252	заметить что	1	2
253	или иной	1	2
254	себя и	3	2
255	что не	3	2
256	но есть	1	2
257	каком смысле	1	2
258	этот человек	1	2
259	тогда было	1	2
260	ни на	6	2
261	вместе с	2	2
262	в одной	1	2
263	быть не	2	2
264	в это	1	2
265	на другое	3	2
266	несколько слов	1	2
267	один из	4	2
268	в результате	6	2
269	его не	1	2
270	в духе	1	2
271	и ни	2	2
272	только что	2	2
273	я думаю	2	2
274	одной из	2	2
275	в свою	3	2
276	были и	1	2
277	гораздо более	1	2
278	за пределы	3	1
279	также и	4	1
280	е как	1	1
281	не признать	1	1
282	по отдельным	1	1
283	сам по	2	1
284	и то	3	1
285	смысле слова	1	1
286	а из	1	1
287	на самом	1	1
288	переход от	1	1
289	по моему	1	1
290	идет о	1	1
291	выражено в	1	1
292	по этим	1	1
293	и так	2	1
294	это однако	1	1
295	должна быть	7	1
296	собственном смысле	2	1
297	видеть в	1	1
298	отношения к	3	1
299	есть не	5	1
300	для своего	1	1
301	при анализе	1	1
302	положения в	1	1
303	вопрос о	2	1
304	из своих	1	1
305	почти все	1	1
306	совпадает с	2	1
307	сложнее и	1	1
308	более богатым	1	1
309	видели уже	1	1
310	событий и	1	1
311	в некотором	1	1
312	и он	1	1
313	же нужно	1	1
314	которую можно	1	1
315	быть в	5	1
316	приговоренный к	1	1
317	всего этого	1	1
318	то мы	3	1
319	не требует	1	1
320	которых один	1	1
321	или иначе	2	1
322	мы будем	2	1
323	к жизни	3	1
324	тех же	2	1
325	очевидно что	1	1
326	конечно тут	1	1
327	история и	2	1
328	и я	1	1
329	чем же	2	1
330	в истории	3	1
331	трудно сказать	1	1
332	по которому	1	1
333	в своем	5	1
334	и нет	3	1
335	что нет	1	1
336	когда он	3	1
337	целый ряд	1	1
338	и как	4	1
339	и художественного	1	1
340	них но	1	1
341	от этого	3	1
342	поэтому и	1	1
343	тут нет	1	1
344	вещи но	1	1
345	при таком	2	1
346	так или	1	1
347	за это	1	1
348	бы не	2	1
349	близости к	1	1
350	думать что	2	1
351	в известном	1	1
352	в дальнейшем	1	1
353	типа все	1	1
354	а потом	1	1
355	говорят о	1	1
356	как он	1	1
357	всей его	2	1
358	человек не	1	1
359	что она	5	1
360	в нем	5	1
361	связанные с	1	1
362	она еще	1	1
363	это третье	1	1
364	исторической системы	1	1
365	одно что	1	1
366	и больше	1	1
367	теперь это	1	1
368	свою собственную	1	1
369	он должен	1	1
370	же это	5	1
371	этого вопроса	1	1
372	a и	1	1
373	одной и	3	1
374	в нее	1	1
375	как оно	1	1
376	конечно в	1	1
377	она стала	1	1
378	чаще всего	1	1
379	остановиться на	1	1
380	еще одно	1	1
381	он является	1	1
382	во внимание	2	1
383	мы видели	1	1
384	начинают говорить	1	1
385	можно считать	1	1
386	нисколько не	2	1
387	но я	1	1
388	рассматривать с	1	1
389	что значит	1	1
390	вещи в	1	1
391	бы на	1	1
392	свое изложение	1	1
393	и при	2	1
394	бы такую	1	1
395	сказать так	2	1
396	интерес и	1	1
397	мы встретились	1	1
398	почти не	1	1
399	на месте	1	1
400	на фоне	1	1
401	от себя	2	1
402	и значит	1	1
403	сам же	1	1
404	и той	3	1
405	дает в	2	1
406	ибо мы	2	1
407	не понимает	2	1
408	друг другу	1	1
409	также иметь	1	1
410	не могли	2	1
411	том же	1	1
412	того кто	1	1
413	по себе	13	1
414	даже в	1	1
415	этого мало	1	1
416	и очень	1	1
417	но ясно	1	1
418	и одной	1	1
419	что есть	2	1
420	не раз	2	1
421	и какие	1	1
422	вплоть до	1	1
423	о значении	1	1
424	иной раз	3	1
425	не о	4	1
426	дело в	1	1
427	того как	2	1
428	своего существования	1	1
429	и именно	2	1
430	понимать его	1	1
431	можно судить	2	1
432	иметь в	2	1
433	того чтобы	5	1
434	не могло	1	1
435	для творчества	1	1
436	смысл его	1	1
437	его от	1	1
438	в разных	2	1
439	или как	1	1
440	что давало	1	1
441	с нами	1	1
442	того в	1	1
443	ее с	1	1
444	такая же	1	1
445	е не	2	1
446	за которыми	1	1
447	об одной	1	1
448	очень часто	1	1
449	уже о	4	1
450	нет ни	3	1
451	когда мы	1	1
452	ему все	1	1
453	ни без	4	1
454	а что	2	1
455	той или	4	1
456	здесь же	1	1
457	и свое	1	1
458	в наше	1	1
459	в абсолютном	2	1
460	как они	1	1
461	приходит к	1	1
462	можно и	2	1
463	и оно	1	1
464	раз даже	1	1
465	и о	8	1
466	потому не	1	1
467	свою очередь	2	1
468	на нем	2	1
469	и говорить	1	1
470	говоря уже	3	1
471	в ее	2	1
472	только при	1	1
473	совершенно ясно	2	1
474	в собственном	3	1
475	нет никакой	1	1
476	в пределах	1	1
477	и необходимости	3	1
478	смысле но	1	1
479	на том	1	1
480	и когда	2	1
481	чтобы дать	1	1
482	можно было	1	1
483	те же	1	1
484	ясно что	11	1
485	здесь как	1	1
486	приближением к	1	1
487	именно этот	2	1
488	том как	2	1
489	мы в	1	1
490	о котором	1	1
491	и вообще	7	1
492	вещи мы	2	1
493	с ним	3	1
494	образом в	1	1
495	находится в	2	1
496	все его	1	1
497	уже сейчас	1	1
498	быть выражено	1	1
499	и должно	1	1
500	вот почему	3	1
501	его жизни	1	1
502	в новую	1	1
503	и берет	1	1
504	может не	1	1
505	и средствами	1	1
506	должно было	1	1
507	ибо никакой	1	1
508	пр но	1	1
509	новый дух	1	1
510	жизни он	1	1
511	их более	1	1
512	тем или	2	1
513	за эту	1	1
514	говорить об	2	1
