N	3gram	Bakhtin_Fr_5	StatiiOP
1	в том что	6	16
2	о том что	1	11
3	в этом отношении	5	9
4	до сих пор	3	5
5	вместе с тем	1	5
6	для того чтобы	6	5
7	дело в том	2	4
8	что он не	1	4
9	после того как	1	4
10	в г в	1	3
11	так же как	4	3
12	в другом месте	2	2
13	том что в	1	2
14	в одной из	2	2
15	с точки зрения	2	2
16	в отличие от	2	2
17	то что в	1	2
18	совершенно так же	2	2
19	в это время	1	2
20	в значительной степени	1	2
21	века и в	1	2
22	но и с	1	2
23	так и в	1	2
24	в самом деле	1	2
25	как своего рода	1	2
26	не представляется возможным	1	2
27	по этому поводу	1	2
28	свидетельствуют о том	1	2
29	тем не менее	1	2
30	к тому же	2	2
31	но кроме того	1	1
32	не нуждаются в	1	1
33	да и в	1	1
34	в своем романе	1	1
35	на самом деле	4	1
36	и всегда будет	1	1
37	от реальной действительности	1	1
38	он не только	2	1
39	он не может	1	1
40	на своем пути	1	1
41	не имеет никакого	1	1
42	не только была	1	1
43	и др в	2	1
44	подчеркнуть что в	1	1
45	не могло быть	1	1
46	и в наши	1	1
47	здесь нет и	1	1
48	в его замысле	1	1
49	в чем же	2	1
50	в данном случае	2	1
51	в связи с	5	1
52	но вместе с	1	1
53	формы но и	1	1
54	в ту же	1	1
55	к этому и	1	1
56	но и вообще	1	1
57	они свидетельствуют о	1	1
58	не мог не	1	1
59	по отношению к	1	1
60	и на все	1	1
61	то же время	9	1
62	что в своей	1	1
63	в то время	2	1
64	в свою очередь	1	1
65	но он не	1	1
66	на этом основании	1	1
67	ничего общего с	1	1
68	и речи о	1	1
69	нужно сказать что	2	1
70	должно заметить что	1	1
71	в то же	9	1
72	в том числе	4	1
73	был одним из	1	1
74	как бы он	1	1
75	как мы видели	4	1
