N	3gram	Vygotskiy__1	StatiiOP
1	и т д	8	21
2	в том что	9	17
3	о том что	7	11
4	для того чтобы	5	10
5	и т п	15	9
6	с точки зрения	2	8
7	до сих пор	3	7
8	в этом отношении	2	7
9	на самом деле	2	6
10	с другой стороны	5	6
11	во всяком случае	6	6
12	в самом деле	7	5
13	в этой области	1	5
14	не может быть	8	5
15	дело в том	1	4
16	и в области	1	4
17	не только в	1	4
18	так и в	2	4
19	что и в	2	4
20	на то что	8	4
21	сказать что в	3	3
22	только в том	3	3
23	то или иное	2	3
24	в применении к	2	3
25	так же как	4	3
26	в том как	1	3
27	и в этом	1	3
28	тем или иным	2	3
29	что в области	2	3
30	заключается в том	6	3
31	и в самом	2	3
32	т п в	1	3
33	что в этой	1	2
34	одним и тем	1	2
35	так как в	1	2
36	я уже приводил	1	2
37	в том числе	1	2
38	во многих случаях	1	2
39	т д и	1	2
40	и в том	1	2
41	и то что	1	2
42	том числе и	1	2
43	на точку зрения	1	2
44	то что у	3	2
45	если бы мы	1	2
46	с одной стороны	5	2
47	в то время	5	2
48	всяком случае в	2	2
49	не в том	5	2
50	на вопрос о	1	2
51	мере в какой	1	2
52	то что в	1	2
53	же и в	1	2
54	и тем же	1	2
55	на этот раз	1	2
56	вопрос о том	1	2
57	по этому поводу	2	2
58	речь идет о	1	2
59	тем не менее	2	2
60	дело не в	1	2
61	как и в	4	2
62	на котором основываются	1	1
63	потому что он	2	1
64	не может не	1	1
65	в одном из	2	1
66	в которой он	1	1
67	так же и	1	1
68	принципиальной разницы между	2	1
69	не оставляет камня	1	1
70	в настоящее время	2	1
71	в этом смысле	2	1
72	в том и	2	1
73	том что он	1	1
74	в том же	1	1
75	же как и	1	1
76	что с точки	1	1
77	в нем нельзя	1	1
78	т п но	1	1
79	в графе нулине	1	1
80	в зависимости от	5	1
81	сами по себе	1	1
82	каждое из них	2	1
83	а потому не	2	1
84	каждой из этих	1	1
85	а может быть	1	1
86	только то что	1	1
87	камня на камне	1	1
88	виде в каком	1	1
89	точно так же	3	1
90	как увидим ниже	1	1
91	в том случае	2	1
92	и в этих	1	1
93	ту или иную	1	1
94	что разница между	1	1
95	в это время	1	1
96	ясно что и	2	1
97	то время как	5	1
98	здесь нет и	1	1
99	в прямом смысле	1	1
100	в том чтобы	7	1
101	то что она	1	1
102	ясно что при	1	1
103	ответ на вопрос	1	1
104	той мере в	1	1
105	оставляет камня на	1	1
106	в той мере	1	1
107	как будто бы	2	1
108	и не было	1	1
109	в каком он	1	1
110	в какой степени	1	1
111	что в таком	1	1
112	той и другой	1	1
113	то что он	1	1
114	а вовсе не	1	1
115	такое же значение	1	1
116	т п поэтому	1	1
117	уже и сейчас	1	1
118	в целом ряде	2	1
119	могут и не	1	1
120	этого вопроса в	1	1
121	и для нас	1	1
122	и таким образом	2	1
123	а в том	2	1
124	по поводу того	1	1
125	надо сказать что	3	1
126	ни в каком	1	1
127	вопроса в целом	1	1
128	что он о	1	1
129	д и т	1	1
130	мы на самом	1	1
131	из евгения онегина	1	1
132	в котором она	1	1
133	но то что	1	1
134	смысле этого слова	2	1
135	совершенно ясного и	1	1
136	другой стороны и	2	1
137	и у пушкина	1	1
138	целый ряд таких	2	1
139	но я не	1	1
140	же значение как	1	1
141	в вопросе о	1	1
142	мы приходим к	1	1
143	в результате этого	1	1
144	не всегда можно	1	1
145	и могут быть	1	1
146	мы имеем дело	1	1
147	отметить что в	1	1
148	в конце концов	3	1
149	не допускают мысли	1	1
150	том что и	1	1
151	он не только	2	1
152	как и всякая	1	1
