N	3gram	Bakhtin_fo_1	FransuaR
1	то же время	9	6
2	в то же	6	6
3	и до конца	2	5
4	как мы уже	8	5
5	до сих пор	3	4
6	в той же	1	4
7	мы еще вернемся	1	4
8	но в то	1	4
9	в связи с	5	4
10	в том числе	4	3
11	в мировой литературе	2	3
12	в отличие от	2	3
13	а также и	2	3
14	прежде всего необходимо	3	3
15	мы уже говорили	3	3
16	и прежде всего	2	3
17	для того чтобы	5	3
18	в той или	1	2
19	по отношению к	3	2
20	этот образ и	1	2
21	существенное отношение к	1	2
22	и в других	4	2
23	но и в	2	2
24	в этом отношении	3	2
25	том числе и	2	2
26	как раз в	4	2
27	в значительной степени	1	2
28	и во всей	2	2
29	по сравнению с	2	2
30	не может быть	3	2
31	все то что	2	2
32	до наших дней	1	2
33	в основе этого	1	2
34	в данном случае	1	2
35	о том что	1	2
36	той или иной	2	2
37	еще вернемся в	1	2
38	как и в	2	2
39	в том же	1	2
40	смысле этого слова	1	1
41	в другом месте	1	1
42	на площади он	1	1
43	на том что	1	1
44	и в сущности	2	1
45	или во всяком	1	1
46	том что в	1	1
47	прежде всего на	1	1
48	прежде всего в	1	1
49	дело в том	2	1
50	имеем в виду	1	1
51	мы уже сказали	2	1
52	и до сих	1	1
53	и в особенности	2	1
54	связан и с	1	1
55	также и в	2	1
56	здесь прежде всего	1	1
57	в средние века	1	1
58	в этом случае	1	1
59	потому что не	1	1
60	может быть только	3	1
61	же время он	1	1
62	как раз и	2	1
63	вполне понятно что	4	1
64	с точки зрения	2	1
65	на первый план	1	1
66	они не могут	1	1
67	в сущности все	1	1
68	вместе с ними	1	1
69	в строгом смысле	2	1
70	на виду у	1	1
71	как раз наиболее	1	1
72	что в нем	1	1
73	здесь только на	1	1
74	в последующие периоды	1	1
75	или иной степени	1	1
76	и это очень	1	1
77	большую роль в	1	1
78	в значительной мере	1	1
79	в частности у	1	1
80	может быть и	2	1
81	важное значение имеет	1	1
82	остановимся прежде всего	1	1
83	и в частности	2	1
84	тесно переплетаются между	1	1
85	в xvii веке	2	1
86	в особенности в	1	1
87	прямое отношение к	1	1
88	еще и в	1	1
89	в дальнейшем в	1	1
90	в высшей степени	1	1
91	играют громадную роль	1	1
92	то есть все	1	1
93	моменты в романе	1	1
94	и в этом	1	1
95	до нас в	3	1
96	же время оно	1	1
97	романа в основе	2	1
98	и в ранних	1	1
99	в их целом	2	1
100	характер носит и	1	1
101	во всяком случае	1	1
102	как мы увидим	1	1
103	в точном смысле	2	1
104	здесь как мы	1	1
105	вовсе не являются	1	1
106	в его целом	2	1
107	и еще не	1	1
108	жизни то есть	2	1
109	во всех этих	1	1
110	с одной из	1	1
111	сих пор не	1	1
112	между этими двумя	3	1
113	нельзя забывать что	1	1
114	резко отличный от	1	1
115	узком смысле слова	1	1
116	в свою очередь	1	1
117	мы остановимся здесь	1	1
118	связи с этим	2	1
119	с ним у	1	1
120	этого мира в	1	1
121	связи с рабле	1	1
122	с самого начала	2	1
123	и в самом	1	1
124	в этих условиях	1	1
125	включает в себя	1	1
126	средние века и	1	1
127	неразрывно связаны с	1	1
128	в новое время	1	1
129	мы имеем в	1	1
130	как мы видим	2	1
131	в ее целом	2	1
132	но все эти	2	1
133	таким образом и	1	1
134	и др в	2	1
135	мы уже указывали	4	1
136	так и по	1	1
137	но все же	2	1
138	и на весь	1	1
139	в них не	1	1
140	в том что	2	1
141	в последнем счете	1	1
142	есть все то	1	1
