N	2gram	Tiupa_Lite_2	Analitik
1	не только	8	22
2	тогда как	9	20
3	и в	19	18
4	как и	10	14
5	так и	7	14
6	в этом	9	14
7	и его	3	13
8	но и	10	13
9	том что	7	12
10	в качестве	5	12
11	и не	11	12
12	в частности	4	12
13	при этом	6	11
14	коммуникативного события	2	11
15	то есть	5	10
16	а в	3	10
17	как бы	2	10
18	что в	4	9
19	в тексте	1	9
20	может быть	17	9
21	со стороны	3	9
22	а не	20	9
23	в том	10	9
24	со своей	2	8
25	в повестях	1	8
26	всего лишь	3	8
27	своего рода	13	8
28	в миропорядке	1	8
29	не случайно	4	8
30	и даже	8	8
31	по отношению	4	7
32	в русской	4	7
33	как раз	2	7
34	в его	4	7
35	с другой	8	7
36	во второй	1	7
37	но не	5	7
38	отношению к	3	7
39	еще не	2	6
40	в этой	3	6
41	он не	5	6
42	в их	3	6
43	не в	4	6
44	к тому	1	6
45	для него	4	6
46	о том	2	6
47	художественного целого	1	6
48	художественное целое	1	6
49	в начале	3	6
50	того же	4	5
51	той же	2	5
52	мы имеем	1	5
53	как правило	3	5
54	как нам	1	5
55	в самом	1	5
56	в случае	1	5
57	в слове	1	5
58	однако в	6	5
59	в мире	9	5
60	или иной	1	5
61	в сущности	3	5
62	что и	2	5
63	уже не	2	5
64	в конце	2	5
65	никогда не	3	5
66	и т.п	10	5
67	в свою	1	5
68	прежде всего	4	5
69	я в	7	5
70	не является	2	5
71	такого рода	9	5
72	в результате	2	5
73	другой стороны	4	5
74	представляет собой	2	5
75	и на	6	4
76	столь же	5	4
77	что он	3	4
78	отнюдь не	4	4
79	в своем	1	4
80	и как	3	4
81	что по	1	4
82	и к	2	4
83	таким образом	1	4
84	приводит к	1	4
85	в итоге	1	4
86	коммуникативной стратегии	2	4
87	состоит в	9	4
88	тем самым	3	4
89	картина мира	2	4
90	в одном	2	4
91	имеем дело	1	4
92	ли не	4	4
93	не менее	6	4
94	свою очередь	1	4
95	в пределах	1	4
96	и сам	2	4
97	произведение искусства	1	4
98	можно сказать	1	4
99	русской литературе	2	4
100	крайней мере	2	4
101	себя в	6	4
102	во втором	1	4
103	далеко не	1	4
104	по крайней	2	4
105	в данном	3	4
106	все же	2	4
107	героя и	1	4
108	с новыми	1	3
109	я и	4	3
110	здесь и	1	3
111	едва ли	4	3
112	его не	1	3
113	который в	1	3
114	мы не	4	3
115	в целом	2	3
116	уже в	2	3
117	в сочетании	1	3
118	здесь не	1	3
119	но как	2	3
120	если в	2	3
121	ответ на	1	3
122	в рамках	4	3
123	как в	1	3
124	подобно тому	2	3
125	в году	5	3
126	без исключения	1	3
127	то же	12	3
128	в каждом	2	3
129	его в	1	3
130	эстетического отношения	1	3
131	точки зрения	4	3
132	сочетании с	1	3
133	и без	2	3
134	не столько	3	3
135	в то	9	3
136	только не	1	3
