N	3gram	Vinokur_St_1	Myshleni
1	для того чтобы	10	14
2	по отношению к	3	12
3	в том что	17	11
4	с точки зрения	8	9
5	так же как	3	7
6	потому что он	1	5
7	в этом отношении	7	5
8	заключается в том	3	5
9	в другом месте	1	4
10	на этот вопрос	1	4
11	то время как	1	4
12	в то время	2	4
13	о том что	11	4
14	друг от друга	1	4
15	в этом случае	2	3
16	в лучшем случае	1	3
17	до сих пор	7	3
18	можно было бы	8	3
19	с одной стороны	2	3
20	мере в какой	2	3
21	не может быть	5	3
22	на вопрос о	2	3
23	вопрос о том	2	3
24	той мере в	1	3
25	в той мере	1	3
26	том что в	3	2
27	в самом деле	5	2
28	так что в	1	2
29	том что он	1	2
30	о том как	1	2
31	и не может	1	2
32	в зависимости от	1	2
33	является то что	1	2
34	в той же	2	2
35	что он не	1	2
36	таким образом в	1	2
37	и то что	2	2
38	не отдает себе	1	2
39	а с другой	1	2
40	то что он	1	2
41	тем или иным	3	2
42	ответ на этот	1	2
43	ту мысль что	1	2
44	с другой стороны	6	2
45	в свое время	2	2
46	отчета в том	1	2
47	то обстоятельство что	2	2
48	ничего общего с	3	2
49	хотя бы в	1	2
50	того как он	1	2
51	но все же	3	2
52	мы говорим о	1	2
53	той же мере	1	2
54	в основе этой	1	2
55	и в области	4	2
56	себе отчета в	1	1
57	как производное от	1	1
58	непосредственно вытекает из	1	1
59	в той области	1	1
60	не может не	1	1
61	да и в	2	1
62	в обоих случаях	1	1
63	если бы она	1	1
64	сказать что в	3	1
65	в прямом смысле	1	1
66	чтобы можно было	1	1
67	что они являются	1	1
68	на самом деле	6	1
69	как и во	1	1
70	в этом смысле	1	1
71	в том числе	2	1
72	в том же	1	1
73	же как и	1	1
74	только в том	3	1
75	будет видно из	1	1
76	никогда не утверждал	1	1
77	дело только в	1	1
78	представление о том	1	1
79	не потому чтобы	1	1
80	в первую очередь	2	1
81	том числе и	2	1
82	прямом смысле этого	1	1
83	что значит слово	1	1
84	не существует все	1	1
85	в равной мере	2	1
86	вопрос о значении	1	1
87	но и это	1	1
88	в применении к	3	1
89	в которой он	1	1
90	и что в	1	1
91	само собой разумеется	1	1
92	можно даже сказать	1	1
93	в этой области	5	1
94	вообще не существует	2	1
95	смысле этого слова	1	1
96	что оба эти	1	1
97	в области других	1	1
98	в развитии этой	1	1
99	и по отношению	1	1
100	в какой степени	1	1
101	которая в его	1	1
102	моменты связанные с	1	1
103	потому что она	1	1
104	этих точек зрения	1	1
105	во всяком случае	6	1
106	он не знает	1	1
107	это можно было	1	1
108	так и в	4	1
109	я не могу	1	1
110	на эту тему	4	1
111	что он делает	1	1
112	нет никаких оснований	1	1
113	тем не менее	2	1
114	и это не	1	1
115	она исходит из	1	1
116	и таким образом	1	1
117	что в отношении	2	1
118	надо сказать что	1	1
119	ни в каком	1	1
120	такое же значение	1	1
121	собой разумеется что	1	1
122	в котором она	1	1
123	том смысле что	1	1
124	в том чтобы	1	1
125	те или иные	1	1
126	того или иного	4	1
127	не разрешают но	1	1
128	и никогда не	1	1
129	а не на	1	1
130	что это не	2	1
131	они ни были	1	1
132	в то же	4	1
133	в вопросе о	1	1
134	а во второй	2	1
135	заключается именно в	1	1
136	к тому что	1	1
137	в том смысле	2	1
138	между одним и	1	1
139	в результате этого	1	1
140	если бы оно	1	1
141	в школе и	1	1
142	не знает и	1	1
143	что в этой	2	1
144	что он в	1	1
145	здесь и там	1	1
146	той или иной	1	1
