N	3gram	Propp_Isto_7	StatiiOP
1	в том что	4	11
2	и т п	1	6
3	не может быть	3	5
4	с точки зрения	1	4
5	то время как	2	4
6	с другой стороны	8	4
7	о том что	5	4
8	в то время	2	4
9	состоит в том	1	3
10	в связи с	1	3
11	может быть это	1	3
12	не только в	5	3
13	но это не	2	3
14	но и в	2	2
15	это не так	1	2
16	до сих пор	2	2
17	и не в	1	2
18	в том чтобы	2	2
19	с одной стороны	4	2
20	во всех этих	6	2
21	у него есть	2	2
22	но все же	2	2
23	мы имеем в	4	2
24	к тому что	1	2
25	тем не менее	4	2
26	независимо от того	1	2
27	и т д	16	2
28	и в конце	1	1
29	даже там где	2	1
30	и может быть	1	1
31	об этом очень	1	1
32	от этого становится	1	1
33	а иногда и	1	1
34	одна из этих	2	1
35	мы знаем об	1	1
36	есть и такие	1	1
37	а не в	1	1
38	но так как	1	1
39	между прочим и	2	1
40	более или менее	1	1
41	в самом деле	1	1
42	в одной из	2	1
43	тем что это	1	1
44	так что он	1	1
45	а она ему	1	1
46	то же самое	1	1
47	он не может	1	1
48	что ни в	1	1
49	то же можно	1	1
50	отсюда же объясняется	1	1
51	то это означало	1	1
52	и в других	2	1
53	вместе с тем	1	1
54	на вопрос о	1	1
55	том что именно	1	1
56	от них и	1	1
57	что мы знаем	1	1
58	можно было бы	1	1
59	то что в	3	1
60	с этой точки	3	1
61	говорит о том	1	1
62	в самом начале	1	1
63	обращает на себя	1	1
64	сих пор мы	1	1
65	том что такое	1	1
66	ответ на вопрос	2	1
67	и что он	1	1
68	в некоторых случаях	1	1
69	вместе со своим	1	1
70	то что он	1	1
71	ответить на вопрос	1	1
72	связанные с этим	1	1
73	мы имеем здесь	1	1
74	в этом и	2	1
75	можно сказать относительно	1	1
76	в этом же	1	1
77	примеры показывают что	1	1
78	и здесь следует	1	1
79	не только у	1	1
80	же самое и	1	1
81	до наших дней	1	1
82	на вопрос что	1	1
83	этой точки зрения	3	1
84	же можно сказать	1	1
85	это означало бы	1	1
86	из этих форм	1	1
87	но уже в	1	1
88	дело так что	1	1
89	нельзя не отметить	1	1
90	и что если	1	1
91	что у него	4	1
92	не так существенно	1	1
93	совершенно очевидно что	1	1
94	вопрос о том	1	1
95	он может создать	1	1
96	не знает что	1	1
97	дело не в	3	1
98	как мы видели	1	1
