N	2gram	Potebnia_M_2	Vladivir
1	и в	24	40
2	то что	20	28
3	не только	15	25
4	и не	19	25
5	у него	2	24
6	то есть	30	24
7	том что	8	18
8	в том	18	18
9	но и	9	18
10	что в	16	17
11	в этом	8	16
12	в его	2	14
13	так что	10	14
14	не может	12	14
15	вовсе не	9	13
16	только в	11	13
17	даже и	2	12
18	а именно	1	12
19	сказать что	2	12
20	никогда не	4	11
21	потому что	49	11
22	таким образом	11	11
23	о том	5	11
24	ни в	1	10
25	тем не	6	10
26	и его	2	10
27	то это	3	10
28	не есть	6	10
29	прежде всего	7	10
30	и потому	2	10
31	это есть	1	10
32	и то	3	9
33	уже не	4	9
34	что это	3	9
35	в себе	10	9
36	и с	1	9
37	не менее	5	9
38	есть только	6	9
39	что же	1	9
40	как мы	1	8
41	он не	1	8
42	и что	4	8
43	раз и	1	8
44	для него	10	8
45	может быть	23	8
46	а не	18	8
47	так же	2	8
48	а только	8	7
49	же с	1	7
50	хотя и	3	7
51	и как	6	7
52	и если	4	7
53	что все	2	7
54	с тем	4	7
55	как и	7	7
56	в то	6	7
57	мы бы	2	7
58	что и	11	7
59	того что	7	7
60	так как	10	7
61	вместе с	11	7
62	к тому	1	7
63	а в	8	7
64	в своих	1	7
65	оно есть	1	6
66	и на	8	6
67	то в	1	6
68	не будет	1	6
69	с точки	1	6
70	по себе	15	6
71	во всем	2	6
72	и это	2	6
73	и от	3	6
74	так и	5	6
75	об этом	1	6
76	и здесь	2	6
77	значит что	1	6
78	если не	4	6
79	но это	3	6
80	хотя бы	2	6
81	отношения к	2	5
82	мы уже	1	5
83	в ней	3	5
84	совсем не	2	5
85	в истории	1	5
86	более или	8	5
87	все эти	2	5
88	тому же	1	5
89	же касается	1	5
90	можно считать	1	5
91	должно быть	2	5
92	или менее	8	5
93	но если	2	5
94	дело в	1	5
95	тем что	7	5
96	для нас	31	5
97	ничего не	1	5
98	у нас	2	5
99	ничего общего	1	5
100	для себя	1	5
