N	3gram	Bakhtin_Fr_8	Tragedij
1	то же время	10	5
2	в то же	10	5
3	так и в	1	3
4	в отличие от	1	2
5	и в частности	1	2
6	в данном случае	2	2
7	но в то	2	2
8	и как бы	1	2
9	между этими двумя	1	2
10	о том что	2	2
11	и в самом	1	2
12	в том что	6	2
13	особое значение для	1	1
14	это было в	1	1
15	и до конца	4	1
16	эти образы и	1	1
17	в той же	3	1
18	и то что	1	1
19	можно так выразиться	1	1
20	потому-то он и	1	1
21	что все это	2	1
22	это как бы	1	1
23	и не быть	1	1
24	в чем же	1	1
25	но при этом	1	1
26	в году и	1	1
27	обстоит дело с	1	1
28	и в этом	1	1
29	по сравнению с	1	1
30	и при этом	1	1
31	начала и до	3	1
32	все же не	1	1
33	если можно так	1	1
34	в связи с	3	1
35	относится еще к	1	1
36	вместо того чтобы	1	1
37	не может быть	2	1
38	на вопрос о	1	1
39	по своей силе	1	1
40	все эти образы	2	1
41	в точности соответствует	1	1
42	и вместе с	1	1
43	с самого начала	1	1
44	не только не	2	1
45	в самом деле	1	1
46	один из первых	1	1
47	с начала и	3	1
48	после того как	1	1
49	роль в романе	1	1
50	в какой-то мере	1	1
51	как и в	4	1
52	xii и xiii	1	1
