N	3gram	Tiupa_Disk_2	Istorich
1	с другой стороны	1	7
2	в этом случае	2	5
3	в том что	6	5
4	тем не менее	1	5
5	в данном случае	6	3
6	том что в	1	2
7	состоит в том	2	2
8	можно утверждать что	1	2
9	по отношению к	4	2
10	что в них	1	2
11	с одной стороны	4	2
12	и то что	2	2
13	во всяком случае	1	2
14	это еще не	2	2
15	о том что	3	2
16	в одном из	1	2
17	как и в	5	2
18	то что и	1	1
19	но прежде всего	1	1
20	и столь же	1	1
21	время от времени	1	1
22	мы имеем дело	1	1
23	и той же	1	1
24	подобно тому как	2	1
25	мы ничего не	1	1
26	в том числе	1	1
27	в соответствии с	2	1
28	но и здесь	1	1
29	и др см	1	1
30	с точки зрения	2	1
31	об одном из	1	1
32	что он ничего	1	1
33	и это весьма	1	1
34	случае мы имеем	1	1
35	только то что	1	1
36	к этому я	1	1
37	с ней в	1	1
38	должно было происходить	1	1
39	том что и	1	1
40	в себя и	1	1
41	и должно было	1	1
42	в такой же	1	1
43	наводит на мысль	1	1
44	и прежде всего	2	1
45	равно как и	1	1
46	не может быть	3	1
47	прежде всего он	1	1
48	с самого начала	1	1
49	но в этом	1	1
50	можно сказать что	1	1
51	к своему собственному	1	1
52	друг от друга	1	1
53	в большинстве случаев	1	1
54	одной и той	1	1
55	друг друга и	1	1
