N	3gram	Vinokur_Ku_3	Problema
1	тем не менее	9	18
2	и т д	8	10
3	то же самое	1	9
4	и тем не	3	8
5	для того чтобы	11	8
6	в данном случае	4	8
7	как раз и	2	7
8	сам по себе	3	7
9	в этом смысле	1	6
10	в таком случае	2	6
11	то что мы	1	6
12	о том что	3	5
13	в том что	8	5
14	на самом деле	3	4
15	т д и	1	4
16	только то что	2	4
17	в связи с	4	4
18	а не просто	2	4
19	той или иной	5	4
20	в то же	1	4
21	сама по себе	2	4
22	что же касается	1	3
23	более или менее	2	3
24	с точки зрения	16	3
25	до сих пор	8	3
26	может быть и	1	3
27	то что он	1	3
28	во всяком случае	1	3
29	вовсе еще не	1	3
30	и о том	1	3
31	д и т	1	3
32	не только не	1	3
33	с другой стороны	3	3
34	по этому поводу	1	3
35	и того же	2	2
36	в этом случае	4	2
37	хотя и не	1	2
38	мы говорим что	1	2
39	не говоря уже	2	2
40	в самом деле	11	2
41	что она есть	1	2
42	по крайней мере	1	2
43	по своему содержанию	1	2
44	а может быть	1	2
45	это вовсе не	1	2
46	не о чем	1	2
47	так как он	2	2
48	так же как	1	2
49	можно сказать только	1	2
50	тех или иных	1	2
51	так как они	1	2
52	и в этом	4	2
53	никогда не может	1	2
54	когда мы говорим	1	2
55	тем что в	1	2
56	не может быть	3	2
57	не имеет ничего	1	2
58	того или иного	3	2
59	есть еще и	1	2
60	не потому что	1	2
61	мы должны сказать	1	2
62	с тем что	1	2
63	и в самом	4	2
64	одного и того	2	2
65	можно было бы	10	2
66	ни о каких	1	1
67	не принимая во	1	1
68	а в известном	1	1
69	если он не	1	1
70	нужно помнить что	1	1
71	одному тому что	1	1
72	мы сразу же	1	1
73	вместе с тем	1	1
74	во что бы	1	1
75	по одному тому	1	1
76	само собой разумеется	1	1
77	не так уж	1	1
78	в чем же	1	1
79	то ни стало	1	1
80	и к тому	1	1
81	не выходит за	1	1
82	принимая во внимание	1	1
83	что мы в	1	1
84	одним и тем	2	1
85	должны сказать что	1	1
86	также и в	1	1
87	потому что иначе	1	1
88	есть прежде всего	1	1
89	здесь прежде всего	1	1
90	в период революции	1	1
91	в языке и	1	1
92	никоим образом не	1	1
93	о чем и	1	1
94	мы находим в	1	1
95	тот или иной	2	1
96	говоря уже о	2	1
97	а именно в	1	1
98	и в то	1	1
99	к числу таких	1	1
100	а что же	1	1
101	для этой цели	1	1
102	что все эти	1	1
103	в первую очередь	3	1
104	но для этого	1	1
105	и т п	41	1
106	обратить внимание на	1	1
107	от нас и	1	1
108	хотя и здесь	1	1
109	то или иное	2	1
110	не то что	1	1
111	ничего не значит	2	1
112	свой смысл и	1	1
113	в своей статье	2	1
114	что бы то	1	1
115	постановка вопроса о	1	1
116	чтобы понять что	1	1
117	и тем же	2	1
118	еще ничего не	1	1
119	не только в	3	1
120	ничего не дает	2	1
121	так и в	3	1
122	в известном смысле	2	1
123	которое мы находим	1	1
124	как он будет	1	1
125	при этом что	2	1
126	на себя внимание	2	1
127	ровно ничего не	1	1
128	уже по одному	1	1
129	сказать только то	1	1
130	не могут быть	2	1
131	это не значит	1	1
132	а вовсе не	1	1
133	бы то ни	1	1
134	и так как	1	1
135	однако ясно что	1	1
136	все подобного рода	1	1
137	нас прежде всего	1	1
138	в известной мере	1	1
139	если мы возьмем	1	1
140	между прочим следующее	1	1
141	но для того	1	1
142	заключается в том	1	1
143	в то время	1	1
144	в том чтобы	3	1
145	если же мы	1	1
146	искусства и литературы	1	1
147	но чего же	1	1
148	то ясно что	1	1
149	у нас с	1	1
150	выходит за пределы	1	1
151	тому или иному	1	1
152	у нас в	1	1
153	и доходит до	1	1
154	что в процессе	1	1
155	в то или	1	1
156	к тому что	1	1
157	такой смысл который	1	1
158	это не только	1	1
159	должно быть в	2	1
160	те моменты в	1	1
161	к тому же	2	1
162	только тогда когда	4	1
163	между прочим в	1	1
164	конечно далеко не	1	1
165	как мы видели	2	1
