N	2gram	Medvedev_F_2	Problema
1	и в	38	44
2	вовсе не	11	37
3	и не	20	35
4	не есть	3	35
5	может быть	23	28
6	по себе	7	25
7	потому что	2	25
8	не просто	2	23
9	то что	6	23
10	в том	11	21
11	только в	6	19
12	а не	6	18
13	в этом	27	17
14	если мы	5	16
15	даже и	4	16
16	для нас	1	16
17	сказать что	2	16
18	художественного произведения	6	14
19	и то	2	14
20	не только	9	14
21	и даже	4	14
22	и т	14	13
23	то же	6	13
24	т д	5	13
25	не в	15	13
26	но в	4	12
27	том что	2	12
28	той или	1	12
29	так что	1	12
30	не является	3	11
31	то это	3	10
32	отнюдь не	8	10
33	так и	8	10
34	как и	9	10
35	тем не	1	10
36	не менее	1	10
37	у нас	1	10
38	в виду	2	10
39	но и	13	10
40	не имеет	2	9
41	в нем	13	9
42	и с	9	9
43	это не	2	9
44	и тем	2	9
45	в то	5	9
46	и это	2	9
47	в его	10	9
48	что и	8	9
49	что он	5	9
50	так как	4	9
51	в данном	1	9
52	как бы	4	9
53	таким образом	20	9
54	и от	2	9
55	во всяком	5	9
56	сама по	1	8
57	перед нами	2	8
58	в себе	1	8
59	он не	6	8
60	было бы	6	8
61	ни в	2	8
62	но это	2	8
63	только и	3	8
64	как раз	6	8
65	связи с	13	8
66	как мы	7	8
67	здесь не	4	8
68	того что	3	8
69	при помощи	2	8
70	а именно	2	8
71	что же	5	8
72	художественное произведение	2	8
73	что в	7	8
74	это и	5	7
75	мы не	3	7
76	в связи	10	7
77	на самом	3	7
78	все эти	6	7
79	мы должны	1	7
80	ничего общего	1	7
81	данном случае	1	7
82	с ним	2	7
83	с другой	3	7
84	уже не	7	7
85	не может	14	7
86	сам по	3	6
87	в целом	3	6
88	все же	8	6
89	и к	4	6
90	о том	1	6
91	то ни	2	6
92	ясно что	1	6
93	того или	4	6
94	но если	1	6
95	никогда не	2	6
96	для этого	2	6
97	можно сказать	1	6
98	и только	5	6
99	всяком случае	5	6
100	сами по	2	6
101	имеет значение	2	6
102	такого рода	1	6
103	в виде	1	6
104	жизни и	3	6
105	и есть	1	5
106	едва ли	2	5
107	есть не	1	5
108	а только	2	5
109	значение и	3	5
110	за пределы	1	5
111	что они	4	5
112	в своем	1	5
113	хотя и	3	5
114	в нашем	1	5
115	с тем	11	5
116	и сам	1	5
117	точки зрения	8	5
118	в своей	7	5
119	нас не	1	5
120	является только	1	5
121	тем самым	2	5
122	как о	4	5
123	и его	21	5
124	и вполне	1	5
125	и о	2	5
126	в ней	6	5
127	и здесь	3	5
128	крайней мере	1	5
129	только на	3	5
130	то и	3	5
131	гораздо более	1	5
132	или даже	2	5
133	в конце	2	5
134	не было	6	5
135	по крайней	1	5
136	этом случае	1	5
137	так же	1	5
138	как в	4	5
139	да и	1	5
140	этого слова	1	5
141	все это	3	5
142	собственно говоря	1	5
