N	3gram	Tiupa_Hudo_1	Psycholo
1	для того чтобы	2	19
2	в том что	7	12
3	все то что	1	11
4	о том что	1	10
5	то же самое	1	6
6	так же точно	1	5
7	к тому что	2	5
8	с точки зрения	3	4
9	что он не	1	4
10	как раз в	1	4
11	заключается в том	1	3
12	с одной стороны	2	3
13	это и есть	1	3
14	несет в себе	2	3
15	сама по себе	2	3
16	точно так же	1	3
17	так же как	1	3
18	том что он	1	3
19	таким образом что	1	2
20	с другой стороны	5	2
21	к тому же	1	2
22	может быть это	1	2
23	по поводу этой	1	2
24	в то время	1	2
25	и в самом	1	2
26	подобно тому как	1	1
27	так или иначе	3	1
28	и в сущности	1	1
29	в виду не	3	1
30	в таком случае	1	1
31	говорит что он	1	1
32	в этом смысле	3	1
33	в истории литературы	1	1
34	тем и другим	1	1
35	а чем-то другим	1	1
36	том или ином	1	1
37	ее никто не	1	1
38	мы встречаемся с	1	1
39	толстым в его	1	1
40	и в то	1	1
41	из того что	1	1
42	только в воображении	1	1
43	этом так как	1	1
44	что одна из	1	1
45	а с другой	2	1
46	в евгении онегине	1	1
47	а не все	1	1
48	можно сказать что	3	1
49	минуту до этого	1	1
50	в воображении читателя	1	1
51	на первый взгляд	1	1
52	этой точки зрения	1	1
53	как бы в	1	1
54	по отношению к	9	1
55	и в этой	1	1
56	в своем составе	1	1
57	не что иное	1	1
58	так что она	1	1
59	но он не	2	1
60	в то же	5	1
61	то есть как	1	1
62	в конечном счете	5	1
63	том что она	1	1
64	только то что	1	1
65	что иное как	1	1
66	то же время	5	1
67	бы то ни	1	1
68	таком случае это	1	1
69	в том и	2	1
70	в этой фразе	1	1
71	в художественном произведении	1	1
72	быть не может	1	1
73	раз в том	1	1
74	с этой точки	1	1
75	то что может	1	1
76	за минуту до	1	1
77	есть как бы	1	1
78	в свою очередь	2	1
79	в том или	1	1
80	на наших глазах	2	1
81	чем-то другим и	1	1
82	составлено не мыслью	1	1
83	то ни было	1	1
84	не может быть	3	1
