N	3gram	Bakhtin_Fr_3	Hudozhes
1	о том что	2	9
2	то же время	6	8
3	по отношению к	2	8
4	в то же	6	8
5	в том что	1	6
6	можно было бы	2	4
7	с точки зрения	1	3
8	в этом отношении	2	3
9	но в то	4	3
10	жизни и смерти	2	3
11	в связи с	4	3
12	и в самом	1	3
13	как и в	2	3
14	том что в	1	2
15	о том как	1	2
16	при встрече с	1	2
17	до сих пор	4	2
18	к жизни и	1	2
19	как раз в	2	2
20	в значительной степени	2	2
21	в заключительной главе	1	2
22	связи с этим	1	2
23	вместо того чтобы	1	2
24	не может быть	2	2
25	несет на себе	1	2
26	дело здесь не	1	1
27	на том что	1	1
28	все дело в	1	1
29	прежде всего на	1	1
30	прежде всего в	1	1
31	не знает ни	1	1
32	мы узнаем что	1	1
33	на самом деле	3	1
34	нельзя не согласиться	1	1
35	здесь прежде всего	1	1
36	сих пор еще	1	1
37	потому что не	1	1
38	может быть только	1	1
39	и в этом	1	1
40	с самого начала	1	1
41	же время не	1	1
42	в отличие от	3	1
43	этой связи и	1	1
44	об этом в	1	1
45	как и все	3	1
46	на них и	1	1
47	вообще во всех	1	1
48	в узком смысле	1	1
49	время это и	1	1
50	в первом случае	1	1
51	же время это	1	1
52	в высшей степени	1	1
53	а также и	3	1
54	выражение лица у	1	1
55	на себе печать	1	1
56	не только для	1	1
57	мы уже говорили	3	1
58	во всяком случае	1	1
59	об этом так	1	1
60	в свое время	1	1
61	xx века в	1	1
62	лица у него	1	1
63	в данном случае	2	1
64	между этими двумя	1	1
65	как будто бы	1	1
66	узком смысле слова	1	1
67	в свою очередь	1	1
68	но и для	1	1
69	но все же	1	1
70	не было ни	3	1
71	за то что	1	1
72	этим не исчерпывается	1	1
73	так и по	1	1
74	и состоит что	1	1
