N	3gram	Bakhtin_Fr_7	Psycholo
1	в том что	3	12
2	все то что	3	11
3	о том что	1	10
4	то же самое	1	6
5	с самого начала	1	5
6	на самом деле	1	5
7	что в нем	1	5
8	с точки зрения	3	4
9	и может быть	1	4
10	можно было бы	2	4
11	это и есть	1	3
12	и в этом	1	3
13	за то что	3	3
14	то что в	2	3
15	в конце концов	4	3
16	по прямой линии	1	3
17	во всяком случае	1	3
18	сам по себе	1	2
19	о том как	2	2
20	мы уже знаем	1	2
21	он говорит что	1	2
22	к тому же	1	2
23	таким образом в	1	2
24	и в самом	1	2
25	уже знаем что	1	2
26	мы видим что	1	2
27	по себе и	1	2
28	потому что он	1	2
29	в это время	1	2
30	было бы сказать	1	2
31	со всех сторон	1	1
32	на одном из	3	1
33	и в сущности	1	1
34	что все это	1	1
35	до некоторой степени	1	1
36	в этом смысле	1	1
37	они как бы	1	1
38	самом деле здесь	1	1
39	том или ином	1	1
40	но только в	1	1
41	мы уже говорили	3	1
42	мы увидим что	1	1
43	тем что в	1	1
44	в той же	1	1
45	тут у нас	1	1
46	вместе с ним	1	1
47	в этом романе	1	1
48	но по существу	2	1
49	в отдельности а	1	1
50	существу она не	1	1
51	к этому вопросу	1	1
52	что в этом	1	1
53	и целый ряд	1	1
54	мы сейчас увидим	2	1
55	все дело в	1	1
56	в средние века	4	1
57	материала и формы	1	1
58	ничего общего с	1	1
59	и ничем не	1	1
60	с тем что	1	1
61	в совершенно другом	1	1
62	имеет в виду	1	1
63	в этой же	1	1
64	то есть в	4	1
65	потому что это	1	1
66	и все они	2	1
67	по отношению к	2	1
68	и в этой	2	1
69	рядом с этим	1	1
70	и разобранным нами	1	1
71	то обстоятельство что	1	1
72	взятый сам по	1	1
73	а также и	1	1
74	так например в	1	1
75	в словах его	1	1
76	не что иное	1	1
77	но он не	1	1
78	целый ряд других	1	1
79	не только в	1	1
80	в то же	9	1
81	и то обстоятельство	1	1
82	жизни и от	1	1
83	правильнее было бы	1	1
84	и у него	1	1
85	и в каком	1	1
86	том что они	1	1
87	что иное как	1	1
88	и даже больше	1	1
89	то же время	9	1
90	он берет в	1	1
91	все это в	2	1
92	имел в виду	1	1
93	в заключение как	1	1
94	у него в	1	1
95	в том и	1	1
96	дело в том	2	1
97	на этот вопрос	1	1
98	его современников и	1	1
99	о том чтобы	1	1
100	в свою очередь	3	1
101	в том или	1	1
102	как мы уже	1	1
103	по существу она	1	1
104	то мы увидим	1	1
